L1_orth,L1_L1wiktionary,L1_enwiktionary,L1_ipa,L1_en,L1_disambiguated,L1_suffix,L1_pos,L1_year,L1_macro_family,L1_family,L1_language,L1_region,L1_type,L1_loan,L1_certainty,L1_closest_wold_concept,L1_borrowability,L1_closest_wold_concept_similarity,hmInf_strF_vhF_onlyF
szittya,https://hu.wiktionary.org/wiki/szittya#Magyar,https://en.wiktionary.org/wiki/szittya#Hungarian,sicːɒ,Scythian,0,-,n,1533,IE,Romance,Latin,no_info,general,+,certain,(),0.0,-1.0,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(ɑ|ȣ|i|e|ͽ|o)(tt)(ͽ|e|ɑ|u)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szittyó,https://hu.wiktionary.org/wiki/szittyó#Magyar,https://en.wiktionary.org/wiki/szittyó#Hungarian,sicːoː,rush,0,-,n,1495,IE,Slavic,no_info,Western,no_info,+,uncertain,"('rush', 'go')",0.028846154,0.720044792,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(ɑ|ȣ|i|e|ͽ|o)(tt)(ͽ|o|u|ɑ|e)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szív,https://hu.wiktionary.org/wiki/szív#Magyar,https://en.wiktionary.org/wiki/szív#Hungarian,siːv,"suck, inhale, absorb",1,-,v,1456,no_info,no_info,no_info,no_info,no_info,-,certain,"('suck', 'suck')",0.059625213,1.0,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(ɑ|o|e|i|ȣ̈|ɤ|ͽ)(ŋ|k|ɣ|j|m|ð|w)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szív,https://hu.wiktionary.org/wiki/szív#Magyar,https://en.wiktionary.org/wiki/szív#Hungarian,siːv,"cardiac, heart",2,-,n,1372,U,no_info,no_info,no_info,no_info,-,certain,"('heart', 'heart')",0.223300971,1.0,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(ɑ|o|e|i|ȣ̈|ɤ|ͽ)(ŋ|k|ɣ|j|m|ð|w)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szivárvány,https://hu.wiktionary.org/wiki/szivárvány#Magyar,https://en.wiktionary.org/wiki/szivárvány#Hungarian,sivaːrvaːɲ,"bow, rainbow, water_bow",0,-,n,1416,no_info,no_info,no_info,no_info,derivative,-,certain,"('bow', 'bow')",0.157534247,1.0,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(ɑ|ȣ|i|e|ͽ|o)(p|j|wk|w|k|ŋ)(ɑ|ȣ|ͽ|o|u|e)(r|rk|jr|ɣr|lm)(p|j|wk|w|k|ŋ)(ɑ|ȣ|ͽ|o|u|e)(nʲ|n|k)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szívós,https://hu.wiktionary.org/wiki/szívós#Magyar,https://en.wiktionary.org/wiki/szívós#Hungarian,siːvoːʃ,"die_hard, hardy, persistent, stout, tenacious, tough",0,-,a,1566,no_info,no_info,no_info,no_info,derivative,-,certain,"('tough', 'hard')",0.082294264,0.837321937,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(ɑ|o|e|i|ȣ̈|ɤ|ͽ)(p|j|wk|w|k|ŋ)(o|u)(t͡ʃʲ|t͡ʃ|ʃʲk|ŋt͡ʃʲ|t͡ʃʲk)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szó,https://hu.wiktionary.org/wiki/szó#Magyar,https://en.wiktionary.org/wiki/szó#Hungarian,soː,"term, word",0,-,n,1300,Ug,no_info,no_info,no_info,no_info,-,certain,"('word', 'word')",0.254299754,1.0,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(ͽ|o|u|ɑ|e)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
sző,https://hu.wiktionary.org/wiki/sző#Magyar,https://en.wiktionary.org/wiki/sző#Hungarian,søː,"plate, spin, span, spun, warp, weave, wove, woven",0,-,v,1372,FU,no_info,no_info,no_info,no_info,-,certain,"('plate', 'plate')",0.5385514020000001,1.000000119,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(e|ͽ|i|æ|s)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szoba,https://hu.wiktionary.org/wiki/szoba#Magyar,https://en.wiktionary.org/wiki/szoba#Hungarian,sobɒ,"apartment, chamber, closet, room",0,-,n,1300,no_info,no_info,no_info,no_info,internationalism, Wanderwort,"+,","('room', 'room')",0.514808362,1.0,b not old
szöcske,https://hu.wiktionary.org/wiki/szöcske#Magyar,https://en.wiktionary.org/wiki/szöcske#Hungarian,søt͡ʃkɛ,grasshopper,0,-,n,1538,no_info,no_info,no_info,no_info,change of part of speech,-,certain,"('grasshopper', 'grasshopper')",0.105555556,1.0,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(i|e|ȣ̈|ɑ|æ|ͽ)(t͡ʃʲ|jt͡ʃʲ)(kk|wkk)(ͽ|ȣ̈|e|ɑ|æ)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szóda,https://hu.wiktionary.org/wiki/szóda#Magyar,https://en.wiktionary.org/wiki/szóda#Hungarian,soːdɒ,"soda, soda-water",0,-,n,1593,no_info,no_info,no_info,no_info,internationalism, Wanderwort,"+,","('soda', 'milk')",0.069948187,0.8089689609999999,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(o|u)(nt|w|j)(ͽ|e|ɑ|u)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szög,https://hu.wiktionary.org/wiki/szög#Magyar,https://en.wiktionary.org/wiki/szög#Hungarian,søɡ,"brown, brownish, blackish, dark_brown, fairish, light_brown",1,-,a,1270,Ug,no_info,no_info,no_info,no_info,-,uncertain,"('brown', 'white')",0.158653846,0.860901177,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(i|e|ȣ̈|ɑ|æ|ͽ)(ŋ|ŋk)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szőke,https://hu.wiktionary.org/wiki/szőke#Magyar,https://en.wiktionary.org/wiki/szőke#Hungarian,søːkɛ,"blond, blonde, fair, light",0,-,a,1549,no_info,no_info,no_info,no_info,derivative,-,certain,"('light', 'light')",0.077586207,1.0,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(e|ɑ|u|æ)(kk|wkk)(ͽ|ȣ̈|e|ɑ|æ)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szokik,https://hu.wiktionary.org/wiki/szokik#Magyar,https://en.wiktionary.org/wiki/szokik#Hungarian,sokik,addicted,0,-,v,1372,unknown,unknown,unknown,unknown,unknown,+,certain,"('addicted', 'drunk')",0.067961165,0.644417524,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(u|ͽ|ɑ|o|ȣ|i|e)(kk|wkk)(ɑ|ȣ|i|e|ͽ|o)(kk|wkk|k|tt)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szökik,https://hu.wiktionary.org/wiki/szökik#Magyar,https://en.wiktionary.org/wiki/szökik#Hungarian,søkik,"escape, fly, flew, flown, spring, sprang, sprung",0,-,v,1405,Turkic,no_info,no_info,no_info,general,+,certain,"('fly', 'fly')",0.131140716,1.0,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(i|e|ȣ̈|ɑ|æ|ͽ)(kk|wkk)(ɑ|ȣ|i|e|ͽ|o)(kk|wkk|k|tt)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szoknya,https://hu.wiktionary.org/wiki/szoknya#Magyar,https://en.wiktionary.org/wiki/szoknya#Hungarian,sokɲɒ,skirt,0,-,n,1372,no_info,no_info,no_info,no_info,no_info,-,certain,"('skirt', 'skirt')",0.6097972970000001,1.0,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(u|ͽ|ɑ|o|ȣ|i|e)(kk|wkk)(n|nʲ)(ͽ|e|ɑ|u)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szolga,https://hu.wiktionary.org/wiki/szolga#Magyar,https://en.wiktionary.org/wiki/szolga#Hungarian,solɡɒ,"attendant, boots, footman, groom, henchman, henchmen, man-servant, men-servants, man-servant, men-servant, menial, servant, servitor, skip, thrall, walla, wallah",0,-,n,1300,no_info,no_info,no_info,no_info,no_info,-,certain,"('servant', 'servant')",0.355769231,1.0,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(u|ͽ|ɑ|o|ȣ|i|e)(l|ð|lk|lɣ|wð|r|wl)(ŋ|ŋk)(ͽ|e|ɑ|u)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szolgabíró,https://hu.wiktionary.org/wiki/szolgabíró#Magyar,https://en.wiktionary.org/wiki/szolgabíró#Hungarian,solɡɒbiːroː,sheriff,0,-,n,1404,no_info,no_info,no_info,no_info,no_info,-,certain,"('sheriff', 'police')",0.7979591840000001,0.629237711,b not old
szolgabíró,https://hu.wiktionary.org/wiki/szolgabíró#Magyar,https://en.wiktionary.org/wiki/szolgabíró#Hungarian,solɡɒbiːroː,sheriff,0,-,n,1404,no_info,no_info,no_info,no_info,no_info,-,certain,"('sheriff', 'police')",0.7979591840000001,0.629237711,b not old
szőlő,https://hu.wiktionary.org/wiki/szőlő#Magyar,https://en.wiktionary.org/wiki/szőlő#Hungarian,søːløː,"grape, grapes, vine",0,-,n,1372,Turkic,Oghur,Chuvash,no_info,no_info,+,certain,"('grape', 'grape')",0.459134615,1.0,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(e|ɑ|u|æ)(l|ð|lk|lɣ|wð|r|wl)(e|ͽ|i|æ|s)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szombat,https://hu.wiktionary.org/wiki/szombat#Magyar,https://en.wiktionary.org/wiki/szombat#Hungarian,sombɒt,Saturday,0,-,n,1405,IE,Slavic,no_info,Southern,no_info,+,uncertain,(),0.0,-1.0,b not old
szömörce,https://hu.wiktionary.org/wiki/szömörce#Magyar,https://en.wiktionary.org/wiki/szömörce#Hungarian,sømørt͡sɛ,sumac,0,-,n,1282,no_info,no_info,no_info,no_info,no_info,+,uncertain,"('sumac', 'gourd')",0.263513514,0.582015038,t͡s not old
szömörcsög,https://hu.wiktionary.org/wiki/szömörcsög#Magyar,https://en.wiktionary.org/wiki/szömörcsög#Hungarian,sømørt͡ʃøɡ,szömörcsög,0,-,n,1395,no_info,no_info,no_info,no_info,no_info,-,certain,(),0.0,-1.0,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(i|e|ȣ̈|ɑ|æ|ͽ)(m|ðʲm|lm)(i|e|ȣ̈|ɑ|æ|ͽ)(r|rk|jr|ɣr|lm)(t͡ʃʲ|jt͡ʃʲ)(i|e|ȣ̈|ɑ|æ|ͽ)(ŋ|ŋk)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szomorú,https://hu.wiktionary.org/wiki/szomorú#Magyar,https://en.wiktionary.org/wiki/szomorú#Hungarian,somoruː,"afflicted, be_in_the_dumps, cheerless, dismal, distressed, doleful, grievous, heavy-hearted, joyless, melancholy, mirthless, mournful, pained, piteous, pitiable, plaintive, rigorous, sad, sorrowful, sorry, trist, tristful, woebegone, woeful",0,-,a,1251,FU,no_info,no_info,no_info,no_info,-,uncertain,"('sorry', 'guess')",0.224696356,0.78739661,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(u|ͽ|ɑ|o|ȣ|i|e)(m|ðʲm|lm)(u|ͽ|ɑ|o|ȣ|i|e)(r|rk|jr|ɣr|lm)(ͽ|ȣ|u)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szomszéd,https://hu.wiktionary.org/wiki/szomszéd#Magyar,https://en.wiktionary.org/wiki/szomszéd#Hungarian,somseːd,"neighbor, neighbour, next",0,-,a,1416,no_info,no_info,no_info,no_info,no_info,-,certain,"('neighbour', 'neighbour')",0.205128205,1.000000119,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(u|ͽ|ɑ|o|ȣ|i|e)(m|ðʲm|lm)(s|ʃʲ|t͡ʃʲ)(e|æ|ͽ|ɑ|i|ȣ|o|ȣ̈)(nt|mt)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szontyolodik,https://hu.wiktionary.org/wiki/szontyolodik#Magyar,https://en.wiktionary.org/wiki/szontyolodik#Hungarian,soncolodik,become_sad,0,-,v,1519,no_info,no_info,no_info,no_info,derivative,-,certain,(),0.0,-1.0,c not old
szőnyeg,https://hu.wiktionary.org/wiki/szőnyeg#Magyar,https://en.wiktionary.org/wiki/szőnyeg#Hungarian,søːɲɛɡ,"carpet, carpeting, rug",0,-,n,1395,no_info,no_info,no_info,no_info,derivative,-,certain,"('rug', 'rug')",0.671232877,1.0,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(e|ɑ|u|æ)(n|nʲ)(æ|e|ͽ|ȣ̈|i|ɑ|o)(ŋ|ŋk)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szopik,https://hu.wiktionary.org/wiki/szopik#Magyar,https://en.wiktionary.org/wiki/szopik#Hungarian,sopik,"suck, suckle",0,-,v,1416,no_info,no_info,no_info,no_info,no_info,-,certain,"('suck', 'suck')",0.059625213,1.0,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(u|ͽ|ɑ|o|ȣ|i|e)(pp)(ɑ|ȣ|i|e|ͽ|o)(kk|wkk|k|tt)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szopornyica,https://hu.wiktionary.org/wiki/szopornyica#Magyar,https://en.wiktionary.org/wiki/szopornyica#Hungarian,soporɲit͡sɒ,distemper,0,-,n,1600,IE,Slavic,Croatian, Serbian,no_info,-,"+,?","('distemper', 'insect')",0.443946188,0.6813825370000001,t͡s not old
szór,https://hu.wiktionary.org/wiki/szór#Magyar,https://en.wiktionary.org/wiki/szór#Hungarian,soːr,"diffuse, disperse, eject, fling, flung, fritter_away, scatter, send_forth, sprinkle, strew, strewed, strewn, strew",0,-,v,1405,Turkic,no_info,no_info,no_info,general,+,certain,"('sprinkle', 'spoon')",0.400990099,0.8517420290000001,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(o|u)(r|rw|rk|ɣ)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szőr,https://hu.wiktionary.org/wiki/szőr#Magyar,https://en.wiktionary.org/wiki/szőr#Hungarian,søːr,"fur, hair, nap, ooze, pubescence",0,-,n,1416,Ug,no_info,no_info,no_info,no_info,-,certain,"('fur', 'fur')",0.293219304,1.0,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(e|ɑ|u|æ)(r|rw|rk|ɣ)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szorgalom,https://hu.wiktionary.org/wiki/szorgalom#Magyar,https://en.wiktionary.org/wiki/szorgalom#Hungarian,sorɡɒlom,"diligence, industry",0,-,n,1372,no_info,no_info,no_info,no_info,derivative,-,certain,"('industry', 'market')",0.674698795,0.819974482,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(u|ͽ|ɑ|o|ȣ|i|e)(r|rk|jr|ɣr|lm)(ŋ|ŋk)(ɑ|ͽ|u|o|ȣ|e|æ)(l|ð|lk|lɣ|wð|r|wl)(u|ͽ|ɑ|o|ȣ|i|e)(m|jm|lm)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szörnyű,https://hu.wiktionary.org/wiki/szörnyű#Magyar,https://en.wiktionary.org/wiki/szörnyű#Hungarian,sørɲyː,"appalling, atrocious, awful, dire, direful, dreadful, egregious, ghastly, grisly, gruesome, heinous, hideous, horrible, horrid, insupportable, lurid, monstrous, morbid, outrageous, terrible, terrific, unholy",0,-,a,1372,no_info,no_info,no_info,no_info,derivative,-,certain,"('awful', 'thing')",0.227722772,0.804637015,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(i|e|ȣ̈|ɑ|æ|ͽ)(r|rk|jr|ɣr|lm)(n|nʲ)(i|e|ͽ)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szoros,https://hu.wiktionary.org/wiki/szoros#Magyar,https://en.wiktionary.org/wiki/szoros#Hungarian,soroʃ,"close, confined, cove, cramp, cramped, defile, narrows, near, pass, serried, strait, strict, stringent, taut, tense, tight",0,-,a,1380,FU,no_info,no_info,no_info,no_info,-,certain,"('near', 'near')",0.117283951,1.0,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(u|ͽ|ɑ|o|ȣ|i|e)(r|rk|jr|ɣr|lm)(u|ͽ|ɑ|o|ȣ|i|e)(t͡ʃʲ|t͡ʃ|ʃʲk|ŋt͡ʃʲ|t͡ʃʲk)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szösz,https://hu.wiktionary.org/wiki/szösz#Magyar,https://en.wiktionary.org/wiki/szösz#Hungarian,søs,"junk, tow",0,-,n,1405,FU,Permic,no_info,no_info,no_info,+,certain,"('tow', 'boat')",0.5352941179999999,0.647895515,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(i|e|ȣ̈|ɑ|æ|ͽ)(ʃʲ|j|t͡ʃʲ|s|kʃʲ)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szószóló,https://hu.wiktionary.org/wiki/szószóló#Magyar,https://en.wiktionary.org/wiki/szószóló#Hungarian,soːsoːloː,"advocate, combatant, mouthpiece, ombudsman, spokesman",0,-,n,1456,no_info,no_info,no_info,no_info,no_info,-,certain,"('advocate', 'law')",0.630136986,0.676927686,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(o|u)(s|ʃʲ|t͡ʃʲ)(o|u)(l|ð|lk|lɣ|wð|r|wl)(ͽ|o|u|ɑ|e)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szövetség,https://hu.wiktionary.org/wiki/szövetség#Magyar,https://en.wiktionary.org/wiki/szövetség#Hungarian,søvɛtʃeːɡ,"alliance, association, clubbing, confederacy, covenant, fellowship, fraternity, hook-up, league, testament, union",0,-,n,1495,no_info,no_info,no_info,no_info,derivative,-,certain,"('league', 'club')",0.369020501,0.8293975,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(i|e|ȣ̈|ɑ|æ|ͽ)(p|j|wk|w|k|ŋ)(æ|e|ͽ|ȣ̈|i|ɑ|o)(j|tt|kt)(t͡ʃʲ|nʲt͡ʃʲ)(e|æ|ͽ|ɑ|i|ȣ|o|ȣ̈)(ŋ|ŋk)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szpáhi,https://hu.wiktionary.org/wiki/szpáhi#Magyar,https://en.wiktionary.org/wiki/szpáhi#Hungarian,spaːhi,spahi,0,-,n,1532,Turkic,Oghuz,Ottoman-Turkic,no_info,no_info,+,certain,"('spahi', 'awl')",0.278688525,0.484847367,h not old
szú,https://hu.wiktionary.org/wiki/szú#Magyar,https://en.wiktionary.org/wiki/szú#Hungarian,suː,bark_beetle,0,-,n,1395,FU,no_info,no_info,no_info,no_info,-,certain,(),0.0,-1.0,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(ͽ|ȣ|u)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szűcs,https://hu.wiktionary.org/wiki/szűcs#Magyar,https://en.wiktionary.org/wiki/szűcs#Hungarian,syːt͡ʃ,skinner,0,-,n,1380,Turkic,Oghur,Chuvash,no_info,no_info,+,certain,"('skinner', 'carpenter')",0.5069444439999999,0.634187937,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(e|i|y)(t͡ʃʲ|t͡ʃ)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szügy,https://hu.wiktionary.org/wiki/szügy#Magyar,https://en.wiktionary.org/wiki/szügy#Hungarian,syɟ,breast,0,-,n,1533,U,no_info,no_info,no_info,no_info,-,uncertain,"('breast', 'breast')",0.053317536,1.0,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(i|ͽ|ȣ̈|æ|ɑ|e)(nʲt͡ʃʲ|ðʲ|t͡ʃ|lʲ|ðʲk|lj)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szűk,https://hu.wiktionary.org/wiki/szűk#Magyar,https://en.wiktionary.org/wiki/szűk#Hungarian,syːk,"close, cramp, cramped, fit_tight, narrow, pokey, poky, scanty, skimpy, strait, tight",0,-,a,1300,unknown,unknown,unknown,unknown,unknown,+,certain,"('narrow', 'narrow')",0.09375,0.99999994,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(e|i|y)(kk|wkk|k|tt)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
