L2_orth,L2_link,L2_latin,L2_ipa,L2_en,L2_pos,L2_in,hm1_strT_vhT_onlyF,hm20_strT_vhT_onlyF
𐍆𐌰𐌿𐍂𐍃𐍄𐌰𐍃𐍃𐌴𐌹𐍃,https://en.wiktionary.org/wiki/𐍆𐌰𐌿𐍂𐍃𐍄𐌰𐍃𐍃𐌴𐌹𐍃#Gothic,faurstassēis,ɸɔrstasseɪs,"one_who_is_over_another, has_authority_over_another, superior",n,ɸɔrstasseɪs,wͽrsͽssͽ,"wͽrsͽssͽ, wͽrsͽssȣ̈, wͽrsͽsse, wͽrsȣ̈ssͽ, wͽrsȣ̈ssȣ̈, wͽrsȣ̈sse, wͽrsɑssͽ, wͽrsɑssȣ̈, wͽrsɑsse, wersͽssͽ, wersͽssȣ̈, wersͽsse, wersȣ̈ssͽ, wersȣ̈ssȣ̈, wersȣ̈sse, wersɑssͽ, wersɑssȣ̈, wersɑsse, wærsͽssͽ, wærsͽssȣ̈, wærsͽsse, wærsȣ̈ssͽ, wærsȣ̈ssȣ̈, wærsȣ̈sse, wærsɑssͽ, wærsɑssȣ̈, wærsɑsse"
𐍆𐌰𐌿𐍂𐍅𐌰𐌹𐍀𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐍆𐌰𐌿𐍂𐍅𐌰𐌹𐍀𐌾𐌰𐌽#Gothic,faurwaipjan,ɸɔrwɛpjan,muzzle,v,ɸɔrwɛpj,wͽrwͽpjͽ,"wͽrwͽpjͽ, wͽrwͽpjȣ̈, wͽrwͽpjɑ, wͽrwȣ̈pjͽ, wͽrwȣ̈pjȣ̈, wͽrwȣ̈pjɑ, wͽrwepjͽ, wͽrwepjȣ̈, wͽrwepjɑ, werwͽpjͽ, werwͽpjȣ̈, werwͽpjɑ, werwȣ̈pjͽ, werwȣ̈pjȣ̈, werwȣ̈pjɑ, werwepjͽ, werwepjȣ̈, werwepjɑ, wærwͽpjͽ, wærwͽpjȣ̈, wærwͽpjɑ, wærwȣ̈pjͽ, wærwȣ̈pjȣ̈, wærwȣ̈pjɑ, wærwepjͽ, wærwepjȣ̈, wærwepjɑ"
𐍆𐌰𐌿𐍂𐍅𐌰𐌻𐍅𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐍆𐌰𐌿𐍂𐍅𐌰𐌻𐍅𐌾𐌰𐌽#Gothic,faurwalwjan,ɸɔrwalwjan,roll,v,ɸɔrwalwj,wͽrwͽlwͽ,"wͽrwͽlwͽ, wͽrwȣ̈lwȣ̈, wͽrwɑlwɑ, wͽrwælwæ, werwͽlwͽ, werwȣ̈lwȣ̈, werwɑlwɑ, werwælwæ, wærwͽlwͽ, wærwȣ̈lwȣ̈, wærwɑlwɑ, wærwælwæ, wirwͽlwͽ, wirwȣ̈lwȣ̈, wirwɑlwɑ, wirwælwæ, wȣ̈rwͽlwͽ, wȣ̈rwȣ̈lwȣ̈, wȣ̈rwɑlwɑ, wȣ̈rwælwæ"
𐍆𐌰𐌿𐍃,https://en.wiktionary.org/wiki/𐍆𐌰𐌿𐍃#Gothic,faus,ɸɔs,"few, not_many",a,ɸɔs,wͽsͽ,"wͽsͽ, wͽse, wͽsɑ, wͽsæ, wͽsu, wȣsͽ, wȣse, wȣsɑ, wȣsæ, wȣsu, wosͽ, wose, wosɑ, wosæ, wosu, wɤsͽ, wɤse, wɤsɑ, wɤsæ, wɤsu"
𐍆𐌰𐍂𐌰𐌽,https://en.wiktionary.org/wiki/𐍆𐌰𐍂𐌰𐌽#Gothic,faran,ɸaran,"go, travel",v,ɸar,wͽrͽnw,"wͽrͽnw, wͽrͽnj, wͽrͽnk, wͽrͽnp, wͽrͽnt, wȣ̈rȣ̈nw, wȣ̈rȣ̈nj, wȣ̈rȣ̈nk, wȣ̈rȣ̈np, wȣ̈rȣ̈nt, wɑrɑnw, wɑrɑnj, wɑrɑnk, wɑrɑnp, wɑrɑnt, wærænw, wærænj, wærænk, wærænp, wærænt"
𐍆𐌰𐍂𐌰𐍉,https://en.wiktionary.org/wiki/𐍆𐌰𐍂𐌰𐍉#Gothic,faraō,ɸarao,Pharaoh,n,ɸarao,wͽrͽwͽ,"wͽrͽwͽ, wͽrͽwe, wͽrͽwæ, wͽrͽjͽ, wͽrͽje, wͽrͽjæ, wͽrͽkͽ, wͽrͽke, wͽrͽkæ, wȣ̈rȣ̈wͽ, wȣ̈rȣ̈we, wȣ̈rȣ̈wæ, wȣ̈rȣ̈jͽ, wȣ̈rȣ̈je, wȣ̈rȣ̈jæ, wȣ̈rȣ̈kͽ, wȣ̈rȣ̈ke, wȣ̈rȣ̈kæ, wɑrɑwͽ, wɑrɑwe, wɑrɑwæ, wɑrɑjͽ, wɑrɑje, wɑrɑjæ, wɑrɑkͽ, wɑrɑke, wɑrɑkæ"
𐍆𐌰𐍂𐌳𐌹𐌽𐌰𐌽𐌸𐍃,https://en.wiktionary.org/wiki/Reconstruction:Gothic/𐍆𐌰𐍂𐌳𐌹𐌽𐌰𐌽𐌸𐍃#Gothic,fardinanþs,ɸardɪnanθs,,r,ɸardɪnanθs,wͽrðͽnͽ,"wͽrðͽnͽ, wͽrðȣ̈nͽ, wͽrðinͽ, wͽrtͽnͽ, wͽrtȣ̈nͽ, wͽrtinͽ, wȣ̈rðͽnȣ̈, wȣ̈rðȣ̈nȣ̈, wȣ̈rðinȣ̈, wȣ̈rtͽnȣ̈, wȣ̈rtȣ̈nȣ̈, wȣ̈rtinȣ̈, wɑrðͽnɑ, wɑrðȣ̈nɑ, wɑrðinɑ, wɑrtͽnɑ, wɑrtȣ̈nɑ, wɑrtinɑ, wærðͽnæ, wærðȣ̈næ, wærðinæ, wærtͽnæ, wærtȣ̈næ, wærtinæ"
𐍆𐌰𐍂𐌴𐌹𐍃𐌰𐌹𐌿𐍃,https://en.wiktionary.org/wiki/𐍆𐌰𐍂𐌴𐌹𐍃𐌰𐌹𐌿𐍃#Gothic,farēisaius,ɸareɪsɛus,Pharisee,n,ɸareɪsɛus,wͽrͽss,"wͽrͽss, wͽrȣ̈ss, wͽress, wȣ̈rͽss, wȣ̈rȣ̈ss, wȣ̈ress, wɑrͽss, wɑrȣ̈ss, wɑress, wærͽss, wærȣ̈ss, wæress"
𐍆𐌰𐍂𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐍆𐌰𐍂𐌾𐌰𐌽#Gothic,farjan,ɸarjan,"sail, row",v,ɸarj,wͽrjͽnͽ,"wͽrjͽnͽ, wͽrjͽne, wͽrjͽnɑ, wͽrjͽnæ, wͽrjͽnu, wȣ̈rjȣ̈nͽ, wȣ̈rjȣ̈ne, wȣ̈rjȣ̈nɑ, wȣ̈rjȣ̈næ, wȣ̈rjȣ̈nu, wɑrjɑnͽ, wɑrjɑne, wɑrjɑnɑ, wɑrjɑnæ, wɑrjɑnu, wærjænͽ, wærjæne, wærjænɑ, wærjænæ, wærjænu"
𐍆𐌰𐍂𐍅𐌰,https://en.wiktionary.org/wiki/𐍆𐌰𐍂𐍅𐌰#Gothic,farwa,ɸarwa,form,n,ɸarwa,wͽrwͽ,"wͽrwͽ, wȣ̈rwȣ̈, wɑrwɑ, wærwæ"
𐍆𐌰𐍃𐌺𐌾𐌰,https://en.wiktionary.org/wiki/𐍆𐌰𐍃𐌺𐌾𐌰#Gothic,faskja,ɸaskja,", bandage, strip_of_linen, graveclothes",n,ɸaskja,wͽskjͽ,"wͽskjͽ, wȣ̈skjȣ̈, wɑskjɑ, wæskjæ"
𐍆𐌰𐍃𐍄𐌰𐌽,https://en.wiktionary.org/wiki/𐍆𐌰𐍃𐍄𐌰𐌽#Gothic,fastan,ɸastan,"keep, hold_firm",v,ɸast,wͽstͽnͽ,"wͽstͽnͽ, wͽstͽne, wͽstͽnɑ, wͽstͽnæ, wͽstͽnu, wȣ̈stȣ̈nͽ, wȣ̈stȣ̈ne, wȣ̈stȣ̈nɑ, wȣ̈stȣ̈næ, wȣ̈stȣ̈nu, wɑstɑnͽ, wɑstɑne, wɑstɑnɑ, wɑstɑnæ, wɑstɑnu, wæstænͽ, wæstæne, wæstænɑ, wæstænæ, wæstænu"
𐍆𐌰𐍃𐍄𐌿𐌱𐌽𐌹,https://en.wiktionary.org/wiki/𐍆𐌰𐍃𐍄𐌿𐌱𐌽𐌹#Gothic,fastubni,ɸastuβnɪ,"keeping, observance",n,ɸastuβnɪ,wͽstͽwnͽ,"wͽstͽwnͽ, wͽstͽwnȣ̈, wͽstͽwni, wͽstewnͽ, wͽstewnȣ̈, wͽstewni, wͽstæwnͽ, wͽstæwnȣ̈, wͽstæwni, wȣ̈stͽwnͽ, wȣ̈stͽwnȣ̈, wȣ̈stͽwni, wȣ̈stewnͽ, wȣ̈stewnȣ̈, wȣ̈stewni, wȣ̈stæwnͽ, wȣ̈stæwnȣ̈, wȣ̈stæwni, wɑstͽwnͽ, wɑstͽwnȣ̈, wɑstͽwni, wɑstewnͽ, wɑstewnȣ̈, wɑstewni, wɑstæwnͽ, wɑstæwnȣ̈, wɑstæwni"
𐍆𐌴𐍂𐌰,https://en.wiktionary.org/wiki/𐍆𐌴𐍂𐌰#Gothic,fēra,ɸera,"side, flank, part",n,ɸera,wͽrͽ,"wͽrͽ, wͽrȣ̈, wͽrɑ, wͽræ, wȣ̈rͽ, wȣ̈rȣ̈, wȣ̈rɑ, wȣ̈ræ, werͽ, werȣ̈, werɑ, weræ"
𐍆𐌴𐍂𐌾𐌰,https://en.wiktionary.org/wiki/𐍆𐌴𐍂𐌾𐌰#Gothic,fērja,ɸerja,informer,n,ɸerja,wͽrjͽ,"wͽrjͽ, wͽrjȣ̈, wͽrjɑ, wͽrjæ, wȣ̈rjͽ, wȣ̈rjȣ̈, wȣ̈rjɑ, wȣ̈rjæ, werjͽ, werjȣ̈, werjɑ, werjæ"
𐍆𐌴𐍄𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐍆𐌴𐍄𐌾𐌰𐌽#Gothic,fētjan,ɸetjan,adorn_oneself,v,ɸetj,wͽtjͽnͽ,"wͽtjͽnͽ, wͽtjͽne, wͽtjͽnɑ, wͽtjȣ̈nͽ, wͽtjȣ̈ne, wͽtjȣ̈nɑ, wͽtjɑnͽ, wͽtjɑne, wͽtjɑnɑ, wȣ̈tjͽnͽ, wȣ̈tjͽne, wȣ̈tjͽnɑ, wȣ̈tjȣ̈nͽ, wȣ̈tjȣ̈ne, wȣ̈tjȣ̈nɑ, wȣ̈tjɑnͽ, wȣ̈tjɑne, wȣ̈tjɑnɑ, wetjͽnͽ, wetjͽne, wetjͽnɑ, wetjȣ̈nͽ, wetjȣ̈ne, wetjȣ̈nɑ, wetjɑnͽ, wetjɑne, wetjɑnɑ"
𐍆𐌹𐌰𐌽𐌳𐍃,https://en.wiktionary.org/wiki/𐍆𐌹𐌰𐌽𐌳𐍃#Gothic,fiands,ɸɪands,Alternative_form_of_𐍆𐌹𐌾𐌰𐌽𐌳𐍃,n,ɸɪands,wͽwnðͽ,"wͽwnðͽ, wͽwnðe, wͽwntͽ, wͽwnte, wͽjnðͽ, wͽjnðe, wͽjntͽ, wͽjnte, wȣ̈wnðͽ, wȣ̈wnðe, wȣ̈wntͽ, wȣ̈wnte, wȣ̈jnðͽ, wȣ̈jnðe, wȣ̈jntͽ, wȣ̈jnte, wiwnðͽ, wiwnðe, wiwntͽ, wiwnte, wijnðͽ, wijnðe, wijntͽ, wijnte"
𐍆𐌹𐌲𐌲𐍂𐌰𐌲𐌿𐌻𐌸,https://en.wiktionary.org/wiki/𐍆𐌹𐌲𐌲𐍂𐌰𐌲𐌿𐌻𐌸#Gothic,figgragulþ,ɸɪŋɡraɣulθ,finger_ring,n,ɸɪŋɡraɣulθ,wͽŋɣͽɣͽ,"wͽŋɣͽɣͽ, wͽŋɣͽɣe, wͽŋɣȣ̈ɣͽ, wͽŋɣȣ̈ɣe, wͽŋkͽɣͽ, wͽŋkͽɣe, wͽŋkȣ̈ɣͽ, wͽŋkȣ̈ɣe, wȣ̈ŋɣͽɣͽ, wȣ̈ŋɣͽɣe, wȣ̈ŋɣȣ̈ɣͽ, wȣ̈ŋɣȣ̈ɣe, wȣ̈ŋkͽɣͽ, wȣ̈ŋkͽɣe, wȣ̈ŋkȣ̈ɣͽ, wȣ̈ŋkȣ̈ɣe, wiŋɣͽɣͽ, wiŋɣͽɣe, wiŋɣȣ̈ɣͽ, wiŋɣȣ̈ɣe, wiŋkͽɣͽ, wiŋkͽɣe, wiŋkȣ̈ɣͽ, wiŋkȣ̈ɣe"
𐍆𐌹𐌲𐌲𐍂𐍃,https://en.wiktionary.org/wiki/𐍆𐌹𐌲𐌲𐍂𐍃#Gothic,figgrs,ɸɪŋɡr̥s,finger,n,ɸɪŋɡr̥s,wͽŋɣͽrsͽ,"wͽŋɣͽrsͽ, wͽŋɣerse, wͽŋɣɑrsɑ, wͽŋkͽrsͽ, wͽŋkerse, wͽŋkɑrsɑ, wͽŋŋͽrsͽ, wͽŋŋerse, wͽŋŋɑrsɑ, wȣ̈ŋɣͽrsͽ, wȣ̈ŋɣerse, wȣ̈ŋɣɑrsɑ, wȣ̈ŋkͽrsͽ, wȣ̈ŋkerse, wȣ̈ŋkɑrsɑ, wȣ̈ŋŋͽrsͽ, wȣ̈ŋŋerse, wȣ̈ŋŋɑrsɑ, wiŋɣͽrsͽ, wiŋɣerse, wiŋɣɑrsɑ, wiŋkͽrsͽ, wiŋkerse, wiŋkɑrsɑ, wiŋŋͽrsͽ, wiŋŋerse, wiŋŋɑrsɑ"
𐍆𐌹𐌳𐌿𐍂-,https://en.wiktionary.org/wiki/𐍆𐌹𐌳𐌿𐍂-#Gothic,fidur-,ɸɪður,,r,ɸɪður,wͽðͽrw,"wͽðͽrw, wͽðͽrj, wͽðͽrk, wͽðȣrw, wͽðȣrj, wͽðȣrk, wͽðurw, wͽðurj, wͽðurk, wɑðͽrw, wɑðͽrj, wɑðͽrk, wɑðȣrw, wɑðȣrj, wɑðȣrk, wɑðurw, wɑðurj, wɑðurk, wuðͽrw, wuðͽrj, wuðͽrk, wuðȣrw, wuðȣrj, wuðȣrk, wuðurw, wuðurj, wuðurk"
𐍆𐌹𐌳𐌿𐍂𐌳𐍉𐌲𐍃,https://en.wiktionary.org/wiki/𐍆𐌹𐌳𐌿𐍂𐌳𐍉𐌲𐍃#Gothic,fidurdōgs,ɸɪðurdoɣs,"having_lasted_four_days, four_days_old",a,ɸɪðurdoɣs,wͽðͽrðͽ,"wͽðͽrðͽ, wͽðͽrðȣ, wͽðͽrtͽ, wͽðͽrtȣ, wͽðȣrðͽ, wͽðȣrðȣ, wͽðȣrtͽ, wͽðȣrtȣ, wɑðͽrðͽ, wɑðͽrðȣ, wɑðͽrtͽ, wɑðͽrtȣ, wɑðȣrðͽ, wɑðȣrðȣ, wɑðȣrtͽ, wɑðȣrtȣ, wuðͽrðͽ, wuðͽrðȣ, wuðͽrtͽ, wuðͽrtȣ, wuðȣrðͽ, wuðȣrðȣ, wuðȣrtͽ, wuðȣrtȣ"
𐍆𐌹𐌳𐌿𐍂𐌸𐌰,https://en.wiktionary.org/wiki/𐍆𐌹𐌳𐌿𐍂𐌸𐌰#Gothic,fidurþa,ɸɪðurθa,,r,ɸɪðurθa,wͽðͽrt͡ʃͽ,"wͽðͽrt͡ʃͽ, wͽðͽrt͡ʃȣ̈, wͽðͽrsͽ, wͽðͽrsȣ̈, wͽðert͡ʃͽ, wͽðert͡ʃȣ̈, wͽðersͽ, wͽðersȣ̈, wȣ̈ðͽrt͡ʃͽ, wȣ̈ðͽrt͡ʃȣ̈, wȣ̈ðͽrsͽ, wȣ̈ðͽrsȣ̈, wȣ̈ðert͡ʃͽ, wȣ̈ðert͡ʃȣ̈, wȣ̈ðersͽ, wȣ̈ðersȣ̈, wiðͽrt͡ʃͽ, wiðͽrt͡ʃȣ̈, wiðͽrsͽ, wiðͽrsȣ̈, wiðert͡ʃͽ, wiðert͡ʃȣ̈, wiðersͽ, wiðersȣ̈"
𐍆𐌹𐌳𐌿𐍂𐍂𐌰𐌲𐌹𐌽𐌾𐌰,https://en.wiktionary.org/wiki/𐍆𐌹𐌳𐌿𐍂𐍂𐌰𐌲𐌹𐌽𐌾𐌰#Gothic,fidurraginja,ɸɪðurraɣɪnja,tetrarch_or_tetrarchate,n,ɸɪðurraɣɪnja,wͽðɣͽnjͽ,"wͽðɣͽnjͽ, wͽðɣͽnjȣ̈, wͽðɣͽnjɑ, wͽðɣͽnjæ, wȣ̈ðɣȣ̈njͽ, wȣ̈ðɣȣ̈njȣ̈, wȣ̈ðɣȣ̈njɑ, wȣ̈ðɣȣ̈njæ, wiðɣinjͽ, wiðɣinjȣ̈, wiðɣinjɑ, wiðɣinjæ, weðɣenjͽ, weðɣenjȣ̈, weðɣenjɑ, weðɣenjæ, wjðɣjnjͽ, wjðɣjnjȣ̈, wjðɣjnjɑ, wjðɣjnjæ"
𐍆𐌹𐌳𐌿𐍂𐍆𐌰𐌻𐌸𐍃,https://en.wiktionary.org/wiki/𐍆𐌹𐌳𐌿𐍂𐍆𐌰𐌻𐌸𐍃#Gothic,fidurfalþs,ɸɪðurɸalθs,fourfold,a,ɸɪðurɸalθs,wͽðͽrwͽ,"wͽðͽrwͽ, wͽðͽrwȣ̈, wͽðͽrwɑ, wͽðerwͽ, wͽðerwȣ̈, wͽðerwɑ, wͽðærwͽ, wͽðærwȣ̈, wͽðærwɑ, wȣ̈ðͽrwͽ, wȣ̈ðͽrwȣ̈, wȣ̈ðͽrwɑ, wȣ̈ðerwͽ, wȣ̈ðerwȣ̈, wȣ̈ðerwɑ, wȣ̈ðærwͽ, wȣ̈ðærwȣ̈, wȣ̈ðærwɑ, wiðͽrwͽ, wiðͽrwȣ̈, wiðͽrwɑ, wiðerwͽ, wiðerwȣ̈, wiðerwɑ, wiðærwͽ, wiðærwȣ̈, wiðærwɑ"
𐍆𐌹𐌳𐍅𐍉𐍂,https://en.wiktionary.org/wiki/𐍆𐌹𐌳𐍅𐍉𐍂#Gothic,fidwōr,ɸɪðwor,four,r,ɸɪðwor,wͽðwͽrͽ,"wͽðwͽrͽ, wͽðwͽre, wͽðwͽrɑ, wͽðwȣrͽ, wͽðwȣre, wͽðwȣrɑ, wͽðworͽ, wͽðwore, wͽðworɑ, wɑðwͽrͽ, wɑðwͽre, wɑðwͽrɑ, wɑðwȣrͽ, wɑðwȣre, wɑðwȣrɑ, wɑðworͽ, wɑðwore, wɑðworɑ, wuðwͽrͽ, wuðwͽre, wuðwͽrɑ, wuðwȣrͽ, wuðwȣre, wuðwȣrɑ, wuðworͽ, wuðwore, wuðworɑ"
𐍆𐌹𐌳𐍅𐍉𐍂 𐌸𐌿𐍃𐌿𐌽𐌳𐌾𐍉𐍃,https://en.wiktionary.org/wiki/𐍆𐌹𐌳𐍅𐍉𐍂 𐌸𐌿𐍃𐌿𐌽𐌳𐌾𐍉𐍃#Gothic,fidwōr þusundjōs,ɸɪðworθusundjos,four_thousand,n,ɸɪðworθusundjos,wͽðwͽrt͡ʃͽ,"wͽðwͽrt͡ʃͽ, wͽðwͽrt͡ʃȣ, wͽðwͽrsͽ, wͽðwͽrsȣ, wͽðwȣrt͡ʃͽ, wͽðwȣrt͡ʃȣ, wͽðwȣrsͽ, wͽðwȣrsȣ, wɑðwͽrt͡ʃͽ, wɑðwͽrt͡ʃȣ, wɑðwͽrsͽ, wɑðwͽrsȣ, wɑðwȣrt͡ʃͽ, wɑðwȣrt͡ʃȣ, wɑðwȣrsͽ, wɑðwȣrsȣ, wuðwͽrt͡ʃͽ, wuðwͽrt͡ʃȣ, wuðwͽrsͽ, wuðwͽrsȣ, wuðwȣrt͡ʃͽ, wuðwȣrt͡ʃȣ, wuðwȣrsͽ, wuðwȣrsȣ"
𐍆𐌹𐌳𐍅𐍉𐍂 𐍄𐌹𐌲𐌾𐌿𐍃,https://en.wiktionary.org/wiki/𐍆𐌹𐌳𐍅𐍉𐍂 𐍄𐌹𐌲𐌾𐌿𐍃#Gothic,fidwōr tigjus,ɸɪðwortɪɣjus,forty,n,ɸɪðwortɪɣjus,wͽðwͽrtͽ,"wͽðwͽrtͽ, wͽðwertͽ, wͽðwærtͽ, wͽðwirtͽ, wȣ̈ðwͽrtȣ̈, wȣ̈ðwertȣ̈, wȣ̈ðwærtȣ̈, wȣ̈ðwirtȣ̈, wiðwͽrti, wiðwerti, wiðwærti, wiðwirti, weðwͽrte, weðwerte, weðwærte, weðwirte, wjðwͽrtj, wjðwertj, wjðwærtj, wjðwirtj"
𐍆𐌹𐌳𐍅𐍉𐍂𐍄𐌰𐌹𐌷𐌿𐌽,https://en.wiktionary.org/wiki/𐍆𐌹𐌳𐍅𐍉𐍂𐍄𐌰𐌹𐌷𐌿𐌽#Gothic,fidwōrtaihun,ɸɪðwortɛhun,fourteen,r,ɸɪðwortɛhun,wͽðwͽrtͽ,"wͽðwͽrtͽ, wͽðwͽrtȣ̈, wͽðwͽrte, wͽðwertͽ, wͽðwertȣ̈, wͽðwerte, wͽðwærtͽ, wͽðwærtȣ̈, wͽðwærte, wȣ̈ðwͽrtͽ, wȣ̈ðwͽrtȣ̈, wȣ̈ðwͽrte, wȣ̈ðwertͽ, wȣ̈ðwertȣ̈, wȣ̈ðwerte, wȣ̈ðwærtͽ, wȣ̈ðwærtȣ̈, wȣ̈ðwærte, wiðwͽrtͽ, wiðwͽrtȣ̈, wiðwͽrte, wiðwertͽ, wiðwertȣ̈, wiðwerte, wiðwærtͽ, wiðwærtȣ̈, wiðwærte"
𐍆𐌹𐌻𐌰𐌿𐍃,https://en.wiktionary.org/wiki/𐍆𐌹𐌻𐌰𐌿𐍃#Gothic,filaus,ɸɪlɔs,greatly,r,ɸɪlɔs,wͽlͽsw,"wͽlͽsw, wͽlͽsj, wͽlͽsk, wͽlȣsw, wͽlȣsj, wͽlȣsk, wͽlosw, wͽlosj, wͽlosk, wɑlͽsw, wɑlͽsj, wɑlͽsk, wɑlȣsw, wɑlȣsj, wɑlȣsk, wɑlosw, wɑlosj, wɑlosk, wulͽsw, wulͽsj, wulͽsk, wulȣsw, wulȣsj, wulȣsk, wulosw, wulosj, wulosk"
𐍆𐌹𐌻𐌴𐌲𐍂𐌹,https://en.wiktionary.org/wiki/𐍆𐌹𐌻𐌴𐌲𐍂𐌹#Gothic,filēgri,ɸɪleɣrɪ,Alternative_form_of_𐍆𐌹𐌻𐌹𐌲𐍂𐌹,n,ɸɪleɣrɪ,wͽlͽɣrͽ,"wͽlͽɣrͽ, wͽlȣ̈ɣrͽ, wͽleɣrͽ, wȣ̈lͽɣrȣ̈, wȣ̈lȣ̈ɣrȣ̈, wȣ̈leɣrȣ̈, wilͽɣri, wilȣ̈ɣri, wileɣri, welͽɣre, welȣ̈ɣre, weleɣre, wjlͽɣrj, wjlȣ̈ɣrj, wjleɣrj"
𐍆𐌹𐌻𐌷𐌰𐌽,https://en.wiktionary.org/wiki/𐍆𐌹𐌻𐌷𐌰𐌽#Gothic,filhan,ɸɪlhan,"conceal, cover_up",v,ɸɪlh,wͽlɣͽnͽ,"wͽlɣͽnͽ, wͽlɣͽne, wͽlɣȣ̈nͽ, wͽlɣȣ̈ne, wͽlkͽnͽ, wͽlkͽne, wͽlkȣ̈nͽ, wͽlkȣ̈ne, wȣ̈lɣͽnͽ, wȣ̈lɣͽne, wȣ̈lɣȣ̈nͽ, wȣ̈lɣȣ̈ne, wȣ̈lkͽnͽ, wȣ̈lkͽne, wȣ̈lkȣ̈nͽ, wȣ̈lkȣ̈ne, wilɣͽnͽ, wilɣͽne, wilɣȣ̈nͽ, wilɣȣ̈ne, wilkͽnͽ, wilkͽne, wilkȣ̈nͽ, wilkȣ̈ne"
𐍆𐌹𐌻𐌹𐌲𐍂𐌹,https://en.wiktionary.org/wiki/𐍆𐌹𐌻𐌹𐌲𐍂𐌹#Gothic,filigri,ɸɪlɪɣrɪ,den,n,ɸɪlɪɣrɪ,wͽlͽɣrͽ,"wͽlͽɣrͽ, wȣ̈lȣ̈ɣrȣ̈, wiliɣri, weleɣre, wjljɣrj"
𐍆𐌹𐌻𐌹𐍀𐍀𐌿𐍃,https://en.wiktionary.org/wiki/𐍆𐌹𐌻𐌹𐍀𐍀𐌿𐍃#Gothic,filippus,ɸɪlɪppus,"Philip, , Biblical_character",n,ɸɪlɪppus,wͽlͽppͽ,"wͽlͽppͽ, wͽlͽppe, wͽlͽppæ, wͽlͽppi, wȣ̈lȣ̈ppͽ, wȣ̈lȣ̈ppe, wȣ̈lȣ̈ppæ, wȣ̈lȣ̈ppi, wilippͽ, wilippe, wilippæ, wilippi, weleppͽ, weleppe, weleppæ, weleppi, wjljppͽ, wjljppe, wjljppæ, wjljppi"
𐍆𐌹𐌻𐌻𐌴𐌹𐌽𐍃,https://en.wiktionary.org/wiki/𐍆𐌹𐌻𐌻𐌴𐌹𐌽𐍃#Gothic,fillēins,ɸɪlleɪns,made_of_leather_or_skin,a,ɸɪlleɪns,wͽllͽwnͽ,"wͽllͽwnͽ, wͽllͽwne, wͽllͽjnͽ, wͽllͽjne, wͽllȣ̈wnͽ, wͽllȣ̈wne, wͽllȣ̈jnͽ, wͽllȣ̈jne, wȣ̈llͽwnͽ, wȣ̈llͽwne, wȣ̈llͽjnͽ, wȣ̈llͽjne, wȣ̈llȣ̈wnͽ, wȣ̈llȣ̈wne, wȣ̈llȣ̈jnͽ, wȣ̈llȣ̈jne, willͽwnͽ, willͽwne, willͽjnͽ, willͽjne, willȣ̈wnͽ, willȣ̈wne, willȣ̈jnͽ, willȣ̈jne"
𐍆𐌹𐌻𐌿,https://en.wiktionary.org/wiki/𐍆𐌹𐌻𐌿#Gothic,filu,ɸɪlu,"much, , lot",r,ɸɪlu,wͽlͽ,"wͽlͽ, wͽlȣ, wͽlu, wɑlͽ, wɑlȣ, wɑlu, wulͽ, wulȣ, wulu, wolͽ, wolȣ, wolu, wȣlͽ, wȣlȣ, wȣlu, wɤ,lͽ, wɤ,lȣ, wɤ,lu"
𐍆𐌹𐌻𐌿𐌲𐌰𐌻𐌰𐌿𐍆𐍃,https://en.wiktionary.org/wiki/𐍆𐌹𐌻𐌿𐌲𐌰𐌻𐌰𐌿𐍆𐍃#Gothic,filugalaufs,ɸɪluɣalɔɸs,very_costly,a,ɸɪluɣalɔɸs,wͽlɣͽlͽ,"wͽlɣͽlͽ, wͽlɣͽle, wͽlɣͽlæ, wͽlɣȣ̈lͽ, wͽlɣȣ̈le, wͽlɣȣ̈læ, wͽlɣɑlͽ, wͽlɣɑle, wͽlɣɑlæ, wȣ̈lɣͽlͽ, wȣ̈lɣͽle, wȣ̈lɣͽlæ, wȣ̈lɣȣ̈lͽ, wȣ̈lɣȣ̈le, wȣ̈lɣȣ̈læ, wȣ̈lɣɑlͽ, wȣ̈lɣɑle, wȣ̈lɣɑlæ, wilɣͽlͽ, wilɣͽle, wilɣͽlæ, wilɣȣ̈lͽ, wilɣȣ̈le, wilɣȣ̈læ, wilɣɑlͽ, wilɣɑle, wilɣɑlæ"
𐍆𐌹𐌻𐌿𐌳𐌴𐌹𐍃𐌴𐌹,https://en.wiktionary.org/wiki/𐍆𐌹𐌻𐌿𐌳𐌴𐌹𐍃𐌴𐌹#Gothic,filudēisēi,ɸɪluðeɪseɪ,"craftiness, wiliness",n,ɸɪluðeɪseɪ,wͽlðͽsͽ,"wͽlðͽsͽ, wȣ̈lðȣ̈sȣ̈, wilðisi, welðese, wjlðjsj"
