L2_orth,L2_latin,L2_en,L2_link,L2_ipa,L2_occurences,L2_certainty,L2_reconstructedness,L2_pos,hm1_strT_vhT_onlyF,hm20_strT_vhT_onlyF
𐌿𐌷𐍄𐍅𐍉,ūhtwō,"foredawn, dawn, daybreak",https://koeblergerhard.de/wikiling/?f=got&page=242,uhtwo,1,certain,form,"F., n",ͽɣtwͽ,"ͽɣtwͽ, ͽɣtwȣ, ͽɣtwo, ͽktwͽ, ͽktwȣ, ͽktwo, ͽjtwͽ, ͽjtwȣ, ͽjtwo, ȣɣtwͽ, ȣɣtwȣ, ȣɣtwo, ȣktwͽ, ȣktwȣ, ȣktwo, ȣjtwͽ, ȣjtwȣ, ȣjtwo, uɣtwͽ, uɣtwȣ, uɣtwo, uktwͽ, uktwȣ, uktwo, ujtwͽ, ujtwȣ, ujtwo"
𐌿𐌻𐌱𐌰𐌽𐌳𐌿𐍃,ulbandus,camel,https://koeblergerhard.de/wikiling/?f=got&page=243,ulbandus,3,certain,form,"F., M., nn",wͽlpͽnðͽ,"wͽlpͽnðͽ, wͽlpͽntͽ, wͽlpɑnðͽ, wͽlpɑntͽ, wͽlwͽnðͽ, wͽlwͽntͽ, wͽlwɑnðͽ, wͽlwɑntͽ, wȣlpͽnðȣ, wȣlpͽntȣ, wȣlpɑnðȣ, wȣlpɑntȣ, wȣlwͽnðȣ, wȣlwͽntȣ, wȣlwɑnðȣ, wȣlwɑntȣ, jͽlpͽnðͽ, jͽlpͽntͽ, jͽlpɑnðͽ, jͽlpɑntͽ, jͽlwͽnðͽ, jͽlwͽntͽ, jͽlwɑnðͽ, jͽlwɑntͽ, jȣlpͽnðȣ, jȣlpͽntȣ, jȣlpɑnðȣ, jȣlpɑntȣ, jȣlwͽnðȣ, jȣlwͽntȣ, jȣlwɑnðȣ, jȣlwɑntȣ"
𐌿𐌽,un,"un, non, a",https://koeblergerhard.de/wikiling/?f=got&page=243,un,0,certain,not_reconstructed,"V., v",ͽnͽ,"ͽnͽ, ͽne, ͽnɑ, ͽnæ, ͽnu, ͽno, ͽni, ȣnͽ, ȣne, ȣnɑ, ȣnæ, ȣnu, ȣno, ȣni, unͽ, une, unɑ, unæ, unu, uno, uni"
𐌿𐌽𐌰𐌲𐌰𐌽𐌳𐍃,unagands,"unfearing, unafraid, fearless",https://koeblergerhard.de/wikiling/?f=got&page=243,unaɣands,32,certain,not_reconstructed,"V., Adj., va",nͽɣͽðs,"nͽɣͽðs, nͽɣͽts, nȣ̈ɣȣ̈ðs, nȣ̈ɣȣ̈ts, nɑɣɑðs, nɑɣɑts, næɣæðs, næɣæts"
𐌿𐌽𐌰𐌲e𐌹,unagei,"fearlessness, unfearfulness, unafraidness",https://koeblergerhard.de/wikiling/?f=got&page=243,unaɣi,1,certain,form,"F., n",ͽnͽɣͽ,"ͽnͽɣͽ, ͽnͽɣȣ̈, ͽnͽɣi, ͽnȣ̈ɣͽ, ͽnȣ̈ɣȣ̈, ͽnȣ̈ɣi, ͽnɑɣͽ, ͽnɑɣȣ̈, ͽnɑɣi, enͽɣͽ, enͽɣȣ̈, enͽɣi, enȣ̈ɣͽ, enȣ̈ɣȣ̈, enȣ̈ɣi, enɑɣͽ, enɑɣȣ̈, enɑɣi, ænͽɣͽ, ænͽɣȣ̈, ænͽɣi, ænȣ̈ɣͽ, ænȣ̈ɣȣ̈, ænȣ̈ɣi, ænɑɣͽ, ænɑɣȣ̈, ænɑɣi"
𐌿𐌽𐌰𐌲𐍃,unags,fearless,https://koeblergerhard.de/wikiling/?f=got&page=243,unaɣs,0,uncertain,word,"Adj., a",wͽnͽɣs,"wͽnͽɣs, wͽnɑɣs, wͽnuɣs, wȣnͽɣs, wȣnɑɣs, wȣnuɣs, wunͽɣs, wunɑɣs, wunuɣs, jͽnͽɣs, jͽnɑɣs, jͽnuɣs, jȣnͽɣs, jȣnɑɣs, jȣnuɣs, junͽɣs, junɑɣs, junuɣs, kͽnͽɣs, kͽnɑɣs, kͽnuɣs, kȣnͽɣs, kȣnɑɣs, kȣnuɣs, kunͽɣs, kunɑɣs, kunuɣs"
𐌿𐌽𐌰𐌹𐍂𐌺𐌽𐍃,unaírkns,"impure, ungenuine, distorted, adulterated, corrupted, unholy",https://koeblergerhard.de/wikiling/?f=got&page=243,unɛrkn̥s,3,certain,form,"Adj., a",nͽrkͽnsͽ,"nͽrkͽnsͽ, nͽrkense, nͽrkɑnsɑ, nͽrkænsæ, nȣ̈rkͽnsͽ, nȣ̈rkense, nȣ̈rkɑnsɑ, nȣ̈rkænsæ, nerkͽnsͽ, nerkense, nerkɑnsɑ, nerkænsæ, nærkͽnsͽ, nærkense, nærkɑnsɑ, nærkænsæ, nɤrkͽnsͽ, nɤrkense, nɤrkɑnsɑ, nɤrkænsæ"
𐌿𐌽𐌰𐌹𐍅𐌹𐍃𐌺𐍃,unaiwisks,"blameless, without_shame, irreproachable, unshameful",https://koeblergerhard.de/wikiling/?f=got&page=243,unɛwɪsks,1,certain,form,"Adj., a",nͽwͽks,"nͽwͽks, nͽwȣ̈ks, nͽwiks, nͽweks, nȣ̈wͽks, nȣ̈wȣ̈ks, nȣ̈wiks, nȣ̈weks, newͽks, newȣ̈ks, newiks, neweks, næwͽks, næwȣ̈ks, næwiks, næweks, nɤwͽks, nɤwȣ̈ks, nɤwiks, nɤweks"
𐌿𐌽𐌰𐌽𐌰𐍃𐌹𐌿𐌽𐌹𐌱𐌰,unanasiuniba,"invisibly, unseeably",https://koeblergerhard.de/wikiling/?f=got&page=243,unanasɪunɪβa,1,certain,not_reconstructed,"Adv., r",nͽnsͽnwͽ,"nͽnsͽnwͽ, nͽnsenwͽ, nͽnsænwͽ, nͽnsinwͽ, nͽnsȣ̈nwͽ, nȣ̈nsͽnwȣ̈, nȣ̈nsenwȣ̈, nȣ̈nsænwȣ̈, nȣ̈nsinwȣ̈, nȣ̈nsȣ̈nwȣ̈, nɑnsͽnwɑ, nɑnsenwɑ, nɑnsænwɑ, nɑnsinwɑ, nɑnsȣ̈nwɑ, nænsͽnwæ, nænsenwæ, nænsænwæ, nænsinwæ, nænsȣ̈nwæ"
𐌿𐌽𐌰𐌽𐌰𐍃𐌹𐌿𐌽𐍃,unanasiuns,"invisible, unseeable",https://koeblergerhard.de/wikiling/?f=got&page=243,unanasɪuns,0,certain,form,"Adj., a",nͽnsͽwnͽ,"nͽnsͽwnͽ, nͽnsͽwne, nͽnsͽjnͽ, nͽnsͽjne, nͽnsȣ̈wnͽ, nͽnsȣ̈wne, nͽnsȣ̈jnͽ, nͽnsȣ̈jne, nȣ̈nsͽwnͽ, nȣ̈nsͽwne, nȣ̈nsͽjnͽ, nȣ̈nsͽjne, nȣ̈nsȣ̈wnͽ, nȣ̈nsȣ̈wne, nȣ̈nsȣ̈jnͽ, nȣ̈nsȣ̈jne, nɑnsͽwnͽ, nɑnsͽwne, nɑnsͽjnͽ, nɑnsͽjne, nɑnsȣ̈wnͽ, nɑnsȣ̈wne, nɑnsȣ̈jnͽ, nɑnsȣ̈jne"
𐌿𐌽𐌰𐌽𐌳𐌷𐌿𐌻𐌹𐌸𐍃,unandhuliþs,"not_uncovered, nonunveiled, unlifted",https://koeblergerhard.de/wikiling/?f=got&page=243,unandhulɪθs,1,certain,form,"V., Adj., va",nͽðɣͽlͽ,"nͽðɣͽlͽ, nͽðɣͽlȣ̈, nͽðɣelͽ, nͽðɣelȣ̈, nͽðkͽlͽ, nͽðkͽlȣ̈, nͽðkelͽ, nͽðkelȣ̈, nͽtɣͽlͽ, nͽtɣͽlȣ̈, nͽtɣelͽ, nͽtɣelȣ̈, nͽtkͽlͽ, nͽtkͽlȣ̈, nͽtkelͽ, nͽtkelȣ̈, nȣ̈ðɣͽlͽ, nȣ̈ðɣͽlȣ̈, nȣ̈ðɣelͽ, nȣ̈ðɣelȣ̈, nȣ̈ðkͽlͽ, nȣ̈ðkͽlȣ̈, nȣ̈ðkelͽ, nȣ̈ðkelȣ̈, nȣ̈tɣͽlͽ, nȣ̈tɣͽlȣ̈, nȣ̈tɣelͽ, nȣ̈tɣelȣ̈, nȣ̈tkͽlͽ, nȣ̈tkͽlȣ̈, nȣ̈tkelͽ, nȣ̈tkelȣ̈"
𐌿𐌽𐌰𐌽𐌳𐍃𐌰𐌺𐌰𐌽𐍃,unandsakans,"uncontroverted, undisputed",https://koeblergerhard.de/wikiling/?f=got&page=243,unandsakans,1,certain,form,"V., Adj., va",nͽðsͽkͽ,"nͽðsͽkͽ, nͽtsͽkͽ, nȣ̈ðsȣ̈kȣ̈, nȣ̈tsȣ̈kȣ̈, nɑðsɑkɑ, nɑtsɑkɑ, næðsækæ, nætsækæ"
𐌿𐌽𐌰𐌽𐌳𐍃𐍉𐌺𐍃,unandsōks,"indisputable, incontestable",https://koeblergerhard.de/wikiling/?f=got&page=243,unandsoks,1,certain,form,"Adj., a",nͽðsͽksͽ,"nͽðsͽksͽ, nͽðsͽkse, nͽðsȣksͽ, nͽðsȣkse, nͽtsͽksͽ, nͽtsͽkse, nͽtsȣksͽ, nͽtsȣkse, nɑðsͽksͽ, nɑðsͽkse, nɑðsȣksͽ, nɑðsȣkse, nɑtsͽksͽ, nɑtsͽkse, nɑtsȣksͽ, nɑtsȣkse, nuðsͽksͽ, nuðsͽkse, nuðsȣksͽ, nuðsȣkse, nutsͽksͽ, nutsͽkse, nutsȣksͽ, nutsȣkse"
𐌿𐌽𐌰𐍄𐌲𐌰𐌷𐍄𐍃,unatgāhts,"inaccessible, unapproachable",https://koeblergerhard.de/wikiling/?f=got&page=243,unatɡahts,1,certain,form,"Adj., a",nͽtɣͽɣtͽ,"nͽtɣͽɣtͽ, nͽtɣͽɣte, nͽtɣͽktͽ, nͽtɣͽkte, nͽtkͽɣtͽ, nͽtkͽɣte, nͽtkͽktͽ, nͽtkͽkte, nȣ̈tɣȣ̈ɣtͽ, nȣ̈tɣȣ̈ɣte, nȣ̈tɣȣ̈ktͽ, nȣ̈tɣȣ̈kte, nȣ̈tkȣ̈ɣtͽ, nȣ̈tkȣ̈ɣte, nȣ̈tkȣ̈ktͽ, nȣ̈tkȣ̈kte, nɑtɣɑɣtͽ, nɑtɣɑɣte, nɑtɣɑktͽ, nɑtɣɑkte, nɑtkɑɣtͽ, nɑtkɑɣte, nɑtkɑktͽ, nɑtkɑkte"
𐌿𐌽𐌱𐌰𐌹𐍂𐌰𐌽𐌳𐍃,unbaírands,"unbearing, nonbearing",https://koeblergerhard.de/wikiling/?f=got&page=243,unbɛrands,3,certain,form,"V., Adj., va",ͽnpͽrͽnͽ,"ͽnpͽrͽnͽ, ͽnpͽrȣ̈nͽ, ͽnpȣ̈rͽnͽ, ͽnpȣ̈rȣ̈nͽ, ͽnwͽrͽnͽ, ͽnwͽrȣ̈nͽ, ͽnwȣ̈rͽnͽ, ͽnwȣ̈rȣ̈nͽ, enpͽrͽne, enpͽrȣ̈ne, enpȣ̈rͽne, enpȣ̈rȣ̈ne, enwͽrͽne, enwͽrȣ̈ne, enwȣ̈rͽne, enwȣ̈rȣ̈ne, ænpͽrͽnæ, ænpͽrȣ̈næ, ænpȣ̈rͽnæ, ænpȣ̈rȣ̈næ, ænwͽrͽnæ, ænwͽrȣ̈næ, ænwȣ̈rͽnæ, ænwȣ̈rȣ̈næ"
𐌿𐌽𐌱𐌰𐍂𐌽𐌰𐌷𐍃,unbarnahs,"childless, without_children",https://koeblergerhard.de/wikiling/?f=got&page=243,unbarnahs,3,certain,not_reconstructed,"Adj., a",pͽrnͽɣsͽ,"pͽrnͽɣsͽ, pͽrnͽɣse, pͽrnͽksͽ, pͽrnͽkse, pȣ̈rnȣ̈ɣsͽ, pȣ̈rnȣ̈ɣse, pȣ̈rnȣ̈ksͽ, pȣ̈rnȣ̈kse, pɑrnɑɣsͽ, pɑrnɑɣse, pɑrnɑksͽ, pɑrnɑkse, wͽrnͽɣsͽ, wͽrnͽɣse, wͽrnͽksͽ, wͽrnͽkse, wȣ̈rnȣ̈ɣsͽ, wȣ̈rnȣ̈ɣse, wȣ̈rnȣ̈ksͽ, wȣ̈rnȣ̈kse, wɑrnɑɣsͽ, wɑrnɑɣse, wɑrnɑksͽ, wɑrnɑkse"
𐌿𐌽𐌱𐌰𐌿𐍂𐌰𐌽𐍃,unbaúrans,unborn,https://koeblergerhard.de/wikiling/?f=got&page=243,unbɔrans,1,certain,form,"V., Adj., va",ͽnpͽrͽnͽ,"ͽnpͽrͽnͽ, ͽnpͽrͽne, ͽnpͽrɑnͽ, ͽnpͽrɑne, ͽnpȣrͽnͽ, ͽnpȣrͽne, ͽnpȣrɑnͽ, ͽnpȣrɑne, ͽnwͽrͽnͽ, ͽnwͽrͽne, ͽnwͽrɑnͽ, ͽnwͽrɑne, ͽnwȣrͽnͽ, ͽnwȣrͽne, ͽnwȣrɑnͽ, ͽnwȣrɑne, ȣnpͽrͽnͽ, ȣnpͽrͽne, ȣnpͽrɑnͽ, ȣnpͽrɑne, ȣnpȣrͽnͽ, ȣnpȣrͽne, ȣnpȣrɑnͽ, ȣnpȣrɑne, ȣnwͽrͽnͽ, ȣnwͽrͽne, ȣnwͽrɑnͽ, ȣnwͽrɑne, ȣnwȣrͽnͽ, ȣnwȣrͽne, ȣnwȣrɑnͽ, ȣnwȣrɑne"
𐌿𐌽𐌱e𐌹𐍃𐍄e𐌹,unbeistei,"unleavenedness, unfermentedness",https://koeblergerhard.de/wikiling/?f=got&page=243,unbisti,1,certain,form,"F., n",wͽnpͽstͽ,"wͽnpͽstͽ, wͽnpȣ̈stȣ̈, wͽnwͽstͽ, wͽnwȣ̈stȣ̈, wenpͽstͽ, wenpȣ̈stȣ̈, wenwͽstͽ, wenwȣ̈stȣ̈, jͽnpͽstͽ, jͽnpȣ̈stȣ̈, jͽnwͽstͽ, jͽnwȣ̈stȣ̈, jenpͽstͽ, jenpȣ̈stȣ̈, jenwͽstͽ, jenwȣ̈stȣ̈, kͽnpͽstͽ, kͽnpȣ̈stȣ̈, kͽnwͽstͽ, kͽnwȣ̈stȣ̈, kenpͽstͽ, kenpȣ̈stȣ̈, kenwͽstͽ, kenwȣ̈stȣ̈"
𐌿𐌽𐌱e𐌹𐍃𐍄𐌾𐍉𐌸𐍃,unbeistjōþs,"unleavened, unfermented",https://koeblergerhard.de/wikiling/?f=got&page=244,unbistjoθs,1,certain,form,"V., Adj., va",pͽtjͽt͡ʃsͽ,"pͽtjͽt͡ʃsͽ, pͽtjͽt͡ʃse, pͽtjͽssͽ, pͽtjͽsse, pͽtjȣt͡ʃsͽ, pͽtjȣt͡ʃse, pͽtjȣssͽ, pͽtjȣsse, pɑtjͽt͡ʃsͽ, pɑtjͽt͡ʃse, pɑtjͽssͽ, pɑtjͽsse, pɑtjȣt͡ʃsͽ, pɑtjȣt͡ʃse, pɑtjȣssͽ, pɑtjȣsse, wͽtjͽt͡ʃsͽ, wͽtjͽt͡ʃse, wͽtjͽssͽ, wͽtjͽsse, wͽtjȣt͡ʃsͽ, wͽtjȣt͡ʃse, wͽtjȣssͽ, wͽtjȣsse, wɑtjͽt͡ʃsͽ, wɑtjͽt͡ʃse, wɑtjͽssͽ, wɑtjͽsse, wɑtjȣt͡ʃsͽ, wɑtjȣt͡ʃse, wɑtjȣssͽ, wɑtjȣsse"
𐌿𐌽𐌱𐌹𐌰𐍂𐌹,unbiari,"beast, wild_beast, brute, wild_animal",https://koeblergerhard.de/wikiling/?f=got&page=244,unbɪarɪ,1,certain,form,"N., n",ͽnpͽwͽrͽ,"ͽnpͽwͽrͽ, ͽnpͽwȣ̈rͽ, ͽnpͽjͽrͽ, ͽnpͽjȣ̈rͽ, ͽnpȣ̈wͽrȣ̈, ͽnpȣ̈wȣ̈rȣ̈, ͽnpȣ̈jͽrȣ̈, ͽnpȣ̈jȣ̈rȣ̈, ͽnwͽwͽrͽ, ͽnwͽwȣ̈rͽ, ͽnwͽjͽrͽ, ͽnwͽjȣ̈rͽ, ͽnwȣ̈wͽrȣ̈, ͽnwȣ̈wȣ̈rȣ̈, ͽnwȣ̈jͽrȣ̈, ͽnwȣ̈jȣ̈rȣ̈, enpͽwͽrͽ, enpͽwȣ̈rͽ, enpͽjͽrͽ, enpͽjȣ̈rͽ, enpȣ̈wͽrȣ̈, enpȣ̈wȣ̈rȣ̈, enpȣ̈jͽrȣ̈, enpȣ̈jȣ̈rȣ̈, enwͽwͽrͽ, enwͽwȣ̈rͽ, enwͽjͽrͽ, enwͽjȣ̈rͽ, enwȣ̈wͽrȣ̈, enwȣ̈wȣ̈rȣ̈, enwȣ̈jͽrȣ̈, enwȣ̈jȣ̈rȣ̈"
𐌿𐌽𐌱𐌹𐌻𐌰𐌹𐍃𐍄𐌹𐌸𐍃,unbilaistiþs,"untraced, unexplored, untrackable, unexplorable, inscrutable",https://koeblergerhard.de/wikiling/?f=got&page=244,unbɪlɛstɪθs,1,certain,form,"V., Adj., va",ͽnpͽlͽsͽ,"ͽnpͽlͽsͽ, ͽnpͽlȣ̈sͽ, ͽnpȣ̈lͽsȣ̈, ͽnpȣ̈lȣ̈sȣ̈, ͽnwͽlͽsͽ, ͽnwͽlȣ̈sͽ, ͽnwȣ̈lͽsȣ̈, ͽnwȣ̈lȣ̈sȣ̈, enpͽlͽsͽ, enpͽlȣ̈sͽ, enpȣ̈lͽsȣ̈, enpȣ̈lȣ̈sȣ̈, enwͽlͽsͽ, enwͽlȣ̈sͽ, enwȣ̈lͽsȣ̈, enwȣ̈lȣ̈sȣ̈, ænpͽlͽsͽ, ænpͽlȣ̈sͽ, ænpȣ̈lͽsȣ̈, ænpȣ̈lȣ̈sȣ̈, ænwͽlͽsͽ, ænwͽlȣ̈sͽ, ænwȣ̈lͽsȣ̈, ænwȣ̈lȣ̈sȣ̈"
𐌿𐌽𐌱𐌹𐌼𐌰𐌹𐍄,unbimait,"uncircumcision, foreskin",https://koeblergerhard.de/wikiling/?f=got&page=244,unbɪmɛt,1,certain,form,"N., n",ͽnpͽmͽtͽ,"ͽnpͽmͽtͽ, ͽnpͽmȣ̈tͽ, ͽnpȣ̈mͽtͽ, ͽnpȣ̈mȣ̈tͽ, ͽnwͽmͽtͽ, ͽnwͽmȣ̈tͽ, ͽnwȣ̈mͽtͽ, ͽnwȣ̈mȣ̈tͽ, enpͽmͽte, enpͽmȣ̈te, enpȣ̈mͽte, enpȣ̈mȣ̈te, enwͽmͽte, enwͽmȣ̈te, enwȣ̈mͽte, enwȣ̈mȣ̈te, ænpͽmͽtæ, ænpͽmȣ̈tæ, ænpȣ̈mͽtæ, ænpȣ̈mȣ̈tæ, ænwͽmͽtæ, ænwͽmȣ̈tæ, ænwȣ̈mͽtæ, ænwȣ̈mȣ̈tæ"
𐌿𐌽𐌱𐌹𐌼𐌰𐌹𐍄𐌰𐌽𐍃,unbimaitans,uncircumcised,https://koeblergerhard.de/wikiling/?f=got&page=244,unbɪmɛtans,1,certain,form,"V., Adj., va",ͽnpͽmͽtͽ,"ͽnpͽmͽtͽ, ͽnpͽmͽtȣ̈, ͽnpͽmȣ̈tͽ, ͽnpͽmȣ̈tȣ̈, ͽnpȣ̈mͽtͽ, ͽnpȣ̈mͽtȣ̈, ͽnpȣ̈mȣ̈tͽ, ͽnpȣ̈mȣ̈tȣ̈, ͽnwͽmͽtͽ, ͽnwͽmͽtȣ̈, ͽnwͽmȣ̈tͽ, ͽnwͽmȣ̈tȣ̈, ͽnwȣ̈mͽtͽ, ͽnwȣ̈mͽtȣ̈, ͽnwȣ̈mȣ̈tͽ, ͽnwȣ̈mȣ̈tȣ̈, enpͽmͽtͽ, enpͽmͽtȣ̈, enpͽmȣ̈tͽ, enpͽmȣ̈tȣ̈, enpȣ̈mͽtͽ, enpȣ̈mͽtȣ̈, enpȣ̈mȣ̈tͽ, enpȣ̈mȣ̈tȣ̈, enwͽmͽtͽ, enwͽmͽtȣ̈, enwͽmȣ̈tͽ, enwͽmȣ̈tȣ̈, enwȣ̈mͽtͽ, enwȣ̈mͽtȣ̈, enwȣ̈mȣ̈tͽ, enwȣ̈mȣ̈tȣ̈"
𐌿𐌽𐌱𐍂𐌿𐌺𐍃,unbrūks,"useless, needless, inutile",https://koeblergerhard.de/wikiling/?f=got&page=244,unbruks,2,certain,form,"Adj., a",wͽprͽksͽ,"wͽprͽksͽ, wͽprȣksͽ, wͽwrͽksͽ, wͽwrȣksͽ, weprͽkse, weprȣkse, wewrͽkse, wewrȣkse, jͽprͽksͽ, jͽprȣksͽ, jͽwrͽksͽ, jͽwrȣksͽ, jeprͽkse, jeprȣkse, jewrͽkse, jewrȣkse, kͽprͽksͽ, kͽprȣksͽ, kͽwrͽksͽ, kͽwrȣksͽ, keprͽkse, keprȣkse, kewrͽkse, kewrȣkse"
𐌿𐌽𐌳,und,"unto, all_the_way_to, up_to, down_to, until, till, throughout, away, off",https://koeblergerhard.de/wikiling/?f=got&page=244,und,67,certain,not_reconstructed,"Präp., V., rv",ͽnðͽ,"ͽnðͽ, ͽnðe, ͽnðɑ, ͽnðæ, ͽntͽ, ͽnte, ͽntɑ, ͽntæ, ȣnðͽ, ȣnðe, ȣnðɑ, ȣnðæ, ȣntͽ, ȣnte, ȣntɑ, ȣntæ, unðͽ, unðe, unðɑ, unðæ, untͽ, unte, untɑ, untæ"
𐌿𐌽𐌸𐌰,unþa,"unto, all_the_way_to, up_to, down_to, until, till, throughout, away, off",https://koeblergerhard.de/wikiling/?f=got&page=244,unθa,0,certain,not_reconstructed,"V., v",ͽnt͡ʃͽ,"ͽnt͡ʃͽ, ͽnt͡ʃɑ, ͽnt͡ʃu, ͽnsͽ, ͽnsɑ, ͽnsu, ͽntͽ, ͽntɑ, ͽntu, ȣnt͡ʃͽ, ȣnt͡ʃɑ, ȣnt͡ʃu, ȣnsͽ, ȣnsɑ, ȣnsu, ȣntͽ, ȣntɑ, ȣntu, unt͡ʃͽ, unt͡ʃɑ, unt͡ʃu, unsͽ, unsɑ, unsu, untͽ, untɑ, untu"
𐌿𐌽𐌳𐌰𐍂,undar,"under, underneath",https://koeblergerhard.de/wikiling/?f=got&page=244,undar,1,certain,not_reconstructed,"Präp., r",ͽnðͽrͽ,"ͽnðͽrͽ, ͽnðͽre, ͽnðɑrͽ, ͽnðɑre, ͽntͽrͽ, ͽntͽre, ͽntɑrͽ, ͽntɑre, ȣnðͽrͽ, ȣnðͽre, ȣnðɑrͽ, ȣnðɑre, ȣntͽrͽ, ȣntͽre, ȣntɑrͽ, ȣntɑre, unðͽrͽ, unðͽre, unðɑrͽ, unðɑre, untͽrͽ, untͽre, untɑrͽ, untɑre"
𐌿𐌽𐌳𐌰𐍂𐌹𐍃𐍄𐍃,undarists,"undermost, lowest, nethermost, interior, lower_parts",https://koeblergerhard.de/wikiling/?f=got&page=244,undarɪsts,1,certain,form,"Adj., Adj., aa",ͽnðͽrͽsͽ,"ͽnðͽrͽsͽ, ͽnðͽrȣ̈sͽ, ͽnðȣ̈rͽsͽ, ͽnðȣ̈rȣ̈sͽ, ͽntͽrͽsͽ, ͽntͽrȣ̈sͽ, ͽntȣ̈rͽsͽ, ͽntȣ̈rȣ̈sͽ, enðͽrͽse, enðͽrȣ̈se, enðȣ̈rͽse, enðȣ̈rȣ̈se, entͽrͽse, entͽrȣ̈se, entȣ̈rͽse, entȣ̈rȣ̈se, ænðͽrͽsæ, ænðͽrȣ̈sæ, ænðȣ̈rͽsæ, ænðȣ̈rȣ̈sæ, æntͽrͽsæ, æntͽrȣ̈sæ, æntȣ̈rͽsæ, æntȣ̈rȣ̈sæ"
𐌿𐌽𐌳𐌰𐍂𐌻e𐌹𐌾𐌰,undarleija,"lowliest_person, one_lowest_down, least",https://koeblergerhard.de/wikiling/?f=got&page=244,undarlija,1,certain,form,"M., n",ͽnðͽrͽjͽ,"ͽnðͽrͽjͽ, ͽnðͽrȣ̈jͽ, ͽnðȣ̈rͽjȣ̈, ͽnðȣ̈rȣ̈jȣ̈, ͽntͽrͽjͽ, ͽntͽrȣ̈jͽ, ͽntȣ̈rͽjȣ̈, ͽntȣ̈rȣ̈jȣ̈, enðͽrͽjͽ, enðͽrȣ̈jͽ, enðȣ̈rͽjȣ̈, enðȣ̈rȣ̈jȣ̈, entͽrͽjͽ, entͽrȣ̈jͽ, entȣ̈rͽjȣ̈, entȣ̈rȣ̈jȣ̈, ænðͽrͽjͽ, ænðͽrȣ̈jͽ, ænðȣ̈rͽjȣ̈, ænðȣ̈rȣ̈jȣ̈, æntͽrͽjͽ, æntͽrȣ̈jͽ, æntȣ̈rͽjȣ̈, æntȣ̈rȣ̈jȣ̈"
𐌿𐌽𐌳𐌰𐍂𐌻e𐌹𐍃,undarleis,"lowest_down, lowliest",https://koeblergerhard.de/wikiling/?f=got&page=244,undarlis,0,uncertain,word,"Adj., a",wͽnðͽrlͽ,"wͽnðͽrlͽ, wͽnðͽrlȣ̈, wͽnðȣ̈rlͽ, wͽnðȣ̈rlȣ̈, wͽntͽrlͽ, wͽntͽrlȣ̈, wͽntȣ̈rlͽ, wͽntȣ̈rlȣ̈, wenðͽrlͽ, wenðͽrlȣ̈, wenðȣ̈rlͽ, wenðȣ̈rlȣ̈, wentͽrlͽ, wentͽrlȣ̈, wentȣ̈rlͽ, wentȣ̈rlȣ̈, jͽnðͽrlͽ, jͽnðͽrlȣ̈, jͽnðȣ̈rlͽ, jͽnðȣ̈rlȣ̈, jͽntͽrlͽ, jͽntͽrlȣ̈, jͽntȣ̈rlͽ, jͽntȣ̈rlȣ̈, jenðͽrlͽ, jenðͽrlȣ̈, jenðȣ̈rlͽ, jenðȣ̈rlȣ̈, jentͽrlͽ, jentͽrlȣ̈, jentȣ̈rlͽ, jentȣ̈rlȣ̈"
𐌿𐌽𐌳𐌰𐍂𐍉,undarō,"under, beneath",https://koeblergerhard.de/wikiling/?f=got&page=244,undaro,2,certain,not_reconstructed,"Präp., r",ͽnðͽrͽ,"ͽnðͽrͽ, ͽnðͽrȣ, ͽnðɑrͽ, ͽnðɑrȣ, ͽntͽrͽ, ͽntͽrȣ, ͽntɑrͽ, ͽntɑrȣ, ȣnðͽrͽ, ȣnðͽrȣ, ȣnðɑrͽ, ȣnðɑrȣ, ȣntͽrͽ, ȣntͽrȣ, ȣntɑrͽ, ȣntɑrȣ, unðͽrͽ, unðͽrȣ, unðɑrͽ, unðɑrȣ, untͽrͽ, untͽrȣ, untɑrͽ, untɑrȣ"
𐌿𐌽𐌳𐌰𐌿𐍂𐌽𐌹𐌼𐌰𐍄𐍃,undaúrnimats,"midday_breakfast, noon_meal",https://koeblergerhard.de/wikiling/?f=got&page=244,undɔrnɪmats,1,certain,form,"M., n",ͽnðͽrͽmͽ,"ͽnðͽrͽmͽ, ͽnðͽrɑmɑ, ͽnðȣrͽmͽ, ͽnðȣrɑmɑ, ͽntͽrͽmͽ, ͽntͽrɑmɑ, ͽntȣrͽmͽ, ͽntȣrɑmɑ, ȣnðͽrͽmͽ, ȣnðͽrɑmɑ, ȣnðȣrͽmͽ, ȣnðȣrɑmɑ, ȣntͽrͽmͽ, ȣntͽrɑmɑ, ȣntȣrͽmͽ, ȣntȣrɑmɑ, unðͽrͽmͽ, unðͽrɑmɑ, unðȣrͽmͽ, unðȣrɑmɑ, untͽrͽmͽ, untͽrɑmɑ, untȣrͽmͽ, untȣrɑmɑ"
