hun_lemma,hun_year,info,info_en,disambiguated,hun_suffix,en_human,hun_en,orig,hun_orig_en,orig_tag,hun_pos,hun_ipa,regexroot
égisz,1774,1774,1774,égisz,,Aegis,Aegis,1. Latin jövevényszavak általában ,1. Latin newcomers in general,,n,eːɡis,s# not old/Gothic
fennkölt,1774,1774,1774,fennkölt,,"['large', 'lofty', 'lordly', 'sublime']","large, lofty, lordly, sublime",1. Tudatos szóalkotással létrejött szavak általában ,1. Words created by conscious word formation in general,,a,fɛnnkølt,"nnk, lt# not old/Gothic"
kecmereg,1774,1774,1774,kecmereg,,extricate ourselves,extricate_ourselves,1. Származékszavak ,1. Derivatives,,n,kɛt͡smɛrɛɡ,t͡sm not old/Gothic
klapec,1774,1774,1774,klapec,,klapec,klapec,c) Szlovák jövevényszavak ,c) Slovak newcomer words,,n,klɒpɛt͡s,"#kl, p, t͡s# not old/Gothic"
komód,1774,1774,1774,komód,,"['bureau', 'bureau, bureaux', 'chest of drawers', 'commode', 'drawers', 'dresser']","bureau, bureau, bureaux, chest_of_drawers, commode, drawers, dresser",1. Német jövevényszavak általában ,1. German newcomer words in general,,n,komoːd,^(j|m|s)?(k)(e|i|o|u|ɑ)(jm|lm|m)(e|i|o|u|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
kupak,1774,1774,1774,kupak,,"['bottle cap', 'bottle top', 'cap', 'dome', 'lid']","bottle_cap, bottle_top, cap, dome, lid",1. Származékszavak ?,1. Derivatives?,,n,kupɒk,p not old/Gothic
márga,1774,1774,1774,márga,,['marl'],marl,1. Latin jövevényszavak általában ,1. Latin newcomers in general,,n,maːrɡɒ,"rɡ, ɒ# not old/Gothic"
meglett,1774,1774,1774,meglett,,it is done,it_is_done,11. Jelentéselkülönüléssel keletkezett szavak ,11. Words formed by difference of meaning,,v,mɛɡlɛtt,ɡl not old/Gothic
nyurga,1774,1774,1774,nyurga,,"['lanky', 'overgrown', 'slab-muscled', 'slab-sided', 'spindly']","lanky, overgrown, slab-muscled, slab-sided, spindly",1. Származékszavak ?,1. Derivatives?,,a,ɲurɡɒ,"rɡ, ɒ# not old/Gothic"
sérv,1774,1774,1774,sérv,,['hernia'],hernia,1. Származékszavak ,1. Derivatives,,n,ʃeːrv,"#ʃ, rv# not old/Gothic"
siheder,1774,1774,1774,siheder,,youngster,youngster,,,,r,ʃihɛdɛr,"#ʃ, r# not old/Gothic"
stelázsi,1774,1774,1774,stelázsi,,"['tier stand', 'whatnot']","tier_stand, whatnot",4. Bajor jövevényszavak ,4. Bavarian newcomer words,,n,ʃtɛlaːʒi,"#ʃt, ʒ, i# not old/Gothic"
totyog,1774,1774,1774,totyog,,"['to dodder', 'to paddle', 'to toddle', 'to waddle']","dodder, paddle, toddle, waddle","1. Hangutánzó, hangfestő szavak ","1. Sound imitating, sound painting words",,a,tocoɡ,c not old/Gothic
unokabátya,1774,1774,1774,unokabátya,,['cousin'],cousin,13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,n,unokɒbaːcɒ,"k, c, ɒ# not old/Gothic"
zefír,1774,1774,1774,zefír1,,zephyr,zephyr,,,,a,zɛfiːr,"#z, f, r# not old/Gothic"
büdöske,1775,1775,1775,büdöske,,marigold,marigold,1. Származékszavak ,1. Derivatives,,n,bydøʃkɛ,ʃk not old/Gothic
cafka,1775,1775,1775,cafka,,"['floosie', 'floosy', 'floozie', 'floozy', 'slag']","floosie, floosy, floozie, floozy, slag","1. Hangutánzó, hangfestő szavak ?","1. Sound imitating, sound painting words?",,r,t͡sɒfkɒ,"#t͡s, fk, ɒ# not old/Gothic"
előítélet,1775,1775,1775,előítélet,,"['bias', 'preconceived idea', 'preconception', 'prejudice', 'stereotype']","bias, preconceived_idea, preconception, prejudice, stereotype",b) Német mintára keletkezett összetett szavak ,b) Compound words formed in German,,n,ɛløːiːteːlɛt,øi not old/Gothic
ördögszekér,1775,1775,1775,ördögszekér,,tumbleweed,tumbleweed,13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,a,ørdøɡsɛkeːr,"rd, ɡs, k, r# not old/Gothic"
vargabetű,1775,1775,1775,vargabetű,,['double'],double,13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,n,vɒrɡɒbɛtyː,"rɡ, y# not old/Gothic"
anyanyelv,1776,1776,1776,anyanyelv,,"['mother tongue', 'vernacular']","mother_tongue, vernacular",1. Tudatos szóalkotással létrejött szavak általában ,1. Words created by conscious word formation in general,,n,ɒɲɒɲɛlv,"ɲ, ɲ, lv# not old/Gothic"
biceg,1776,1776,1776,biceg,,"['to hitch', 'to hobble', 'to hop', 'to limp']","hitch, hobble, hop, limp","1. Hangutánzó, hangfestő szavak ","1. Sound imitating, sound painting words",,v,bit͡sɛɡ,t͡s not old/Gothic
klarinét,1776,1776,1776,klarinét,,['clarinet'],clarinet,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,klɒrineːt,#kl not old/Gothic
plüss,1776,1776,1776,plüss,,"['plush', 'shag']","plush, shag",1. Német jövevényszavak általában ,1. German newcomer words in general,,n,plyʃʃ,"#pl, ʃʃ# not old/Gothic"
retúr,1776,1776,1776,retúr,,return,return,2. Ausztriai német jövevényszav ,2. Austrian German newcomer word,,a,rɛtuːr,"#r, r# not old/Gothic"
tarokk,1776,1776,1776,tarokk,,tarot,tarot,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,r,tɒrokk,kk# not old/Gothic
példakép,17761821,1776–1821,1776–1821,példakép,,"['beau ideal', 'ideal', 'leading', 'mirror']","beau_ideal, ideal, leading, mirror",13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,n,peːldɒkeːp,"#p, ld, k not old/Gothic"
melléknév,1777,1777 u.,after 1777 ,melléknév,,['adjective'],adjective,1. Tudatos szóalkotással létrejött szavak általában ,1. Words created by conscious word formation in general,,n,mɛlleːkneːv,"kn, v# not old/Gothic"
ácsi,1777,1777,1777,ácsi,,Acs,Acs,,,,a,aːt͡ʃi,"#a, t͡ʃ, i# not old/Gothic"
csikló,1777,1777,1777,csikló,,['clitoris'],clitoris,9. Szófajváltással keletkezett szavak ,9. Words formed by word change,,n,t͡ʃikloː,"#t͡ʃ, kl not old/Gothic"
dünnyög,1777,1777,1777,dünnyög,,dünnyög,dünnyög,"1. Hangutánzó, hangfestő szavak ","1. Sound imitating, sound painting words",,v,dynɲøɡ,"#d, nɲ not old/Gothic"
frizura,1777,1777,1777,frizura,,"['clip', 'hair-do', 'hairdo', 'hairstyle', 'head of hair', 'headdress']","clip, hair-do, hairdo, hairstyle, head_of_hair, headdress",1. Német jövevényszavak általában ,1. German newcomer words in general,,n,frizurɒ,"#fr, ɒ# not old/Gothic"
langyos,1777,1777,1777,langyos,,"['lukewarm', 'poovey', 'poovy', 'tepid']","lukewarm, poovey, poovy, tepid",,,,a,lɒnɟoʃ,nɟ not old/Gothic
magánhangzó,1777,1777,1777,magánhangzó,,"['vocal', 'vowel']","vocal, vowel",b) Német mintára keletkezett összetett szavak ,b) Compound words formed in German,,n,mɒɡaːnhɒnɡzoː,"nh, nɡz not old/Gothic"
pagoda,1777,1777,1777,pagoda,,['pagoda'],pagoda,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,pɒɡodɒ,"#p, ɒ# not old/Gothic"
pittypalatty,1777,1777,1777,pittypalatty,,pittypalatty,pittypalatty,"1. Hangutánzó, hangfestő szavak ","1. Sound imitating, sound painting words",,v,pitcpɒlɒtc,"#p, tcp, tc# not old/Gothic"
részére,1777,1777,1777,részére,,for,for,9. Szófajváltással keletkezett szavak ,9. Words formed by word change,,n,reːseːrɛ,#r not old/Gothic
szilvórium,1777,1777,1777,szilvórium,,szilvórium,szilvórium,1. Tudatos szóalkotással létrejött szavak általában ,1. Words created by conscious word formation in general,,n,silvoːrium,"lv, iu, m# not old/Gothic"
szimatol,1777,1777,1777,szimatol,,"['to sniff', 'to snoop', 'to snoop around', 'to star-gaze']","sniff, snoop, snoop_around, star-gaze",1. Származékszavak ,1. Derivatives,,v,simɒtol,^(j|m|s)?(ʃʲ)(e|i|o|u|æ)(jm|lm|m)(e|o|u|ɑ)(kt|tk)(e|i|o|u|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
szörny,1777,1777,1777,szörny,,"['abnormality', 'monster', 'monstrosity']","abnormality, monster, monstrosity",4. Játékos szóalkotással létrejött szavak ,4. Words formed by playful word formation,,n,sørɲ,rɲ# not old/Gothic
uccu,1777,1777,1777,uccu,,uccu,uccu,1. Származékszavak ?,1. Derivatives?,,r,ut͡st͡su,"t͡st͡s, u# not old/Gothic"
utófájdalom,1777,1777,1777,utófájdalom,,utófájdalom,utófájdalom,b) Német mintára keletkezett összetett szavak ,b) Compound words formed in German,,v,utoːfaːjdɒlom,"f, jd, m# not old/Gothic"
vágány,1777,1777,1777,vágány,,"['gorge', 'platform', 'rails', 'road', 'track', 'tracks']","gorge, platform, rails, road, track, tracks",1. Származékszavak ,1. Derivatives,,n,vaːɡaːɲ,ɲ# not old/Gothic
visszhang,1777,1777,1777,visszhang,,"['echo', 'response', 'reverberations']","echo, response, reverberations",b) Német mintára keletkezett összetett szavak ,b) Compound words formed in German,,n,viʃshɒnɡ,"ʃsh, nɡ# not old/Gothic"
cink,17771783,1777–1783,1777–1783,cink,,['zinc'],zinc,1. Német jövevényszavak általában ,1. German newcomer words in general,,n,t͡sink,"#t͡s, nk# not old/Gothic"
platina,17771783,1777–1783,1777–1783,platina,,"['platinum', 'sinker']","platinum, sinker",E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,a,plɒtinɒ,"#pl, ɒ# not old/Gothic"
merev,1833,"1778  (?),  1833","1778  (?),   1833",merev,,"['angular', 'austere', 'cast-iron', 'ceremonious', 'hard and fast', 'rigid', 'starchy', 'stark', 'stiff', 'stubborn', 'tense', 'unbending', 'unyielding', 'wooden']","angular, austere, cast-iron, ceremonious, hard_and_fast, rigid, starchy, stark, stiff, stubborn, tense, unbending, unyielding, wooden",2. Tudatos szóelvonással keletkezett szavak ,2. Words formed by conscious word withdrawal,,a,mɛrɛv,v# not old/Gothic
ária,1778,1778,1778,ária,,['air'],air,1. Olasz (többnyire északolasz) jövevényszavak ,1. Italian (mostly Northern Italian) newcomer words,,n,aːriɒ,"#a, iɒ# not old/Gothic"
bókol,1778,1778,1778,bókol,,"['to bow', 'to compliment']","bow, compliment",1. Származékszavak ,1. Derivatives,,v,boːkol,k not old/Gothic
cement,1778,1778,1778,cement,,['cement'],cement,1. Német jövevényszavak általában ,1. German newcomer words in general,,n,t͡sɛmɛnt,"#t͡s, nt# not old/Gothic"
cikcakk,1778,1778,1778,cikcakk,,"['criss-cross', 'zigzag']","criss-cross, zigzag",1. Német jövevényszavak általában ,1. German newcomer words in general,,v,t͡sikt͡sɒkk,"#t͡s, kt͡s, kk# not old/Gothic"
felvonás,1778,1778,1778,felvonás,,"['act', 'hoist']","act, hoist",b) Német mintára keletkezett összetett szavak ,b) Compound words formed in German,,n,fɛlvonaːʃ,lv not old/Gothic
karaván,1778,1778,1778,karaván,,caravan,caravan,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,r,kɒrɒvaːn,^(j|m|s)?(k)(e|o|u|ɑ)(jr|r)(e|o|u|ɑ)(j|m|ð|ŋ)(u|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
máma,1778,1778,1778,máma,,Máma,Máma,13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,r,maːmɒ,ɒ# not old/Gothic
pete,1778,1778,1778,pete,,"['egg', 'ovum']","egg, ovum","12. Tulajdonnévi, személynévi eredetű szavak ?","12. Words of proper origin, personal name origin?",,n,pɛtɛ,#p not old/Gothic
rákfene,1778,1778,1778,rákfene,,plague spot,plague_spot,13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,n,raːkfɛnɛ,"#r, kf not old/Gothic"
sápítozik,1778,1778,1778,sápítozik,,sápítozik,sápítozik,1. Származékszavak ,1. Derivatives,,v,ʃaːpiːtozik,"#ʃ, p not old/Gothic"
szentjánoskenyér,1778,1778,1778,szentjánoskenyér,,"['locust', 'locust-beam', ""St. John's bread""]","locust, locust-beam, ""St._Johns_bread""",13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,n,sɛntjaːnoʃkɛɲeːr,"ntj, ʃk, ɲ, r# not old/Gothic"
szög,1778,1778,1778,szög2,,"['angle', 'bevel', 'corner', 'nail']","angle, bevel, corner, nail",10. Szóhasadással keletkezett szavak ,10. Words formed by cleavage,,n,søɡ,^(j|m|s)?(ʃʲ)(e|i|æ|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
bozontos,1779,1779 e.,before 1779 ,bozontos,,"['bushy', 'hirsute', 'ragged', 'shaggy', 'shock']","bushy, hirsute, ragged, shaggy, shock",10. Szóhasadással keletkezett szavak ,10. Words formed by cleavage,,a,bozontoʃ,nt not old/Gothic
kajtat,1779,1779 u.,after 1779 ,kajtat,,kajtat,kajtat,1. Származékszavak ,1. Derivatives,,v,kɒjtɒt,jt not old/Gothic
rosseb,1779,1779 u.,after 1779 ,rosseb,,hell,hell,13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,n,roʃʃɛb,"#r, ʃʃ, b# not old/Gothic"
hecc,1779,1779,1779,hecc,,"['bang', 'jape']","bang, jape",4. Bajor jövevényszavak ,4. Bavarian newcomer words,,n,hɛt͡st͡s,t͡st͡s# not old/Gothic
keletkezik,1779,1779,1779,keletkezik,,"['to arise, arose, arisen', 'to issue', 'to spring, sprang, sprung', 'to spring up', 'to start up']","arise, arose, arisen, issue, spring, sprang, sprung, spring_up, start_up",1. Származékszavak ,1. Derivatives,,v,kɛlɛtkɛzik,tk not old/Gothic
mállik,1779,1779,1779,mállik,,effloresces,effloresces,G) ISMERETLEN EREDETŰ SZAVAK ,G) WORDS OF UNKNOWN ORIGIN,,v,maːllik,^(j|m|s)?(m)(u|ɑ)(l|lk)(e|i|o|u|æ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
pocskol,1779,1779,1779,pocskol,,pocskol,pocskol,"1. Hangutánzó, hangfestő szavak ","1. Sound imitating, sound painting words",,n,pot͡ʃkol,"#p, t͡ʃk not old/Gothic"
pöfög,1779,1779,1779,pöfög,,"['to chuff', 'to chug']","chuff, chug",1. Származékszavak ,1. Derivatives,,v,pøføɡ,"#p, f not old/Gothic"
profán,1779,1779,1779,profán,,profane,profane,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,a,profaːn,"#pr, f not old/Gothic"
zúza,1779,1779,1779,zúza,,gizzard,gizzard,,,,n,zuːzɒ,"#z, ɒ# not old/Gothic"
cím,1780,1780 k.,ca. 1780 ,cím,,"['address', 'head', 'title']","address, head, title",4. Játékos szóalkotással létrejött szavak ,4. Words formed by playful word formation,,n,t͡siːm,"#t͡s, m# not old/Gothic"
fitymál,1780,1780 k.,ca. 1780 ,fitymál,,"['to despise', 'to disregard', 'to flout', 'to scout', 'to sneer']","despise, disregard, flout, scout, sneer",1. Származékszavak ?,1. Derivatives?,,v,ficmaːl,cm not old/Gothic
közlekedik,1780,1780 k.,ca. 1780 ,közlekedik,,"['to ply', 'to run, ran, run']","ply, run, ran, run",1. Tudatos szóalkotással létrejött szavak általában ,1. Words created by conscious word formation in general,,v,køzlɛkɛdik,"zl, k not old/Gothic"
mássalhangzó,1780,1780 k.,ca. 1780 ,mássalhangzó,,['consonant'],consonant,b) Latin mintára keletkezett összetétel ,(b) Composition on a Latin sample,,n,maːʃʃɒlhɒnɡzoː,"ʃʃ, lh, nɡz not old/Gothic"
vonat,1780,1780 k.,ca. 1780 ,vonat,,['train'],train,1. Tudatos szóalkotással létrejött szavak általában ,1. Words created by conscious word formation in general,,n,vonɒt,^(j|m|s)?(w)(e|i|o|u|ɑ)(n)(e|o|u|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
gyök,1780,1780 u.,after 1780 ,gyök,,"['heel', 'radical', 'residuum, residua', 'root']","heel, radical, residuum, residua, root",4. Játékos szóalkotással létrejött szavak ,4. Words formed by playful word formation,,n,ɟøk,#ɟ not old/Gothic
boksz,1780,1780,1780,boksz1,,"['booth', 'box', 'boxing', 'sabre', 'stall', 'traverse']","booth, box, boxing, sabre, stall, traverse",E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,boks,ks# not old/Gothic
eszkimó,1780,1780,1780,eszkimó,,['Eskimo'],Eskimo,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,ɛskimoː,sk not old/Gothic
felszín,1780,1780,1780,felszín,,"['area', 'face', 'level', 'periphery', 'surface', 'top', 'veneer']","area, face, level, periphery, surface, top, veneer",c) Latin mintára keletkezett származékszavak ,(c) Derivatives derived from the Latin pattern,,n,fɛlsiːn,ls not old/Gothic
fiáker,1780,1780,1780,fiáker,,fiacre,fiacre,2. Ausztriai német jövevényszav ,2. Austrian German newcomer word,,n,fiaːkɛr,"ia, k, r# not old/Gothic"
frankó,1780,1780,1780,frankó,,"['boss', 'hunky-dory', 'slick', 'spiffy', 'up front']","boss, hunky-dory, slick, spiffy, up_front",1. Német jövevényszavak általában ,1. German newcomer words in general,,a,frɒnkoː,"#fr, nk not old/Gothic"
gyöngytyúk,1780,1780,1780,gyöngytyúk,,guinea fowl,guinea_fowl,b) Német mintára keletkezett összetett szavak ,b) Compound words formed in German,,n,ɟønɟcuːk,"#ɟ, nɟc not old/Gothic"
kadarka,1780,1780,1780,kadarka,,kadarka,kadarka,"12. Tulajdonnévi, személynévi eredetű szavak ","12. Words of proper origin, personal names",,n,kɒdɒrkɒ,"rk, ɒ# not old/Gothic"
körülmény,1780,1780,1780,körülmény,,"['circumstantiality', 'condition', 'go']","circumstantiality, condition, go",1. Tudatos szóalkotással létrejött szavak általában ,1. Words created by conscious word formation in general,,n,kørylmeːɲ,"lm, ɲ# not old/Gothic"
melák,1780,1780,1780,melák,,"['hulk', 'slouch']","hulk, slouch","12. Tulajdonnévi, személynévi eredetű szavak ?","12. Words of proper origin, personal name origin?",,n,mɛlaːk,^(j|m|s)?(m)(e|o|æ)(l|lk|m|ð)(u|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
mukkan,1780,1780,1780,mukkan,,Mukka,Mukka,"1. Hangutánzó, hangfestő szavak ","1. Sound imitating, sound painting words",,n,mukkɒn,kk not old/Gothic
néger,1780,1780,1780,néger,,"['African', 'blacky', 'black', 'buffalo', 'coon', 'darkey', 'darkie', 'dark-skinned', 'Negro', 'negroe', 'nig', 'nigger', 'nig-nog', 'smoke']","African, blacky, black, buffalo, coon, darkey, darkie, dark-skinned, Negro, negroe, nig, nigger, nig-nog, smoke",1. Német jövevényszavak általában ,1. German newcomer words in general,,a,neːɡɛr,r# not old/Gothic
permetez,1780,1780,1780,permetez,,"['to haze', 'to sparge', 'to spray', 'to sprinkle']","haze, sparge, spray, sprinkle",1. Származékszavak ,1. Derivatives,,n,pɛrmɛtɛz,#p not old/Gothic
piszlicsáré,1780,1780,1780,piszlicsáré,,piszlicsáré,piszlicsáré,,,,a,pislit͡ʃaːreː,"#p, sl, t͡ʃ not old/Gothic"
pösze,1780,1780,1780,pösze,,lisping,lisping,"1. Hangutánzó, hangfestő szavak ","1. Sound imitating, sound painting words",,v,pøsɛ,#p not old/Gothic
sintér,1780,1780,1780,sintér,,"['flayer', 'skinner']","flayer, skinner",4. Bajor jövevényszavak ,4. Bavarian newcomer words,,r,ʃinteːr,"#ʃ, nt, r# not old/Gothic"
pelenka,1781,1781 e.,before 1781 ,pelenka,,"['diaper', 'didy', 'nappy']","diaper, didy, nappy",,,,n,pɛlɛnkɒ,"#p, nk, ɒ# not old/Gothic"
cseperedik,1781,1781,1781,cseperedik,,grows,grows,1. Származékszavak ,1. Derivatives,,v,t͡ʃɛpɛrɛdik,"#t͡ʃ, p not old/Gothic"
írmag,1781,1781,1781,írmag,,írmag,írmag,13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,a,iːrmɒɡ,^(j|m|s)?(i)(r)(e|o|u|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
jé,1781,1781,1781,jé,,gee,gee,F) VITATOTT EREDETŰ SZAVAK ,F) WORDS OF DISPUTED ORIGIN,,r,jeː,^(j|m|s)?(j)(æ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
pimasz,1781,1781,1781,pimasz,,"['barefaced', 'brash', 'brassy', 'brazen', 'brazen-faced', 'cheeky', 'cocky', 'forward', 'hubristic', 'impertinent', 'impudent', 'nervy', 'sassy', 'saucy']","barefaced, brash, brassy, brazen, brazen-faced, cheeky, cocky, forward, hubristic, impertinent, impudent, nervy, sassy, saucy",,,,a,pimɒs,"#p, s# not old/Gothic"
sirokkó,1781,1781,1781,sirokkó,,sirocco,sirocco,1. Olasz (többnyire északolasz) jövevényszavak ,1. Italian (mostly Northern Italian) newcomer words,,n,ʃirokkoː,"#ʃ, kk not old/Gothic"
sóder,1781,1781,1781,sóder,,"['gravel', 'shit']","gravel, shit",4. Bajor jövevényszavak ,4. Bavarian newcomer words,,a,ʃoːdɛr,"#ʃ, r# not old/Gothic"
balek,1782,1782,1782,balek,,"['angel', 'dupe', 'gull', 'lamb', 'muff', 'mug', 'muggins', 'pigeon', 'sap', 'simp', 'softie', 'softy', 'sucker']","angel, dupe, gull, lamb, muff, mug, muggins, pigeon, sap, simp, softie, softy, sucker",,,,n,bɒlɛk,^(j|m|s)?(p)(e|o|u|ɑ)(l|lk|m|ð)(e|o|æ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
burgundi,1782,1782,1782,burgundi,,['Burgundian'],Burgundian,1. Tudatos szóalkotással létrejött szavak általában ,1. Words created by conscious word formation in general,,a,burɡundi,"rɡ, nd, i# not old/Gothic"
császármetszés,1782,1782,1782,császármetszés,,"['caesarean operation', 'caesarean section']","caesarean_operation, caesarean_section",b) Német mintára keletkezett összetett szavak ,b) Compound words formed in German,,n,t͡ʃaːsaːrmɛtseːʃ,"#t͡ʃ, ts not old/Gothic"
csücsök,1782,1782,1782,csücsök,,cusps,cusps,1. Származékszavak ,1. Derivatives,,n,t͡ʃyt͡ʃøk,"#t͡ʃ, t͡ʃ not old/Gothic"
dehonesztál,1782,1782,1782,dehonesztál,,dehonesztál,dehonesztál,1. Latin jövevényszavak általában ,1. Latin newcomers in general,,a,dɛhonɛstaːl,"#d, st not old/Gothic"
dobhártya,1782,1782,1782,dobhártya,,"['drum-head', 'eardrum', 'tympan', 'tympanic membrane', 'tympanum, tympana']","drum-head, eardrum, tympan, tympanic_membrane, tympanum, tympana",b) Latin mintára keletkezett összetétel ,(b) Composition on a Latin sample,,n,dobhaːrcɒ,"#d, bh, rc, ɒ# not old/Gothic"
kádencia,1782,1782,1782,kádencia,,cadence,cadence,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,kaːdɛnt͡siɒ,"nt͡s, iɒ# not old/Gothic"
kaffog,1782,1782,1782,kaffog,,kaffog,kaffog,"1. Hangutánzó, hangfestő szavak ","1. Sound imitating, sound painting words",,n,kɒffoɡ,ff not old/Gothic
