word,year,info,disambiguated,suffix,en,orig,pos_hun,wordipa
mamlasz,1803,1803,mamlasz,,"['featherbrain', 'fumbler', 'goose, geese', 'muff', 'numb-skull', 'numskull', 'oaf', 'simple Sammy', 'simpleton', 'softie', 'softy', 'spoon', 'tomfool', 'wimpy']",c) Szlovák jövevényszavak ,n,mɒmlɒs
mócsing,1803,1803,mócsing,,,,r,moːt͡ʃinɡ
módszer,1803,1803,módszer,,"['manner', 'method', 'modus, modi', 'way']",,n,moːdsɛr
monológ,1803,1803,monológ,,"['monolog', 'monologue', 'soliloquy']",E) NEMZETKÖZI SZAVAK ,n,monoloːɡ
ődöng,1803,1803,ődöng,,"['to maroon', 'to saunter along', 'to saunter']",,r,øːdønɡ
őrmester,1803,1803,őrmester,,"['mess sergeant', 'sergeant']",,n,øːrmɛʃtɛr
poén,1803,1803,poén,,"['point', 'yuck', 'yuk']",1. Olasz (többnyire északolasz) jövevényszavak ,n,poeːn
suvaszt,1803,1803,suvaszt,,,1. Származékszavak ,n,ʃuvɒst
ténsúr,1803,1803,ténsúr,,,13. Szóösszetétellel keletkezett szavak ,v,teːnʃuːr
turcsi,1803,1803,turcsi,,,,r,turt͡ʃi
virsli,1803,1803,virsli,,"['frankfurter', 'hot dog', 'Vienna sausage', 'weenie']",2. Ausztriai német jövevényszav ,n,virʃli
zsurló,1803,1803,zsurló,,,,n,ʒurloː
amputál,1804,1804,amputál,,['to amputate'],,n,ɒmputaːl
ármány,1804,1804,ármány,,['intrigue'],,r,aːrmaːɲ
ász,1804,1804,ász,,"['ace', 'hot']",,n,aːs
fakír,1804,1804,fakír,,['fakir'],,n,fɒkiːr
fém,1804,1804,fém,,['metal'],,r,feːm
fríg,1804,1804,fríg,,,,a,friːɡ
galvanizál,1804,1804,galvanizál,,"['to electrodeposit', 'to electroplate', 'to galvanize', 'to plate']",,n,ɡɒlvɒnizaːl
hírforrás,1804,1804,hírforrás,,,,n,hiːrforraːʃ
komótos,1804,1804,komótos,,"['leisurely', 'unhurried']",,a,komoːtoʃ
krém,1804,1804,krém,,"['cream', 'paste']",,n,kreːm
krokodilkönnyek,1804,1804,krokodilkönnyek,,,a) Nemzetközi mintára keletkezett összetétel általában ,n,krokodilkønɲɛk
kuporgat,1804,1804,kuporgat,,,1. Származékszavak ,n,kuporɡɒt
letargia,1804,1804,letargia,,['lethargy'],1. Latin jövevényszavak általában ,n,lɛtɒrɡiɒ
magány,1804,1804,magány,,"['privacy', 'seclusion', 'sequestration', 'solitude', 'solitariness']",,n,mɒɡaːɲ
naplopó,1804,1804,naplopó,,"['beach-comber', 'gadabout', 'idler', 'lounger', 'skiver', 'slug']",b) Német mintára keletkezett összetett szavak ,v,nɒplopoː
prűd,1804,1804,prűd,,"['to be easily shocked', 'billet', 'prim', 'prude']",,a,pryːd
rima,1804,1804,rima,,,,n,rimɒ
vesszőfutás,1804,1804,vesszőfutás,,,b) Német mintára keletkezett összetett szavak ,n,vɛʃsøːfutaːʃ
zsúfol,1804,1804,zsúfol,,"['to compress', 'to cram', 'to huddle together', 'to jam', 'to pack', 'to stuff']",1. Származékszavak ,a,ʒuːfol
brokkoli,1805,1805,brokkoli,,"['broccoli', 'brocoli']",,r,brokkoli
édeleg,1805,1805,édeleg,,,,a,eːdɛlɛɡ
egyetem,1805,1805,egyetem,,"['campus', 'college', 'institute', 'school', 'seat of learning', 'university']",4. Játékos szóalkotással létrejött szavak ,n,ɛɟɛtɛm
emberfajta,1805,1805,emberfajta,,,,n,ɛmbɛrfɒjtɒ
eseng,1805,1805,eseng,,,,v,ɛʃɛnɡ
kupaktanács,1805,1805,kupaktanács,,,13. Szóösszetétellel keletkezett szavak ,n,kupɒktɒnaːt͡ʃ
mítosz,1805,1805,mítosz,,"['fable', 'myth']",E) NEMZETKÖZI SZAVAK ,n,miːtos
muszáj,1805,1805,muszáj,,"['got to', 'have got to', 'must', 'ought']",1. Német jövevényszavak általában ,a,musaːj
ormány,1805,1805,ormány,,"['proboscis', 'proboscis, proboscides', 'snozzle', 'trunk']",,n,ormaːɲ
plafon,1805,1805,plafon,,['ceiling'],1. Német jövevényszavak általában ,n,plɒfon
szegül,1805,1805,szegül,,,,a,sɛɡyl
vesszőparipa,1805,1805,vesszőparipa,,"['fad', 'hobbyhorse', 'whim', 'whimsy']",b) Német mintára keletkezett összetett szavak ,a,vɛʃsøːpɒripɒ
vinyetta,1805,1805,vinyetta,,,E) NEMZETKÖZI SZAVAK ,n,viɲɛttɒ
viszony,1805,1805,viszony,,"['liaison', 'love-affair', 'proportion', 'rapport', 'relation']",,n,visoɲ
zsargon,1805,1805,zsargon,,"['jargon', 'lingo']",E) NEMZETKÖZI SZAVAK ,n,ʒɒrɡon
anyakönyv,1806,1806,anyakönyv,,"['parish register', 'register']",,n,ɒɲɒkøɲv
bombaszt,1806,1806,bombaszt,,,1. Német jövevényszavak általában ,n,bombɒst
csücsörít,1806,1806,csücsörít,,,,a,t͡ʃyt͡ʃøriːt
egzotikus,1806,1806,egzotikus,,['exotic'],,a,ɛɡzotikuʃ
egyke,1806,1806,egyke,,['only child'],,a,ɛɟkɛ
eksztázis,1806,1806,eksztázis,,"['ecstasy', 'rhapsody']",1. Latin jövevényszavak általában ,n,ɛkstaːziʃ
fixíroz,1806,1806,fixíroz,,['to ogle'],,n,fiksiːroz
fókusz,1806,1806,fókusz,,['focuse'],1. Latin jövevényszavak általában ,n,foːkus
formátum,1806,1806,formátum,,"['caliber', 'calibre', 'format', 'size', 'stature']",E) NEMZETKÖZI SZAVAK ,n,formaːtum
frász,1806,1806,frász,,['slosh'],,n,fraːs
irka,1806,1806,irka,,['exercise book'],,n,irkɒ
jótékony,1806,1806,jótékony,,"['beneficent', 'beneficial', 'benevolent', 'bounteous', 'bountiful', 'charitable']",1. Tudatos szóalkotással létrejött szavak általában ,a,joːteːkoɲ
kaszt,1806,1806,kaszt,,['caste'],,n,kɒst
kelet,1806,1806,kelet3,,"['date', 'dawning', 'east', 'orient']",,n,kɛlɛt
kompromittál,1806,1806,kompromittál,,['to compromise'],,a,kompromittaːl
kórház,1806,1806,kórház,,"['hospital', 'infirmary']",,n,koːrhaːz
korvett,1806,1806,korvett,,,,n,korvɛtt
krizantém,1806,1806,krizantém,,['chrysanthemum'],1. Latin jövevényszavak általában ,n,krizɒnteːm
meteorológia,1806,1806,meteorológia,,,,n,mɛtɛoroloːɡiɒ
monoton,1806,1806,monoton,,"['monotonic', 'monotonous', 'sing-song', 'singsong']",E) NEMZETKÖZI SZAVAK ,a,monoton
műszó,1806,1806,műszó,,"['technical term', 'technicality']",b) Német mintára keletkezett összetett szavak ,n,myːsoː
nyanya,1806,1806,nyanya,,,4. Játékos szóalkotással létrejött szavak ,n,ɲɒɲɒ
ön,1806,1806,ön1,,,,r,øn
párbaj,1806,1806,párbaj,,"['duel', 'encounter', 'fray', 'single combat']",,n,paːrbɒj
proletár,1806,1806,proletár,,['bronze wing'],,a,prolɛtaːr
radíroz,1806,1806,radíroz,,,1. Német jövevényszavak általában ,a,rɒdiːroz
szarkofág,1806,1806,szarkofág,,['sarcophagus'],,n,sɒrkofaːɡ
szaval,1806,1806,szaval,,"['to declaim', 'to recite']",,v,sɒvɒl
szentimentális,1806,1806,szentimentális,,"['namby-pamby', 'sentimental', 'sickly', 'sloppy']",E) NEMZETKÖZI SZAVAK ,a,sɛntimɛntaːliʃ
terasz,1806,1806,terasz,,"['bench', 'platform', 'terrace']",1. Olasz (többnyire északolasz) jövevényszavak ,n,tɛrɒs
torna,1806,1806,torna,,"['gym', 'gymnastics', 'physical exercises', 'physical training']",1. Tudatos szóalkotással létrejött szavak általában ,n,tornɒ
túlpart,1806,1806,túlpart,,,,n,tuːlpɒrt
vijjog,1806,1806,vijjog,,"['to scream', 'to squawk']","1. Hangutánzó, hangfestő szavak ",v,vijjoɡ
villa,1806,1806,villa2,,"['fork', 'villa']",,n,villɒ
zsarnok,1806,1806,zsarnok,,"['bully', 'despot', 'oppressor', 'tyrant']",,n,ʒɒrnok
gép,1807,1807 e.,gép,,"['appliance', 'engine', 'machine']",1. Származékszavak ,n,ɡeːp
látcső,1807,1807,látcső,,,,n,laːtt͡ʃøː
asztrakán,1807,1807,asztrakán,,,,n,ɒstrɒkaːn
császkál,1807,1807,császkál,,"['to saunter along', 'to saunter']",,v,t͡ʃaːskaːl
defekt,1807,1807,defekt,,"['break-down', 'breakdown', 'puncture']",1. Német jövevényszavak általában ,n,dɛfɛkt
égöv,1807,1807,égöv,,['zone'],,n,eːɡøv
gitt,1807,1807,gitt,,['putty'],,n,ɡitt
gumó,1807,1807,gumó,,"['bulb', 'root', 'tuber']",1. Származékszavak ,n,ɡumoː
hasonmás,1807,1807,hasonmás,,"['alter ego', 'counterpart', 'double', 'facsimile', 'image', 'like']",,a,hɒʃonmaːʃ
hőmérő,1807,1807,hőmérő,,['thermometer'],,n,høːmeːrøː
hurrá,1807,1807,hurrá,,['cheer'],,n,hurraː
intendáns,1807,1807,intendáns,,,E) NEMZETKÖZI SZAVAK ,n,intɛndaːnʃ
javadalom,1807,1807,javadalom,,,4. Tudatos szóalkotással létrejött származékszavak ,n,jɒvɒdɒlom
kartell,1807,1807,kartell,,"['combine', 'ring']",1. Német jövevényszavak általában ,n,kɒrtɛll
keshedt,1807,1807,keshedt,,['seedy'],,a,kɛʃhɛdt
királydinnye,1807,1807,királydinnye,,,13. Szóösszetétellel keletkezett szavak ,a,kiraːjdinɲɛ
kismama,1807,1807,kismama,,,13. Szóösszetétellel keletkezett szavak ,n,kiʃmɒmɒ
közöny,1807,1807,közöny,,"['deadness', 'detachment', 'ennui', 'frigidity', 'indifference', 'insensitivity', 'languidity', 'lethargy', 'phlegm', 'stolidity', 'unconcern']",,n,køzøɲ
közvetve,1807,1807,közvetve,,"['by implication', 'indirectly', 'mediately']",,a,køzvɛtvɛ
leffentyű,1807,1807,leffentyű,,['flap'],,r,lɛffɛncyː
libatop,1807,1807,libatop,,,b) Latin mintára keletkezett összetétel ,n,libɒtop
moholy,1807,1807,moholy,,,,n,mohoj
müge,1807,1807,müge,,,,n,myɡɛ
napló,1807,1807,napló,,"['blotter', 'log']",,n,nɒploː
nimbusz,1807,1807,nimbusz,,['halo'],,n,nimbus
növény,1807,1807,növény,,['plant'],,n,nøveːɲ
óvatos,1807,1807,óvatos,,"['alert', 'aware', 'cagey', 'cautious', 'chary', 'circumspect', 'conservative', 'discreet', 'guarded', 'heedful', 'stealthy', 'wary', 'watchful']",,a,oːvɒtoʃ
papundekli,1807,1807,papundekli,,,,a,pɒpundɛkli
pirkad,1807,1807,pirkad,,['to dawn'],1. Származékszavak ,v,pirkɒd
roletta,1807,1807,roletta,,['shade'],4. Bajor jövevényszavak ,v,rolɛttɒ
rovat,1807,1807,rovat,,"['head', 'heading']",,n,rovɒt
szerel,1807,1807,szerel,,['to collar'],,v,sɛrɛl
szexuális,1807,1807,szexuális,,"['erotic', 'sexual']",,a,sɛksuaːliʃ
tinóru,1807,1807,tinóru,,,6. Jelentéstapadással létrejött szavak ,n,tinoːru
válfaj,1807,1807,válfaj,,['kind'],13. Szóösszetétellel keletkezett szavak ,a,vaːlfɒj
zuzmó,1807,1807,zuzmó,,['lichen'],1. Tudatos szóalkotással létrejött szavak általában ,n,zuzmoː
lebuj,1838,"1808 tn.,1838",lebuj,,"['dive', 'honky-tonk', 'hovel', 'jerry', 'jerry-shop', 'joint', 'jook-juke joint', 'shebang']",,n,lɛbuj
am,1808,1808,-am/-em,+,,,r,ɒm
em,1808,1808,-am/-em,+,,,r,ɛm
bajadér,1808,1808,bajadér,,,E) NEMZETKÖZI SZAVAK ,n,bɒjɒdeːr
baptista,1808,1808,baptista,,"['Baptist', 'baptist']",E) NEMZETKÖZI SZAVAK ,a,bɒptiʃtɒ
batár,1808,1808,batár,,,,n,bɒtaːr
brillíroz,1808,1808,brillíroz,,,1. Német jövevényszavak általában ,a,brilliːroz
csócsál,1808,1808,csócsál,,,"1. Hangutánzó, hangfestő szavak ",n,t͡ʃoːt͡ʃaːl
csökönyös,1808,1808,csökönyös,,"['balky', 'bull-headed', 'fractious', 'obstinate', 'ornery', 'perverse', 'pigheaded', 'restive', 'rusty', 'stubborn', 'wayward']",,v,t͡ʃøkøɲøʃ
egyensúly,1808,1808,egyensúly,,"['balance', 'equal poise', 'equilibrium', 'even poise', 'just poise', 'poise']",,n,ɛɟɛnʃuːj
elem,1808,1808,elem,,"['battery', 'cell', 'element', 'elementary body', 'simple body']",2. Tudatos szóelvonással keletkezett szavak ,n,ɛlɛm
fegyház,1808,1808,fegyház,,"['big house', 'gaol', 'penitentiary', 'zoo']",b) Német mintára keletkezett összetett szavak ,a,fɛɟhaːz
fekhely,1808,1808,fekhely,,"['bed', 'berth', 'doss']",,n,fɛkhɛj
fuccs,1808,1808,fuccs,,['phut'],,v,fut͡st͡ʃ
hanyag,1808,1808,hanyag,,"['derelict', 'forgetful', 'inattentive', 'indolent', 'insouciant', 'lax', 'neglectful', 'negligent', 'nonchalant', 'oblivious', 'perfunctory', 'reckless', 'slack', 'slipshod', 'sloppy', 'slothful', 'slow', 'slubberer', 'unheeding', 'unmindful']",,a,hɒɲɒɡ
hetéra,1808,1808,hetéra,,,,n,hɛteːrɒ
hűbelebalázs,1808,1808,hűbelebalázs,,"['giddy pate', 'giddy-head']",,n,hyːbɛlɛbɒlaːʒ
ikon,1808,1808,ikon,,['icon'],,n,ikon
kobra,1808,1808,kobra,,"['cobra', 'cobra de capello']",,n,kobrɒ
kordé,1808,1808,kordé,,"['cart', 'trap']",,n,kordeː
lángész,1808,1808,lángész,,,,n,laːnɡeːs
lucaszéke,1808,1808,lucaszéke,,,,n,lut͡sɒseːkɛ
maláj,1808,1808,maláj,,,,a,mɒlaːj
mellső,1808,1808,mellső,,['front'],,a,mɛllʃøː
milliomos,1808,1808,milliomos,,"['he is worth a million', 'millionaire']",,n,milliomoʃ
mimika,1808,1808,mimika,,['mimicry'],E) NEMZETKÖZI SZAVAK ,n,mimikɒ
nívó,1808,1808,nívó,,"['bench', 'plane', 'standard']",,n,niːvoː
nyekken,1808,1808,nyekken,,,,v,ɲɛkkɛn
nyúlszáj,1808,1808,nyúlszáj,,['hare-lip'],,n,ɲuːlsaːj
osztrák,1808,1808,osztrák,,['Austrian'],,a,ostraːk
paríroz,1808,1808,paríroz,,,,r,pɒriːroz
pér,1808,1808,pér,,,G) ISMERETLEN EREDETŰ SZAVAK ,n,peːr
perkál,1808,1808,perkál,,['cambric muslin'],,n,pɛrkaːl
porc,1808,1808,porc,,['cartilage'],2. Tudatos szóelvonással keletkezett szavak ,n,port͡s
pöttöm,1808,1808,pöttöm,,['diminutive'],,a,pøttøm
rag,1808,1808,rag,,"['ending', 'inflection', 'inflexion', 'termination']",2. Tudatos szóelvonással keletkezett szavak ,n,rɒɡ
részvét,1808,1808,részvét,,"['commiseration', 'compassion', 'condolence', 'rue', 'ruth']",,n,reːsveːt
révén,1808,1808,révén,,,,r,reːveːn
rím,1808,1808,rím,,['rhyme'],,n,riːm
rókázik,1808,1808,rókázik,,"['to barf', 'to cat', ""to dump one's load"", 'to dump', 'to perk up', 'to vomit']",,n,roːkaːzik
sodó,1808,1808,sodó,,['custard'],1. Olasz (többnyire északolasz) jövevényszavak ,n,ʃodoː
szellem,1808,1808,szellem,,"['djinni, djinn', 'esprit', 'genious', 'ghost', 'jinnee, jinn', 'jinni, jinn', 'mind', 'moral', 'morale', 'poltergeist', 'psyche', 'shade', 'shadow', 'soul', 'specter', 'spectre', 'spirit', 'spook']",4. Tudatos szóalkotással létrejött származékszavak ,n,sɛllɛm
takarék,1808,1808,takarék,,,1. Származékszavak ,n,tɒkɒreːk
tanti,1808,1808,tanti,,,,v,tɒnti
tonzúra,1808,1808,tonzúra,,,,n,tonzuːrɒ
tor,1808,1808,tor2,,['thorax'],,n,tor
úttörő,1808,1808,úttörő,,"['path-breaker', 'pioneer', 'trailblazer']",13. Szóösszetétellel keletkezett szavak ,a,uːttørøː
vend,1808,1808,vend,,,1. Német jövevényszavak általában ,a,vɛnd
vízszintes,1808,1808,vízszintes,,"['horizontal', 'level']",,a,viːʒzintɛʃ
zűr,1808,1808,zűr,,"['criss-cross', 'pucker', 'ruckus', 'ruction', 'rumpus']",1. Tudatos szóalkotással létrejött szavak általában ,n,zyːr
álarc,1809,1809,álarc,,['mask'],,n,aːlɒrt͡s
állkapocs,1809,1809,állkapocs,,"['chop', 'jaw', 'jaws', 'jowl', 'mandible']",13. Szóösszetétellel keletkezett szavak ,n,aːllkɒpot͡ʃ
diszkosz,1809,1809,diszkosz,,,,n,diskos
furnéroz,1809,1809,furnéroz,,['to veneer'],,r,furneːroz
komplikál,1809,1809,komplikál,,['to complicate'],,v,komplikaːl
kutyaszorító,1809,1809,kutyaszorító,,['hot water'],13. Szóösszetétellel keletkezett szavak ,a,kucɒsoriːtoː
matyó,1809,1809,matyó,,,,a,mɒcoː
prototípus,1809,1809,prototípus,,"['pilot model', 'prototype']",,n,prototiːpuʃ
reuma,1809,1809,reuma,,"['rheumatism', 'rheumatics']",,n,rɛumɒ
sósav,1809,1809,sósav,,"['chlorhydric acid', 'hydrochloric acid', 'muriatic acid']",,n,ʃoːʃɒv
takonypóc,1809,1809,takonypóc,,,13. Szóösszetétellel keletkezett szavak ,v,tɒkoɲpoːt͡s
vászoncseléd,1809,1809,vászoncseléd,,,,n,vaːsont͡ʃɛleːd
lavór,1809,1809,lavór,,,1. Német jövevényszavak általában ,n,lɒvoːr
totojázik,1810,1810 k.,totojázik,,"['to eff about', 'to eff around', 'to horse around']",,v,totojaːzik
zimankó,1810,1810 k.,zimankó,,,,n,zimɒnkoː
hallucinál,18101896,1810/1896,hallucinál,,['to hallucinate'],1. Latin jövevényszavak általában ,n,hɒllut͡sinaːl
azonos,1810,1810,azonos,,"['equal', 'equal to', 'identical', 'same']",1. Származékszavak ,a,ɒzonoʃ
büfé,1810,1810,büfé,,"['bar', 'buffet', 'buttery', 'canteen', 'chow hall', 'pub', 'refreshment room', 'snack bar']",E) NEMZETKÖZI SZAVAK ,n,byfeː
depó,1810,1810,depó,,"['depot', 'repository', 'store']",,n,dɛpoː
dinsztel,1810,1810,dinsztel,,"['to braise', 'to jug']",,n,dinstɛl
harmonika,1810,1810,harmonika,,"['accordion', 'concertina']",,n,hɒrmonikɒ
kackiás,1810,1810,kackiás,,['rakish'],,v,kɒt͡skiaːʃ
kasmír,1810,1810,kasmír,,['cashmere'],"12. Tulajdonnévi, személynévi eredetű szavak ",n,kɒʃmiːr
kecses,1810,1810,kecses,,"['dainty', 'fluent', 'graceful', 'gracious', 'picked', 'precious']",1. Tudatos szóalkotással létrejött szavak általában ,a,kɛt͡ʃɛʃ
parketta,1810,1810,parketta,,['parquet'],,n,pɒrkɛttɒ
pesszimista,1810,1810,pesszimista,,"['dyer in black', 'pessimist', 'pessimistic']",,a,pɛʃsimiʃtɒ
ravatal,1810,1810,ravatal,,,1. Származékszavak ,n,rɒvɒtɒl
replikáz,1810,1810,replikáz,,,2. Képzőcserével létrejött szavak ,a,rɛplikaːz
spicc,1810,1810,spicc2,,,4. Bajor jövevényszavak ,n,ʃpit͡st͡s
tantusz,1810,1810,tantusz,,"['slug', 'token', 'token money']",,v,tɒntus
vehemens,1810,1810,vehemens,,['vehement'],,a,vɛhɛmɛnʃ
lápisz,1811,1811 e.,lápisz,,,,v,laːpis
angyalcsináló,1811,1811,angyalcsináló,,,,n,ɒnɟɒlt͡ʃinaːloː
hisztéria,1811,1811,hisztéria,,['hysteria'],,n,histeːriɒ
milliméter,1811,1811,milliméter,,,,n,millimeːtɛr
mímel,1811,1811,mímel,,['to mime'],,v,miːmɛl
skála,1811,1811,skála,,['scale'],,n,ʃkaːlɒ
tény,1811,1811,tény,,"['deed', 'fact', 'reality']",,n,teːɲ
latrina,1811,1811,latrina,,"['latrine', 'privy-midden']",E) NEMZETKÖZI SZAVAK ,n,lɒtrinɒ
egzaltált,18111820,1811–1820,egzaltált,,,1. Német jövevényszavak általában ,a,ɛɡzɒltaːlt
eszmény,1812,1812,eszmény,,,4. Tudatos szóalkotással létrejött származékszavak ,n,ɛsmeːɲ
jellem,1812,1812,jellem,,['character'],4. Tudatos szóalkotással létrejött származékszavak ,n,jɛllɛm
nemezis,1812,1812,nemezis,,['nemesis'],,n,nɛmɛziʃ
párhuzamos,1812,1812,párhuzamos,,"['collateral', 'parallel']",,a,paːrhuzɒmoʃ
passzív,1812,1812,passzív,,"['effortless', 'tame']",,a,pɒʃsiːv
transzformál,1812,1812,transzformál,,['to transform'],E) NEMZETKÖZI SZAVAK ,v,trɒnsformaːl
vájdling,1812,1812,vájdling,,['basin'],4. Bajor jövevényszavak ,n,vaːjdlinɡ
váltó,1812,1812,váltó,,"['bill', 'bill of exchange', 'changer', 'draft', 'points', 'stiff', 'switch']",,v,vaːltoː
zsabó,1812,1812,zsabó,,,E) NEMZETKÖZI SZAVAK ,n,ʒɒboː
lavina,1812,1812,lavina,,['avalanche'],,n,lɒvinɒ
lég,1813,1813,lég,,['air'],,a,leːɡ
álláspont,1813,1813,álláspont,,"['side', 'slant', 'standpoint', 'standing-point', 'stand']",b) Német mintára keletkezett összetett szavak ,n,aːllaːʃpont
étvágy,1813,1813,étvágy,,"['appetite', 'relish', 'stomach', 'twist']",b) Német mintára keletkezett összetett szavak ,n,eːtvaːɟ
fivér,1813,1813,fivér,,['brother'],,n,fiveːr
grund,1813,1813,grund,,,,n,ɡrund
ideológia,1813,1813,ideológia,,['ideology'],,n,idɛoloːɡiɒ
kamilla,1813,1813,kamilla,,['camomile'],1. Német jövevényszavak általában ,n,kɒmillɒ
kaszni,1813,1813,kaszni,,,,v,kɒsni
könnyelmű,1813,1813,könnyelmű,,"['flighty', 'frivolous', 'giddy', 'happy-go-lucky', 'improvident', 'light', 'lightheaded', 'loose', 'rollicking', 'unwary', 'wanton', 'wasteful']",3. Tudatos összevonással létrejött szavak ,a,kønɲɛlmyː
pertli,1813,1813,pertli,,,4. Bajor jövevényszavak ,n,pɛrtli
pillanat,1813,1813,pillanat,,"['flash', 'instant', 'jiff', 'jiffy', 'minute', 'moment', 'shake', 'tick', 'trice']",,n,pillɒnɒt
ráf,1813,1813,ráf,,,4. Bajor jövevényszavak ,n,raːf
skalp,1813,1813,skalp,,['scalp'],,a,ʃkɒlp
torpedó,1813,1813,torpedó,,"['fish', 'minnow', 'spreader', 'torpedo']",,n,torpɛdoː
valuta,1813,1813,valuta,,"['currency', 'foreign exchange', 'money of account']",,n,vɒlutɒ
viksz,1813,1813,viksz,,,4. Bajor jövevényszavak ,a,viks
kényelem,18131815,1813–1815,kényelem,,"['comfort', 'convenience', 'conveniences', 'ease', 'snugness', 'well-being']",1. Tudatos szóalkotással létrejött szavak általában ,n,keːɲɛlɛm
duruzsol,1814,1814,duruzsol,,,,v,duruʒol
haránt,1814,1814,haránt,,"['athwart', 'cross', 'thwart', 'thwart-ship']",2. Tudatos szóelvonással keletkezett szavak ,r,hɒraːnt
hattyúdal,1814,1814,hattyúdal,,,,a,hɒtcuːdɒl
komplett,1814,1814,komplett,,['proper'],1. Német jövevényszavak általában ,a,komplɛtt
okirat,1814,1814,okirat,,"['charter', 'deed', 'document in proof', 'instrument', 'record', 'warrant']",,n,okirɒt
telis-tele,1814,1814,telis-tele,,,,n,tɛliʃ-tɛlɛ
tesped,1814,1814,tesped,,"['to stagnate', 'to vegetate']",,a,tɛʃpɛd
trón,1814,1814,trón,,,1. Német jövevényszavak általában ,n,troːn
ultimó,1814,1814,ultimó,,,9. Szófajváltással keletkezett szavak ,n,ultimoː
ügyvéd,1814,1814,ügyvéd,,"['attorney', 'barrister', 'counsel', 'counsellor-at-law', 'counselor-at-law', 'lawyer', 'legal practitioner', 'pleader', 'solicitor', 'stuff', 'stuff gownsman']",13. Szóösszetétellel keletkezett szavak ,n,yɟveːd
mellény,1815,1815 k.,mellény,,"['vest', 'waistcoat']",1. Tudatos szóalkotással létrejött szavak általában ,n,mɛlleːɲ
vonít,1815,1815 k.,vonít,,"['to bay at the moon', 'to howl', 'to wow', 'to yowl']",,v,voniːt
modor,1815,1815 u.,modor,,"['address', 'manners', 'style']",,n,modor
alumínium,1815,1815,alumínium,,"['aluminium', 'aluminum']",,n,ɒlumiːnium
ballada,1815,1815,ballada,,"['ballad', 'lay']",E) NEMZETKÖZI SZAVAK ,n,bɒllɒdɒ
biológia,1815,1815,biológia,,['biology'],E) NEMZETKÖZI SZAVAK ,n,bioloːɡiɒ
bór,1815,1815,bór,,['boron'],E) NEMZETKÖZI SZAVAK ,n,boːr
brekeg,1815,1815,brekeg,,['to croak'],"1. Hangutánzó, hangfestő szavak ",v,brɛkɛɡ
csivitel,1815,1815,csivitel,,,"1. Hangutánzó, hangfestő szavak ",n,t͡ʃivitɛl
dominó,1815,1815,dominó,,"['domino', 'domino tile', 'dominoes']",,n,dominoː
drazsé,1815,1815,drazsé,,,,n,drɒʒeː
egyén,1815,1815,egyén,,"['beggar', 'individual', 'number', 'person']",,n,ɛɟeːn
elv,1815,1815,elv,,"['precept', 'principle', 'tenet']",,n,ɛlv
forradalom,1815,1815,forradalom,,['revolution'],,n,forrɒdɒlom
groteszk,1815,1815,groteszk,,"['bizarre', 'camp', 'fantastic', 'grotesque', 'ludicrous', 'surreal']",,a,ɡrotɛsk
hajbókol,1815,1815,hajbókol,,['to make a leg'],,n,hɒjboːkol
impregnál,1815,1815,impregnál,,"['to impregnate', 'to proof', 'to rubberize']",,n,imprɛɡnaːl
katasztrófa,1815,1815,katasztrófa,,['disaster'],,n,kɒtɒstroːfɒ
képlet,1815,1815,képlet,,"['formula, formulae', 'schema, schemata']",1. Tudatos szóalkotással létrejött szavak általában ,n,keːplɛt
konfetti,1815,1815,konfetti,,['confetti'],,n,konfɛtti
konyak,1815,1815,konyak,,"['bingo', 'brandy', 'cognac', 'French brandy']",,n,koɲɒk
közhely,1815,1815,közhely,,"['banality', 'cliché', 'commonplace', 'hackneyed phrase', 'platitude', 'stereotype', 'stock phrase', 'tag', 'topic', 'triteness']",,n,køzhɛj
ma,1815,1815,-ma/-me,+,"['period', 'today']",,r,mɒ
me,1815,1815,-ma/-me,+,,,n,mɛ
náspángol,1815,1815,náspángol,,,,n,naːʃpaːnɡol
nikkel,1815,1815,nikkel,,['nickel'],,n,nikkɛl
remíz,1815,1815,remíz,,,,n,rɛmiːz
szervusz,1815,1815,szervusz,,,,v,sɛrvus
