#,Lemma,Sprachen,Wortart,Deutsche Bedeutung,Englische Bedeutung,link
4546,þagkjan 19,got,V.,"denken, überlegen (V.)","think, deliberate, reason (V.), ponder, consider, consider to be, be engaged in >>>",https://koeblergerhard.de/wikiling/?f=got&page=228
4547,"þagks* 1, þanks*",got,"M., F.",Dank,thanks,https://koeblergerhard.de/wikiling/?f=got&page=228
4548,þahains* 1,got,F.,Schweigen,"taciturnity, silence, muteness",https://koeblergerhard.de/wikiling/?f=got&page=228
4549,þahan* 6,got,V.,schweigen,"be taciturn, be mute, keep quiet, keep secret",https://koeblergerhard.de/wikiling/?f=got&page=228
4550,þāhō* 1,got,F.,"Lehm, Ton (M.) (1)",clay,https://koeblergerhard.de/wikiling/?f=got&page=228
4551,*þahsus?,got,M.,Dachs,badger,https://koeblergerhard.de/wikiling/?f=got&page=228
4552,*þāhts?,got,,,,https://koeblergerhard.de/wikiling/?f=got&page=228
4553,þaírh 160=159,got,"Präp., V.",durch,"through, per, via (Präp.), whereby, by, throughout",https://koeblergerhard.de/wikiling/?f=got&page=228
4554,þaírharbaidjan* 1,got,V.,durcharbeiten,"labour through, work through",https://koeblergerhard.de/wikiling/?f=got&page=228
4555,þaírhbaíran* 1,got,V.,hindurchtragen,"carry through, bear through, produce",https://koeblergerhard.de/wikiling/?f=got&page=228
4556,þaírhgaggan 11,got,V.,"hindurchgehen, vorübergehen, herumgehen, durchstreifen","go through, pass through, go throughout",https://koeblergerhard.de/wikiling/?f=got&page=228
4557,þaírhgaleikōn* 1,got,V.,"deuten, auf jemanden übertragen, beziehen auf","transfer the similarity of the form of, apply the resemblance of, apply to, refe>>>",https://koeblergerhard.de/wikiling/?f=got&page=228
4558,þaírhleiþan 5,got,V.,"hindurchgehen, vorbeigehen, weitergehen","pass on through, pass through, travel through, go through, go past",https://koeblergerhard.de/wikiling/?f=got&page=228
4559,þaírhsaíƕan* 1,got,V.,"durchschauen, im Spiegel erblicken","look through a mirror, behold",https://koeblergerhard.de/wikiling/?f=got&page=228
4560,þaírhwakan* 2,got,V.,"durchwachen, unter freiem Himmel übernachten, biwakieren","stay awake throughout, keep watch",https://koeblergerhard.de/wikiling/?f=got&page=228
4561,þaírhwisan* 7,got,V.,"verbleiben, verharren","persevere, continue on, remain constant, keep on, persist",https://koeblergerhard.de/wikiling/?f=got&page=229
4562,þaírkō* 2,got,N.,"Loch, Nadelöhr","hole (N.), perforation, eye of a needle",https://koeblergerhard.de/wikiling/?f=got&page=229
4563,*þaírsan?,got,V.,verdorren,wither (V.),https://koeblergerhard.de/wikiling/?f=got&page=229
4564,*þakjan,got,V.,decken,"thatch (V.), cover (V.)",https://koeblergerhard.de/wikiling/?f=got&page=229
4565,þammei,got,Konj.,,,https://koeblergerhard.de/wikiling/?f=got&page=229
4566,þan 600?=598?,got,"Adv., Konj.","dann, darauf, wann, so lange als, als, da","then, at that time, this time, thereupon, thereafter, now then, and then, furthe>>>",https://koeblergerhard.de/wikiling/?f=got&page=229
4567,*þana-,got,Adv.,dann,then,https://koeblergerhard.de/wikiling/?f=got&page=229
4568,þanamais 10=9,got,Adv.,"weiter, noch, mehr","henceforth, still, further, yet",https://koeblergerhard.de/wikiling/?f=got&page=229
4569,þanaseiþs 28,got,Adv.,"weiter, noch","later than then, after then, thereafter, from then on",https://koeblergerhard.de/wikiling/?f=got&page=229
4570,þandē 19,got,Konj.,"wenn, weil, so lange als, da","while (Konj.), as long as, if, if only, when, because, since",https://koeblergerhard.de/wikiling/?f=got&page=229
4571,þanei 3,got,Konj.,"wann, wieviel","when, at which time, at the time when, how much",https://koeblergerhard.de/wikiling/?f=got&page=229
4572,*þanjan?,got,V.,"strecken, dehnen","stretch (V.), extend",https://koeblergerhard.de/wikiling/?f=got&page=229
4573,þanks?,got,"M., F.",,,https://koeblergerhard.de/wikiling/?f=got&page=229
4574,þannu 22,got,Adv.,"ja, wohl, also darum","so then, well (Adv.), now, in consequence",https://koeblergerhard.de/wikiling/?f=got&page=229
4575,þanuh 88,got,"Adv., Konj.","dann, daher, also, aber, nun","and the, and at that time",https://koeblergerhard.de/wikiling/?f=got&page=229
4576,þanuþþan,got,"Adv., Konj.",,,https://koeblergerhard.de/wikiling/?f=got&page=229
4577,þar 2,got,Adv.,"dort, daselbst, da","there, in that place",https://koeblergerhard.de/wikiling/?f=got&page=229
4578,þarba* (1) 5,got,F.,"Mangel (M.), Armut","want (N.), need (N.), privation, neediness, necessity",https://koeblergerhard.de/wikiling/?f=got&page=229
4579,þarba (2),got,Adj.,,,https://koeblergerhard.de/wikiling/?f=got&page=229
4580,*þarba (3),got,Adj.,,,https://koeblergerhard.de/wikiling/?f=got&page=229
4581,*þarban?,got,V.,darben,"abstain, live in want",https://koeblergerhard.de/wikiling/?f=got&page=230
4582,"þarbs* 5, þarfs*",got,Adj.,"nötig, bedürftig","needful, necessary, needy, having need",https://koeblergerhard.de/wikiling/?f=got&page=230
4583,þarei 35,got,Adv.,wo,"where, in the place where, from where",https://koeblergerhard.de/wikiling/?f=got&page=230
4584,þarf,got,V.,,,https://koeblergerhard.de/wikiling/?f=got&page=230
4585,þarfs*,got,Adj.,,,https://koeblergerhard.de/wikiling/?f=got&page=230
4586,þarihs* 1,got,Adj.,ungewalkt,"unprocessed, coarse, freshly woven, unshrunk",https://koeblergerhard.de/wikiling/?f=got&page=230
4587,þaruh 74,got,"Adv., Partikel","da, nun, aber, daselbst","and there, and at that place, there also, right there",https://koeblergerhard.de/wikiling/?f=got&page=230
4588,þata,got,Pron.,,,https://koeblergerhard.de/wikiling/?f=got&page=230
4589,þatain 6,got,Adj.,das eine,"the one, this only",https://koeblergerhard.de/wikiling/?f=got&page=230
4590,þatainei 29,got,Adv.,nur,"only, solely",https://koeblergerhard.de/wikiling/?f=got&page=230
4591,þatei 373,got,Konj.,"dass, weil, als ob","that, the fact that, for, because",https://koeblergerhard.de/wikiling/?f=got&page=230
4592,þatist,got,,,,https://koeblergerhard.de/wikiling/?f=got&page=230
4593,þatuh,got,"Pron., N.",,,https://koeblergerhard.de/wikiling/?f=got&page=230
4594,þaþrō 11,got,Adv.,"daher, von da, darauf, hinfort, für die Zukunft","from the place, from this place, from here, hence, after this time, thereafter, >>>",https://koeblergerhard.de/wikiling/?f=got&page=230
4595,þaþrōei 1,got,Adv.,"von wannen, woher, von wo","from the place that, from which place",https://koeblergerhard.de/wikiling/?f=got&page=230
4596,þaþrōh 24,got,Adv.,"von da, daher, darauf, darnach","from there, after that",https://koeblergerhard.de/wikiling/?f=got&page=230
4597,þau 86,got,Adv.,"als, oder, doch, wohl, etwa, wie","than, compared to, perchance, perhaps, but, instead",https://koeblergerhard.de/wikiling/?f=got&page=230
4598,*þauh,got,Konj.,"oder, doch","or, but, even though",https://koeblergerhard.de/wikiling/?f=got&page=230
4599,þauhjabai 3,got,Konj.,wenn auch,"even though, even if, although",https://koeblergerhard.de/wikiling/?f=got&page=230
4600,*þaúr,got,M.,Riese (M.),giant (M.),https://koeblergerhard.de/wikiling/?f=got&page=230
4601,þaúrban* 20=19,got,V.,"nötig haben, bedürfen, Mangel leiden","need to, need (V.), have need, have to, must (V.)",https://koeblergerhard.de/wikiling/?f=got&page=231
4602,*þaúrbs,got,Adj.,enthaltsam,abstinent,https://koeblergerhard.de/wikiling/?f=got&page=231
4603,þaúrfts* (1) 3,got,Adj.,"nötig, nützlich, notwendig","needed, necessary, requisite (Adj.), useful",https://koeblergerhard.de/wikiling/?f=got&page=231
4604,þaúrfts (2) 6,got,F.,"Bedürfnis, Notdurft, Not","need (N.), necessity, requisiteness",https://koeblergerhard.de/wikiling/?f=got&page=231
4605,"*þaúris, *þōris, *þuris",got,M.,Riese (M.),giant (M.),https://koeblergerhard.de/wikiling/?f=got&page=231
4606,þaúrneins* 2,got,Adj.,"von Dornen, dornen","thorny, made of thorn",https://koeblergerhard.de/wikiling/?f=got&page=231
4607,*þaúrnja,got,M.,Dornbusch,thornbush,https://koeblergerhard.de/wikiling/?f=got&page=231
4608,þaúrnus* 9,got,M.,Dorn,thorn-plant,https://koeblergerhard.de/wikiling/?f=got&page=231
4609,þaúrp* 1,got,N.,"bebautes Land, Acker, Feld","farmland, agricultural tract, land (N.), lived-on property",https://koeblergerhard.de/wikiling/?f=got&page=231
4610,*þaúrpan,got,V.,vergleichen,compare,https://koeblergerhard.de/wikiling/?f=got&page=231
4611,*þaúrsiþs,got,"V., Adj.",durstig,thirsty,https://koeblergerhard.de/wikiling/?f=got&page=231
4612,þaúrsjan* 4,got,V.,dürsten,"make to thirst, be thirsty",https://koeblergerhard.de/wikiling/?f=got&page=231
4613,*þaursnan?,got,V.,"verdorren, vertrocknen","become dry, dry up",https://koeblergerhard.de/wikiling/?f=got&page=231
4614,þaúrstei* 1,got,F.,Durst,thirst (N.),https://koeblergerhard.de/wikiling/?f=got&page=231
4615,*þaúrsts,got,"V., Adj.",durstig,thirsty,https://koeblergerhard.de/wikiling/?f=got&page=231
4616,þaúrsus 3,got,Adj.,"dürr, vertrocknet","dry (Adj.), parched, withered, dried up",https://koeblergerhard.de/wikiling/?f=got&page=231
4617,þē 1,got,Adv.,"desto, um so","by that much the, do much the, any the",https://koeblergerhard.de/wikiling/?f=got&page=231
4618,þēei 3,got,Partikel,"darum dass, deshalb dass, als ob, als wenn","from the motive that, for the reason that",https://koeblergerhard.de/wikiling/?f=got&page=231
4619,þei 29,got,"Partikel, Konj.","was auch immer, dass, damit","such as that, this that, such that",https://koeblergerhard.de/wikiling/?f=got&page=231
4620,þeihan 7,got,V.,"gedeihen, Fortschritte machen","make progress, wax (V.), gain (V.) (2), thrive, succeed, cooperate",https://koeblergerhard.de/wikiling/?f=got&page=231
4621,þeihs* 2,got,N.,Zeit,"time (N.), occasion",https://koeblergerhard.de/wikiling/?f=got&page=232
4622,þeihwō* 2,got,F.,Donner,thunder (N.),https://koeblergerhard.de/wikiling/?f=got&page=232
4623,þeins 235=234,got,Pron.,dein,"thy, thine, your, of you",https://koeblergerhard.de/wikiling/?f=got&page=232
4624,*þeuhbrōks?,got,Sb.,,,https://koeblergerhard.de/wikiling/?f=got&page=232
4625,þēwis* 2,got,N.,"Dienerschaft, Knechte","servitors, bondsmen, thralls, slaves",https://koeblergerhard.de/wikiling/?f=got&page=232
4626,*þiljō,got,F.,"Diele, Planke, Brett","floorboard, plank (N.), board (N.)",https://koeblergerhard.de/wikiling/?f=got&page=232
4627,*þinsan,got,V.,ziehen,pull (V.),https://koeblergerhard.de/wikiling/?f=got&page=232
4628,*þiqjan?,got,V.,dick werden,become fat,https://koeblergerhard.de/wikiling/?f=got&page=232
4629,þishun 7=6,got,Adv.,"meist, vorzüglich, besonders","in particular, particularly, specifically, especially, above all",https://koeblergerhard.de/wikiling/?f=got&page=232
4630,þisƕaduh 5,got,Adv.,"wohin auch immer, wohin nur immer","whithersoever, wherever to, to whichever place",https://koeblergerhard.de/wikiling/?f=got&page=232
4631,þisƕah,got,Pron.,,,https://koeblergerhard.de/wikiling/?f=got&page=232
4632,þisƕaruh 2,got,Adv.,"wo auch immer, wo nur immer","wherever, in whichever place",https://koeblergerhard.de/wikiling/?f=got&page=232
4633,þisƕazuh 20,got,Pron.,"wer auch immer, wer nur immer","whoever, whosoever, whomever",https://koeblergerhard.de/wikiling/?f=got&page=232
4634,þiubi* 1,got,N.,Diebstahl,"theft, thievery, stealing (N.)",https://koeblergerhard.de/wikiling/?f=got&page=232
4635,*þiubjis?,got,Adj.,"diebisch, heimlich","secret, clandestine",https://koeblergerhard.de/wikiling/?f=got&page=232
4636,þiubjō* 2,got,Adv.,"verstohlen, heimlich","stealthily, secretly, clandestinely, in secret",https://koeblergerhard.de/wikiling/?f=got&page=232
4637,þiubs,got,M.,,,https://koeblergerhard.de/wikiling/?f=got&page=232
4638,þiuda 55,got,F.,"Volk, Heiden","people, ethnic group, nation, gentiles, heathens",https://koeblergerhard.de/wikiling/?f=got&page=232
4639,þiudangardi 65,got,F.,"Königsschloss, Königreich, Palast","royal domain, realm, kingdom, royal palace, king’s court",https://koeblergerhard.de/wikiling/?f=got&page=232
4640,þiudanōn 7,got,V.,"herrschen, König sein (V.)","reign (V.), be a king, rule (V.)",https://koeblergerhard.de/wikiling/?f=got&page=232
4641,þiudans 36,got,M.,König,king,https://koeblergerhard.de/wikiling/?f=got&page=233
4642,þiudinassus 10,got,M.,"Regierung, Königreich, Reich","governance, reign (N.), reigning (N.), kingship, kingdom, rule (N.)",https://koeblergerhard.de/wikiling/?f=got&page=233
4643,þiudiskō 1,got,Adv.,heidnisch,"heathenly, in the manner of the gentiles, like the heathen",https://koeblergerhard.de/wikiling/?f=got&page=233
4644,*þiudisks?,got,Adj.,,,https://koeblergerhard.de/wikiling/?f=got&page=233
4645,*þiufadia?,got,F.,,,https://koeblergerhard.de/wikiling/?f=got&page=233
4646,þiufadus,got,M.,,,https://koeblergerhard.de/wikiling/?f=got&page=233
4647,"*þiufaþia, *þiufadia",got,F.,Tausendschaft?,division of a thousand men?,https://koeblergerhard.de/wikiling/?f=got&page=233
4648,*þiufaþs?,got,M.,"„Knechtführer“, Tausendführer?","leader of servants, leader of a thousand men?",https://koeblergerhard.de/wikiling/?f=got&page=233
4649,"þiufaþus* 21, þiufadus, thiuphadus",got,M.,"„Knechtführer“, Tausendführer?","leader of a thousand men, leader of servants",https://koeblergerhard.de/wikiling/?f=got&page=233
4650,"þiufs* 8, þiubs",got,M.,"Dieb, Räuber","thief, robber",https://koeblergerhard.de/wikiling/?f=got&page=233
4651,*þiuh,got,N.,"Oberschenkel, Hüfte","thigh, hip (N.)",https://koeblergerhard.de/wikiling/?f=got&page=233
4652,"*þiuhbrōks, *þeuhbrōks",got,Sb.,Kniehose,knee breeches,https://koeblergerhard.de/wikiling/?f=got&page=233
4653,þiumagus 6,got,M.,Knecht,servant boy,https://koeblergerhard.de/wikiling/?f=got&page=233
4654,þiuphadus,got,M.,,,https://koeblergerhard.de/wikiling/?f=got&page=233
4655,þius* 2,got,M.,"Haussklave, Diener, Knecht","thrall, bondsman, servant, servitor, boy",https://koeblergerhard.de/wikiling/?f=got&page=233
4656,þiuþ 20,got,N.,"das Gute, die gute Sache, Gut","good (N.), something good, good things",https://koeblergerhard.de/wikiling/?f=got&page=233
4657,*þiuþan,got,V.,lärmen,"howl (V.), blare (V.)",https://koeblergerhard.de/wikiling/?f=got&page=233
4658,*þiuþei,got,F.,Güte,goodness,https://koeblergerhard.de/wikiling/?f=got&page=233
4659,þiuþeigs 17,got,Adj.,"gut, gepriesen","good, perfect, beneficial, laudable, praised, blessed",https://koeblergerhard.de/wikiling/?f=got&page=233
4660,þiuþeins* 5,got,F.,"Güte, Segen","beneficence, good-doing, blessing (N.), benefaction, goodness, generosity",https://koeblergerhard.de/wikiling/?f=got&page=233
4661,þiuþiqiss* 1,got,F.,"Segen, Segnung","benediction, blessing (N.)",https://koeblergerhard.de/wikiling/?f=got&page=234
4662,þiuþjan* 19,got,V.,segnen,"bless (V.), confer benediction, pronounce good upon",https://koeblergerhard.de/wikiling/?f=got&page=234
4663,*þiuþs?,got,Adj.,gut,"benevolent, benefactory, beneficial",https://koeblergerhard.de/wikiling/?f=got&page=234
4664,þiuþspillōn* 1,got,V.,"Gutes künden, frohe Botschaft künden, verkündigen","preach good news, promulgate good tidings",https://koeblergerhard.de/wikiling/?f=got&page=234
4665,þiwadw* 1,got,N.,"Knechtschaft, Dienstbarkeit","thralldom, bondage, servitude",https://koeblergerhard.de/wikiling/?f=got&page=234
4666,*þiwairna,got,F.,Magd,maidservant,https://koeblergerhard.de/wikiling/?f=got&page=234
4667,*þiwan,got,V.,dienstbar machen,make subservient,https://koeblergerhard.de/wikiling/?f=got&page=234
4668,þiwi 11,got,F.,Magd,"maidservant, handmaid",https://koeblergerhard.de/wikiling/?f=got&page=234
4669,þizei,got,Konj.,,,https://koeblergerhard.de/wikiling/?f=got&page=234
4670,þlahsjan* 1,got,V.,"schrecken, erschrecken","frighten, scare (V.)",https://koeblergerhard.de/wikiling/?f=got&page=234
4671,*þlahsnan?,got,V.,erschrecken,"be frightened, become frightened",https://koeblergerhard.de/wikiling/?f=got&page=234
4672,*þlaihan?,got,V.,"ermahnen, trösten","comfort (V.), hearten, encourage, exhort",https://koeblergerhard.de/wikiling/?f=got&page=234
4673,*þlaihts?,got,F.,Trost,comforting (N.),https://koeblergerhard.de/wikiling/?f=got&page=234
4674,þlaqus 1,got,Adj.,zart,"pliant, supple (Adj.), tender (Adj.)",https://koeblergerhard.de/wikiling/?f=got&page=234
4675,þlaúhs 1,got,M.,Flucht (M.) (1),"flight (1), fleeing (N.)",https://koeblergerhard.de/wikiling/?f=got&page=234
4676,þliuhan 6,got,V.,fliehen,"flee, take flight",https://koeblergerhard.de/wikiling/?f=got&page=234
4677,*þōris?,got,M.,,,https://koeblergerhard.de/wikiling/?f=got&page=234
4678,þrafsteins* 1,got,F.,"Trost, Tröstung","heartening (N.), consolation, encouragement, comfort (N.)",https://koeblergerhard.de/wikiling/?f=got&page=234
4679,þrafstjan* 11,got,V.,"trösten, mahnen, ermahnen","cheer (V.), hearten, console (V.), comfort (V.), encourage, reassure",https://koeblergerhard.de/wikiling/?f=got&page=234
4680,*þrafsts?,got,M.,Trost,consolation,https://koeblergerhard.de/wikiling/?f=got&page=234
4681,þragjan* 4,got,V.,laufen,"run (V.), go running",https://koeblergerhard.de/wikiling/?f=got&page=235
4682,þraihans,got,"V., Adj.",,,https://koeblergerhard.de/wikiling/?f=got&page=235
4683,"*þraihn, *þraihns",got,"N., M.",Menge,"quantity, amount, accumulation",https://koeblergerhard.de/wikiling/?f=got&page=235
4684,*þraihns,got,"N., M.",,,https://koeblergerhard.de/wikiling/?f=got&page=235
4685,þramstei* 1,got,F.,Heuschrecke,"locust, cicada, grasshopper",https://koeblergerhard.de/wikiling/?f=got&page=235
4686,*þras?,got,Adj.,"schnell, verwegen","fast (1), daring (Adj.), bold",https://koeblergerhard.de/wikiling/?f=got&page=235
4687,þrasabalþei* 1,got,F.,Streitsucht,"raucous boldness, quarrelsomeness",https://koeblergerhard.de/wikiling/?f=got&page=235
4688,*þrasabalþs,got,Adj.,streitsüchtig,quarrelsome,https://koeblergerhard.de/wikiling/?f=got&page=235
4689,*þrask,got,N.,,,https://koeblergerhard.de/wikiling/?f=got&page=235
4690,þreihan* 10,got,V.,drängen,"press (V.), crowd (V.), cramp (V.), thong (V.), crush (V.)",https://koeblergerhard.de/wikiling/?f=got&page=235
4691,þreihsl* 2=1,got,N.,"Drangsal, Bedrängnis","constriction, pressured condition, distress (N.), difficulty",https://koeblergerhard.de/wikiling/?f=got&page=235
4692,"þreis* 26, þrija",got,Num.,drei,three,https://koeblergerhard.de/wikiling/?f=got&page=235
4693,þreistigjus,got,Num.,dreißig,thirty,https://koeblergerhard.de/wikiling/?f=got&page=235
4694,þridja 12,got,Num.,dritte,third,https://koeblergerhard.de/wikiling/?f=got&page=235
4695,*þridjataihun 1,got,Num.,dreißig,thirty,https://koeblergerhard.de/wikiling/?f=got&page=235
4696,þridjō 2,got,Adv.,zum dritten Mal,for the third time,https://koeblergerhard.de/wikiling/?f=got&page=235
4697,þrija,got,Num.,,,https://koeblergerhard.de/wikiling/?f=got&page=235
4698,*þrimman,got,V.,schwellen?,"thrum (1), strum (V.), drum (V.)",https://koeblergerhard.de/wikiling/?f=got&page=235
4699,þriskan* 3,got,V.,dreschen,thresh,https://koeblergerhard.de/wikiling/?f=got&page=235
4700,*þriutan?,got,V.,schwerfallen,"be hard, be difficult",https://koeblergerhard.de/wikiling/?f=got&page=235
4701,-þrō,got,V.,,,https://koeblergerhard.de/wikiling/?f=got&page=236
4702,*þrōþeins?,got,F.,,,https://koeblergerhard.de/wikiling/?f=got&page=236
4703,þrōþjan* 1,got,V.,üben,"exercise (V.), train (V.), drill (V.), practise (2)",https://koeblergerhard.de/wikiling/?f=got&page=236
