#,Lemma,Sprachen,Wortart,Deutsche Bedeutung,Englische Bedeutung
4700,*þriutan?,got,V.,schwerfallen,"be hard, be difficult"
4701,#NAME?,got,V.,,
4702,*þrōþeins?,got,F.,,
4703,þrōþjan* 1,got,V.,üben,"exercise (V.), train (V.), drill (V.), practise (2)"
4704,*þruks?,got,M.,"Druck, Stoß",pressure
4705,*þrūts,got,,,
4706,þrūtsfill 6,got,N.,Aussatz,leprosy
4707,þrūtsfills* 4,got,Adj.,aussätzig,leprous
4708,*þrūþs?,got,F.,Kraft,power (N.)
4709,þū 403,got,Pron.,du,you
4710,þūei 6,got,Pron.,der du,you who
4711,*þufaz?,got,M.,"Fahne, Büschel","flag (N.), tuft (N.), bundle (N.)"
4712,þugkjan* 23,got,V.,"glauben, meinen, gelten, erscheinen, dünken","have the impression, suppose, opine (V.), deem (V.), it seems (= þugkeiþ), belie>>>"
4713,"*-þūhts?, *þūhts?",got,"V., Adj.",#NAME?,„-moody“
4714,þūhtus* 54,got,M.,Gewissen,"seeming (N.), surmise (N.), conscience"
4715,þulains* 12,got,F.,"Dulden, Leiden, Geduld","toleration, forbearance, sufferance, suffering (N.), patience, fortitude, persev>>>"
4716,þulan 6,got,V.,"dulden, leiden","tolerate, suffer, bear (V.) (1), endure"
4717,*þulds?,got,F.,Geduld,patience
4718,*þunara,got,M.,"Donnerer, Donar","thunderer, Thor"
4719,*þund-,got,V.,schwellen?,swell (V.) (?)
4720,*þunds,got,M.,Held,hero
4721,*þuris?,got,M.,,
4722,*þūs?,got,"Adj., Sb.","groß?, Kraft","great?, power (N.)?"
4723,þūsundi 16,got,"F., Num.",tausend,thousand
4724,þūsundifaþs 2,got,M.,"Tausendführer, Anführer von Tausend",commander of a thousand men
4725,þuthaúrn* 2,got,N.,Trompete,trumpet (N.)
4726,þuthaúrnjan* 1,got,V.,trompeten,"trumpet (V.), blow a horn"
4727,*þuts?,got,M.,Lärm,"stridor, blare (N.)"
4728,þwahan 5,got,V.,"etwas waschen, sich waschen","wash (V.), lave, bathe (V.)"
4729,þwahl* 2,got,N.,"Bad, Taufe","washing (N.), laving (N.), cleansing (N.)"
4730,þwaírhei 13,got,F.,"Zorn, Streitigkeit, Streit","wrathfulness, angriness, ire, irateness, arousedness, retribution, anger (N.), q>>>"
4731,þwaírhs 3,got,Adj.,"quer, zornig","wrathful, angry, irate, aroused, quicktempered"
4732,þwastiþa 1,got,F.,Sicherheit,"stability, security, establishedness, safeguard"
4733,*þwastjan?,got,V.,befestigen,make firm
4734,*þwasts?,got,Adj.,fest,stable (1)
4735,þwmiama* 2,got,"M., M.","Rauchopfer, Räucherwerk","incense (N.), incense-burning, incense offering"
4736,u 1,got,Buchstabe,"u, Abkürzung für 70","u, abbreviation for 70"
4737,"-u 32, -uh",got,Partikel,"ob, oder","whether, if"
4738,ubil,got,"Adj., N.",Übel,"evil (N.), bad (N.)"
4739,ubilaba 2,got,Adv.,"übel, böse","evilly, badly, wrongly, ill (Adv.)"
4740,ubils 56,got,Adj.,"übel, böse, schlecht","evil (Adj.), bad, wrongful, corrupt (Adj.), ill (Adj.)"
4741,ubiltōjis 2,got,Adj.,"übeltäterisch, Übeltäter (= subst.)","evil-doing, criminal (Adj.), criminal (M.) (= subst.)"
4742,ubilwaúrdjan 1,got,V.,"übel sprechen, schmähen","speak ill of, speak evil of"
4743,ubilwaúrds 1,got,Adj.,"„übelredend“, schmähsüchtig","evil-tongued, maligning (Adj.), evil-speaking, reviler (= subst.)"
4744,ubizwa* 1,got,F.,Halle,"portico, colonnade"
4745,*ubuh?,got,Präp.,unter,under
4746,uburt,got,Wort,,
4747,ud 1,got,Abkürzung,74,74
4748,uf 37,got,Präp.,unter,"under, underneath, beneath"
4749,ufaiþeis* 1,got,Adj.,"durch Eid verpflichtet, durch Eid verbunden, vereidet","under oath, bound by oath"
4750,*ufanus?,got,Adj.,der seinen Überfluss zeigt,one who presents his superabundance
4751,ufar 44,got,"Präp., V.",über,"over, above"
4752,*ufara,got,Adj.,obere,"the one above, superior"
4753,ufarassjan 5,got,V.,"überfließend machen, überschwänglich machen, überfließen, im Überfluss vorhanden>>>","be abundant, be in superfluity, be in profusion, make profuse"
4754,ufarassus 31,got,M.,"Überfluss, Übermaß","exceedingness, oversufficiency, superabundance, superpassingness, superiority"
4755,ufarfullei* 1,got,F.,"Überfülle, Überfluss","overfullness, superabundance, superfluity"
4756,ufarfulljan* 2,got,V.,überfüllen,"overfill, fill to superabundance"
4757,ufarfulls* 1,got,Adj.,"festgedrückt, übervoll","overfull, filled to overflowing"
4758,ufargaggan 5,got,V.,"etwas übertreten, übergreifen, überschreiten","transgress (V.), overstep (V.), trespass (V.), go beyond, cross over"
4759,ufargiutan* 1,got,V.,"übergießen, übervoll gießen","let overflow, pour to overflowing"
4760,ufargudja* 1,got,M.,"Oberpriester, Mitglied des Synhedrions","high priest, chief priest"
4761,ufarhafjan* 1,got,V.,überheben,"raise above, lift up over, exalt o.s."
4762,ufarhafnan* 1,got,V.,sich überheben,"be excessively exalted, become excessively exalted, exalt o.s., be overly raised>>>"
4763,ufarhamōn 2,got,V.,"überziehen, sich mit etwas überkleiden, sich anziehen","be clad with, become clad with, be clothed over with, become clothed over with, >>>"
4764,ufarhauhjan* 1,got,V.,"„überhöhen“, verblenden","over-exalt, over-extol, be puffed up"
4765,ufarhauseins* 1,got,F.,"Überhören, Ungehorsam","disobedience, insubordination"
4766,*ufarhausjan?,got,V.,überhören,disobey
4767,ufarhiminakunds 2,got,Adj.,himmlisch,"born of heaven above, heavenly, of heavenly origin"
4768,ufarhleiþrjan* 1,got,V.,"überzelten, ein Zelt über jemandem aufschlagen","tent over, cover as with a tent, canopy (V.)"
4769,ufarhugjan* 1,got,V.,sich überheben,"have a haughty attitude, be elated"
4770,ufarjaina 1,got,Adv.,darüber hinaus,"beyond, over beyond"
4771,ufarlagjan* 1,got,V.,überdecken,lay over
4772,ufarleiþan* 1,got,V.,"übersetzen (V.) (1), hinüberfahren","pass over, cross over, go across"
4773,ufarmaudei* 1,got,F.,Vergessenheit,"forgetfulness, oblivion"
4774,ufarmaudeins*,got,F.,,
4775,*ufarmaudjan,got,V.,vergessen (V.),"forget, dismiss from the mind"
4776,ufarmēleins 1,got,F.,Überschrift,"superscription, epigraph, inscription, title"
4777,ufarmēli 2,got,N.,Überschrift,"caption, legend, label (N.), title, inscription"
4778,ufarmēljan* 1,got,V.,"überschreiben, darüber schreiben","write above, superscribe, write over, inscribe over"
4779,ufarmitōn 1,got,V.,vergessen (V.)?,forget?
4780,ufarmunnōn* 3,got,V.,vergessen (V.),"forget, overlook, neglect (V.)"
4781,ufarō 7,got,"Adv., Präp.","darüber, über etwas, über einem, über einer Sache","over, over it, above, on top, atop, on top of, in supervision of"
4782,ufarranneins* 1,got,F.,Besprengung,"sprinkling, aspergation"
4783,*ufarrannjan 3,got,V.,"„überrennen“, besprengen",make run down over
4784,ufarskadwjan* 3,got,V.,überschatten,overshadow (V.)
4785,ufarskafts 1,got,F.,"Erstlingsfrucht, Anbruch","superstructure, altar, first fruit"
4786,ufarsteigan* 1,got,V.,darüber emporsteigen,"climb up beyond, surpass in climbing, go up"
4787,ufarswara* 1,got,M.,Meineidiger,"perjurer, oath-breaker"
4788,ufarswaran* 1,got,V.,falsch schwören,"perjure o.s., swear falsely"
4789,ufartrusnjan* 1,got,V.,überstreuen,"scatter over, strew over, sprinkle over"
4790,ufarþeihan* 1,got,V.,übertreffen,"surpass (V.), develop beyond, expand beyond, excel"
4791,ufarwahsjan* 1,got,V.,"überaus wachsen, sich stark vermehren","wax exceedingly, exceed in growth, grow abundantly"
4792,ufarwisan* 2,got,V.,"überragend sein (V.), übersteigen, hervorragen","be above, be over, be superior to, exceed"
4793,ufbauljan* 1,got,V.,aufblasen,"make swell, make swollen, bloat up"
4794,ufblēsan* 3,got,V.,"aufblasen, sich aufblähen","blow up, puff up, boast (V.), be puffed up"
4795,ufblōteins?,got,F.,,
4796,ufbrikan 8,got,V.,"verwerfen, verachten","despise (V.), spurn (V.), rebuff (V.)"
4797,ufbrikands,got,"V., Adj.",,
4798,ufbrinnan* 1,got,V.,verbrennen,"burn up, become scorched"
4799,ufdaupjan* 5,got,V.,"taufen, eintauchen","dip (V.), baptize"
4800,ufgaírdan* 1,got,V.,umgürten,gird up
4801,ufgraban* 2,got,V.,"nachgraben, unterwühlen, aufgraben","dig down into, dig up"
4802,ufhaban* 1,got,V.,"aufheben, emporhalten","hold up, raise up"
4803,ufhauseins 6,got,F.,Gehorsam,"submission, obedience, heed (N.)"
4804,ufhausjan 2928,got,V.,"gehorchen, sich an etwas halten","obey, heed (V.), listen to submissively"
4805,ufhausjands,got,"V., Adj.",,
4806,ufhlōhjan* 1,got,V.,"auflachen machen, lachen machen, auflachen (= Pass.)","cause to laugh, give cause for rejoicing"
4807,ufhnaiweins* 1,got,F.,"Gehorsam, Unterordnung, Unterwerfung","submission, subordination"
4808,ufhnaiwjan 6,got,V.,einen unterwerfen unter,"subject (V.), subjugate (V.)"
4809,ufhrōpjan* 6,got,V.,"aufschreien, ausrufen","cry forth, cry out, shout out"
4810,ufjō 1,got,F.,Überfluss,"superfluity, excess (N.)"
4811,ufkunnan 4847,got,V.,"erkennen, erfahren (V.)","get to know, come to know, determine, find out, realize, perceive, recognize, ex>>>"
4812,ufkunþi* 8,got,N.,Erkenntnis,"knowledge, accurate understanding, recognition"
4813,ufligan* 2,got,V.,"unterliegen, verschmachten, matt werden, sterben","decline (V.), drop (V.), sink (V.), fail, be faint"
4814,ufmēljan* 5,got,V.,unterschreiben,"sign (V.), write underneath"
4815,ufrakjan* 8,got,V.,"aufrecken, ausstrecken, hinaufziehen","stretch out, extend, reach out"
4816,"ufsaggqjan* 21, ufsagqjan",got,V.,versenken,"make sink down, cause to submerge, engulf"
4817,ufsliupan* 32,got,V.,"einschleichen, zu Unrecht einführen, sich zurückziehen, sich fortschleichen","slip by, slide past, slip on past, shrink back"
4818,ufsneiþan* 5,got,V.,"„aufschneiden“, schlachten","cut to death, slaughter (V.), kill (V.), butcher (V.)"
4819,ufstraujan* 1,got,V.,"darunterstreuen, unterbreiten","strew down, scatter down, spread beneath"
4820,ufswalleins* 1,got,F.,"Aufgeblasenheit, Hochmut","swelling up, swollenness, bloatedness, vanity, being puffed up"
4821,*ufswalljan?,got,V.,"aufschwellen, aufblasen","swell up, bloat up"
4822,ufswōgjan* 1,got,V.,aufseufzen,"sigh deeply, heave a deep sigh"
4823,ufta 15,got,Adv.,oft,"often, frequently"
4824,uftō 1,got,Adv.,vielleicht,"very possibly, quite likely, indeed"
4825,ufþanjan* 2,got,V.,"ausdehnen, ausstrecken, nach etwas trachten","stretch (V.), extend, strain (V.), strive for"
4826,ufwaíra 1,got,"Adj., F.",verheiratet,married
4827,ufwōpjan* 4,got,V.,"aufschreien, ausrufen","call out, cry out, cry aloud, exclaim"
4828,ug 1,got,Abkürzung,73,73
4829,*ugkar?,got,Pron.,unser beider,of us both
4830,ugkis,got,Pron.,,
4831,"ugkja* 1, unkja",got,M.,Unze (= Landmaß),ounce (N.) (1) (= land measure)
4832,uh (1) 248246,got,Partikel,"und, nun, also","and, also, too, likewise, thereupon, subsequently, consequently, so then"
4833,-uh (2),got,Partikel,,
4834,ūhtēdun,got,,,
4835,ūhteigō* 21,got,Adv.,"zur rechten Zeit, zu gelegener Zeit","at an opportune time, seasonably, in season"
4836,ūhteigs* 1,got,Adj.,"Zeit habend, unbeschäftigt","with free time, having ample time"
4837,*ūhti?,got,N.,"Zeit?, Gewohnheit?","time (N.)?, custom (N.)?, usage?"
4838,ūhtiugs* 1,got,Adj.,"gelegen, passend, zeitgemäß","timely, opportune, temporally convenient"
4839,*ūhts?,got,Adj.,,
4840,ūhtwō* 1,got,F.,Morgendämmerung,"foredawn, dawn (N.), daybreak"
4841,uhþan,got,"Partikel, Adv., Konj.",,
4842,ulbandus* 3,got,"F., M.",Kamel,camel
4843,#NAME?,got,V.,,
4844,#NAME?,got,V.,,
4845,un-,got,V.,un-,"un-, non-, a-"
4846,unagands 32,got,"V., Adj.","„unfurchtsam“, furchtlos","unfearing, unafraid, fearless"
4847,unagei* 1,got,F.,Furchtlosigkeit,"fearlessness, unfearfulness, unafraidness"
4848,*unags?,got,Adj.,furchtlos,fearless
4849,unaírkns* 3,got,Adj.,"unheilig, gottlos","impure, ungenuine, distorted, adulterated, corrupted, unholy"
4850,unaiwisks* 1,got,Adj.,ohne Schande,"blameless, without shame, irreproachable, unshameful"
4851,unanasiuniba 1,got,Adv.,unsichtbar,"invisibly, unseeably"
4852,unanasiuns*,got,Adj.,unsichtbar,"invisible, unseeable"
4853,unandhuliþs* 1,got,"V., Adj.",unenthüllt,"not uncovered, non-unveiled, unlifted"
4854,unandsakans* 1,got,"V., Adj.",unbestritten,"uncontroverted, undisputed"
4855,unandsōks* 1,got,Adj.,"unbestreitbar, unwiderleglich","indisputable, incontestable"
4856,unatgāhts* 1,got,Adj.,unzugänglich,"inaccessible, unapproachable"
4857,unbaírands* 3,got,"V., Adj.",nicht tragend,"unbearing, non-bearing"
4858,unbarnahs 3,got,Adj.,kinderlos,"childless, without children"
4859,unbaúrans* 1,got,"V., Adj.",ungeboren,unborn
4860,unbeistei* 1,got,F.,"Ungesäuertsein, ungesäuertes Brot","unleavenedness, unfermentedness"
4861,unbeistjōþs* 1,got,"V., Adj.",ungesäuert,"unleavened, unfermented"
4862,unbiari* 1,got,N.,"wildes Tier, Bestie","beast, wild beast, brute (N.), wild animal"
4863,unbilaistiþs* 1,got,"V., Adj.","unaufspürbar, unbegreiflich, unerforscht","untraced, unexplored, untrackable, unexplorable, inscrutable"
4864,unbimait* 1,got,N.,"Nichtbeschneidung, Vorhaut","uncircumcision, foreskin"
4865,unbimaitans* 1,got,"V., Adj.",unbeschnitten,uncircumcised
4866,unbrūks* 2,got,Adj.,unbrauchbar,"useless, needless, inutile"
4867,"und 67, unþa-",got,"Präp., V.","bis, zu, für, um etwas, ent-","unto, all the way to, up to, down to, until, till, throughout, away, off"
4868,undar 1,got,Präp.,unter,"under, underneath"
4869,undarists* 1,got,"Adj., Adj.","das Innere, innerste, die untersten","undermost, lowest, nethermost, interior (N.), lower parts"
4870,undarleija* 1,got,M.,"Allergeringster, Geringster","lowliest person, one lowest down, least (M.)"
4871,*undarleis?,got,Adj.,"niedrig, gering","lowest down, lowliest"
4872,undarō 2,got,Präp.,unter,"under, beneath"
4873,undaúrnimats* 1,got,M.,"Frühstück, Mittagsmahl","midday breakfast, noon meal"
4874,undgreipan 8,got,V.,"ergreifen, requirieren","lay hold on, take (V.), seize"
4875,undiwanei* 3,got,F.,Unsterblichkeit,immortality
4876,*undiwans?,got,Adj.,unsterblich,immortal
4877,undrēdan 1,got,V.,"besorgen, gewähren","adduce, advance (V.), provide for, grant (V.)"
4878,undrinnan* 2,got,V.,"zufallen, zuteil werden, untereinander disputieren (= miþ sis missō sik undrinna>>>","accrue to, fall to the share of, fall to"
4879,unfagrs* 1,got,Adj.,unpassend,"unsuitable, unsuited, ungrateful"
4880,unfaírina* 2,got,Adj.,"tadellos, außer Schuld, ohne Tadel","unimpeachable, blameless, beyond accusation, unassailable, unblamable"
4881,unfaírinōdaba 1,got,Adv.,"untadelig, tadellos","unblamably, blamelessly"
4882,unfairinōna,got,Adj.,,
4883,unfaírlaistiþs* 1,got,"V., Adj.","unaufspürbar, unerforschlich","untraced, untracked, inscrutable"
4884,unfaurs* 1,got,Adj.,geschwätzig,"indiscreet, imprudent, gossipy"
4885,unfaúrweis* 1,got,Adj.,"unvorsätzlich, ohne Vorbedacht, unbedacht","unintentional, unwitting, thoughtless"
4886,unfraþjands* 1,got,"V., Adj.",unverständig,"unperceiving, uncomprehending, mindless, foolish"
4887,unfreideins* 21,got,F.,"Schonungslosigkeit, Härte","non-sparingness, non-safeguarding, mercilessness, severity"
4888,unfrōdei* 4,got,F.,"Unverstand, Torheit","unintelligence, nonsense, foolishness"
4889,unfrōþs* 6,got,Adj.,unverständig,"unintelligent, nonsensical, ignorant"
4890,ungafaírinōnds 2,got,"V., Adj.","tadellos, unbescholten","irreprehensible, unassailable, unculpable"
4891,ungafaírinōþs 54,got,"V., Adj.","tadellos, unbescholten, schuldlos","unimpeached, unassailed, blameless, irreproachable"
4892,ungahabands sik* 1,got,"V., Adj.","zügellos, unbeherrscht, unenthaltsam","incontinent, lacking self-control"
4893,ungahōbains* 1,got,F.,"Unmäßigkeit, Unenthaltsamkeit","incontinence, lack of self-control"
4894,ungaƕaírbs* 3,got,Adj.,"unfügsam, ungehorsam","uncompliant, unruly, unbelieving, refractory, unamenable"
4895,ungakusans* 4,got,"V., Adj.","verwerflich, nicht probehaltig","unqualified, tested to be unsuccessful, unsuccessful in test"
4896,ungalaubeins* 12,got,F.,"Unglaube, Ungehorsam","disbelief, faithlessness"
4897,ungalaubjands 22,got,"V., Adj.","ungläubig, ungehorsam","unbelieving, uncompliant, disobedient"
4898,ungalaufs* 1,got,Adj.,wertlos,"unvaluable, cheap, of no value"
4899,ungaraíhtei* 1,got,F.,"Gesetzlosigkeit, Ungerechtigkeit","unrighteousness, iniquity, injustice, lawlessness"
4900,ungasaíƕans* 6,got,"V., Adj.","ungesehen, unsichtbar","unseen, invisible"
4901,ungastōþs* 1,got,Adj.,"ohne festen Stand, ohne bleibende Stätte","unstable, unestablished, homeless"
4902,ungatass* 1,got,Adj.,"ungeordnet, zügellos","disordered, disorderly, disarranged, idle, undisciplined"
4903,ungatassaba 2,got,Adv.,"unordentlich, ungeregelt","unruly, irregularly, in disarray, in idleness"
4904,ungatēwiþs* 1,got,"V., Adj.","ungeordnet, unordentlich","disarranged, disarrayed, disordered, disorganized"
4905,ungawagiþs* 1,got,"V., Adj.","unbewegt, unbeweglich","unmoved, unshaken, immovable"
4906,unhabands* 3,got,"V., Adj.",nicht habend,"not having, non-possessing"
4907,unhaili* 2,got,N.,"Schwäche, Krankheit","unhealthiness, infirmity, disability, sickness, weakness"
4908,unhails* 4,got,Adj.,krank,"unhealthy, ailing, unwell, sick"
4909,unhanduwaúrhts* 2,got,"V., Adj.","nicht handgemacht, nicht mit der Hand gemacht",non-handmade
4910,unhindarweis* 2,got,Adj.,ungeheuchelt,"unhypocritical, unpretending, sincere"
4911,"*unhiureis, *unhiurs",got,Adj.,,
4912,*unhiuri,got,N.,,
4913,*unhiurs?,got,Adj.,,
4914,unhrainei* 1,got,F.,Unreinheit,uncleanness
4915,unhrainiþa 5,got,F.,Unreinheit,"impurity, uncleanness"
4916,unhrains 23,got,Adj.,"unrein, ungebildet","unclean, ungrammatical, impure, unrefined, unpolished, unskilled"
4917,unhulþa 12,got,M.,"Unhold, Teufel","male demon, devil, monster"
4918,unhulþō 39,got,F.,"Unholdin, Dämon","female demon, she-devil"
4919,unhunslags* 1,got,Adj.,"ohne Opfer, unversöhnlich","irreconcilable, implacable"
4920,unƕapnands* 3,got,"V., Adj.",unauslöschlich,"quenchless, undying, not becoming extinguished, unquenchable, inextinguishable"
4921,unƕeila* 1,got,Adj.,"unablässig, beständig","unpausing, without pause, unceasing (Adj.)"
4922,unkarja 2,got,Adj.,"sorglos, unbesorgt","uncaring, careless, negligent, without attention"
4923,unkaúreins* 1,got,F.,"Unbeschwerde, Unbeschwerlichkeit",unburdensomeness
4924,unkja*,got,M.,,
4925,unkunnands 5,got,"V., Adj.","nicht kennend, unwissend","unknowing, ignorant"
4926,unkunþi* 1,got,N.,Unkunde,"ignorance, lack of knowledge"
4927,unkunþs 2,got,"V., Adj.",unbekannt,unknown
4928,unlēdi 2,got,N.,Armut,"indigence, poverty"
4929,*unlēdjan?,got,V.,arm machen,make poor
4930,unlēþs* 18,got,Adj.,arm,"moneyless, propertyless, poor (Adj.)"
4931,unliufs* 1,got,Adj.,"ungeliebt, unlieb",unloved
4932,unliugaiþs* 1,got,"V., Adj.",unverheiratet,"unmarried, unwed"
4933,unliugands 1,got,"V., Adj.",nicht lügend,"unlying (Adj.), unfalsifying"
4934,unliuts* 2,got,Adj.,"ungeheuchelt, ohne Falsch","undeceitful, infeigned, sincere, unhypocritical"
4935,unlustus* 1,got,M.,Unlust,"listlessness, inappetence, apathy"
4936,unmahteigs 13,got,Adj.,"ohnmächtig, schwach, unmöglich","powerless, infirm (Adj.), incapable, impossible, weak"
4937,unmahts* 3,got,F.,"Ohnmacht, Schwäche, Krankheit","incapacity, sickness, infirmity, weakness, strengthlessness"
4938,"unmanariggws* 21, unmanatriggws*?",got,Adj.,"ungezähmt, wild, grausam","untamed, barbarous, treacherous, wild (Adj.), cruel (Adj.)"
4939,unmanatriggws*,got,Adj.,,
4940,unmanwus* 21,got,Adj.,unvorbereitet,"unprepared, not ready"
4941,unmilds* 1,got,Adj.,lieblos,"uncharitable, unkind, uncompassionate"
4942,unnuts* 1,got,Adj.,"unnütz, töricht","useless, unavailing, foolish"
4943,unqēniþs* 1,got,"V., Adj.",unbeweibt,"unwived, unmarried"
4944,unqēþs* 1,got,Adj.,unaussprechlich,"unspeakable, unutterable, not to be told"
4945,unriurei* 4,got,F.,Unvergänglichkeit,"imperishableness, incorruption"
4946,"unriureis* 3, unriurs*",got,Adj.,unvergänglich,"imperishable, incorruptible, immortal (Adj.), eternal"
4947,unriurs*,got,Adj.,,
4948,unrōdjands 3,got,"V., Adj.","nicht redend, stumm","unspeaking, speechless, dumb, unable to speak"
4949,uns,got,Pron.,,
4950,unsahtaba 1,got,Adv.,"unbestritten, unbestreitbar","indisputably, incontrovertibly"
4951,*unsahts?,got,"V., Adj.",,
4952,unsaíƕands* 1,got,"V., Adj.",nicht sehend,"unseeing, blind (Adj.)"
