hun_lemma,hun_year,info,info_en,disambiguated,hun_suffix,en_human,hun_en,orig,hun_orig_en,orig_tag,hun_pos,wordipa
krokodilkönnyek,1804,1804,1804,krokodilkönnyek,,crocodile tears,crocodile_tears,a) Nemzetközi mintára keletkezett összetétel általában ,(a) Composition of an international sample in general,,n,krokodilkønɲɛk
kuporgat,1804,1804,1804,kuporgat,,crouched,crouched,1. Származékszavak ,1. Derivatives,,n,kuporɡɒt
letargia,1804,1804,1804,letargia,,['lethargy'],lethargy,1. Latin jövevényszavak általában ,1. Latin newcomers in general,,n,lɛtɒrɡiɒ
magány,1804,1804,1804,magány,,"['privacy', 'seclusion', 'sequestration', 'solitude', 'solitariness']","privacy, seclusion, sequestration, solitude, solitariness",1. Származékszavak ,1. Derivatives,,n,mɒɡaːɲ
naplopó,1804,1804,1804,naplopó,,"['beach-comber', 'gadabout', 'idler', 'lounger', 'skiver', 'slug']","beach-comber, gadabout, idler, lounger, skiver, slug",b) Német mintára keletkezett összetett szavak ,b) Compound words formed in German,,v,nɒplopoː
prűd,1804,1804,1804,prűd,,"['to be easily shocked', 'billet', 'prim', 'prude']","be_easily_shocked, billet, prim, prude",1. Olasz (többnyire északolasz) jövevényszavak ,1. Italian (mostly Northern Italian) newcomer words,,a,pryːd
rima,1804,1804,1804,rima,,rima,rima,1. Latin jövevényszavak általában ?,1. Latin newcomers in general?,,n,rimɒ
vesszőfutás,1804,1804,1804,vesszőfutás,,running a comma,running_a_comma,b) Német mintára keletkezett összetett szavak ,b) Compound words formed in German,,n,vɛʃsøːfutaːʃ
zsúfol,1804,1804,1804,zsúfol,,"['to compress', 'to cram', 'to huddle together', 'to jam', 'to pack', 'to stuff']","compress, cram, huddle_together, jam, pack, stuff",1. Származékszavak ,1. Derivatives,,a,ʒuːfol
brokkoli,1805,1805,1805,brokkoli,,"['broccoli', 'brocoli']","broccoli, brocoli",1. Olasz (többnyire északolasz) jövevényszavak ,1. Italian (mostly Northern Italian) newcomer words,,r,brokkoli
édeleg,1805,1805,1805,édeleg,,édeleg,édeleg,1. Tudatos szóalkotással létrejött szavak általában ,1. Words created by conscious word formation in general,,a,eːdɛlɛɡ
egyetem,1805,1805,1805,egyetem,,"['campus', 'college', 'institute', 'school', 'seat of learning', 'university']","campus, college, institute, school, seat_of_learning, university",4. Játékos szóalkotással létrejött szavak ,4. Words formed by playful word formation,,n,ɛɟɛtɛm
emberfajta,1805,1805,1805,emberfajta,,races,races,13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,n,ɛmbɛrfɒjtɒ
eseng,1805,1805,1805,eseng,,eseng,eseng,1. Származékszavak ,1. Derivatives,,v,ɛʃɛnɡ
kupaktanács,1805,1805,1805,kupaktanács,,cap council,cap_council,13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,n,kupɒktɒnaːt͡ʃ
mítosz,1805,1805,1805,mítosz,,"['fable', 'myth']","fable, myth",E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,miːtos
muszáj,1805,1805,1805,muszáj,,"['got to', 'have got to', 'must', 'ought']","got_to, have_got_to, must, ought",1. Német jövevényszavak általában ,1. German newcomer words in general,,a,musaːj
ormány,1805,1805,1805,ormány,,"['proboscis', 'proboscis, proboscides', 'snozzle', 'trunk']","proboscis, proboscis, proboscides, snozzle, trunk",1. Tudatos szóalkotással létrejött szavak általában ,1. Words created by conscious word formation in general,,n,ormaːɲ
plafon,1805,1805,1805,plafon,,['ceiling'],ceiling,1. Német jövevényszavak általában ,1. German newcomer words in general,,n,plɒfon
szegül,1805,1805,1805,szegül,,set up in opposition,set_up_in_opposition,1. Származékszavak ,1. Derivatives,,a,sɛɡyl
vesszőparipa,1805,1805,1805,vesszőparipa,,"['fad', 'hobbyhorse', 'whim', 'whimsy']","fad, hobbyhorse, whim, whimsy",b) Német mintára keletkezett összetett szavak ,b) Compound words formed in German,,a,vɛʃsøːpɒripɒ
vinyetta,1805,1805,1805,vinyetta,,vinyetta,vinyetta,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,viɲɛttɒ
viszony,1805,1805,1805,viszony,,"['liaison', 'love-affair', 'proportion', 'rapport', 'relation']","liaison, love-affair, proportion, rapport, relation",1. Tudatos szóalkotással létrejött szavak általában ,1. Words created by conscious word formation in general,,n,visoɲ
zsargon,1805,1805,1805,zsargon,,"['jargon', 'lingo']","jargon, lingo",E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,ʒɒrɡon
anyakönyv,1806,1806,1806,anyakönyv,,"['parish register', 'register']","parish_register, register",1. Tudatos szóalkotással létrejött szavak általában ,1. Words created by conscious word formation in general,,n,ɒɲɒkøɲv
bombaszt,1806,1806,1806,bombaszt,,fustian,fustian,1. Német jövevényszavak általában ,1. German newcomer words in general,,n,bombɒst
csücsörít,1806,1806,1806,csücsörít,,purse,purse,10. Szóhasadással keletkezett szavak ,10. Words formed by cleavage,,a,t͡ʃyt͡ʃøriːt
egzotikus,1806,1806,1806,egzotikus,,['exotic'],exotic,1. Latin jövevényszavak általában ,1. Latin newcomers in general,,a,ɛɡzotikuʃ
egyke,1806,1806,1806,egyke,,['only child'],only_child,1. Származékszavak ,1. Derivatives,,a,ɛɟkɛ
eksztázis,1806,1806,1806,eksztázis,,"['ecstasy', 'rhapsody']","ecstasy, rhapsody",1. Latin jövevényszavak általában ,1. Latin newcomers in general,,n,ɛkstaːziʃ
fixíroz,1806,1806,1806,fixíroz,,['to ogle'],ogle,1. Német jövevényszavak általában ,1. German newcomer words in general,,n,fiksiːroz
fókusz,1806,1806,1806,fókusz,,['focuse'],focuse,1. Latin jövevényszavak általában ,1. Latin newcomers in general,,n,foːkus
formátum,1806,1806,1806,formátum,,"['caliber', 'calibre', 'format', 'size', 'stature']","caliber, calibre, format, size, stature",E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,formaːtum
frász,1806,1806,1806,frász,,['slosh'],slosh,4. Bajor jövevényszavak ,4. Bavarian newcomer words,,n,fraːs
irka,1806,1806,1806,irka,,['exercise book'],exercise_book,1. Származékszavak ,1. Derivatives,,n,irkɒ
jótékony,1806,1806,1806,jótékony,,"['beneficent', 'beneficial', 'benevolent', 'bounteous', 'bountiful', 'charitable']","beneficent, beneficial, benevolent, bounteous, bountiful, charitable",1. Tudatos szóalkotással létrejött szavak általában ,1. Words created by conscious word formation in general,,a,joːteːkoɲ
kaszt,1806,1806,1806,kaszt,,['caste'],caste,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,kɒst
kelet,1806,1806,1806,kelet3,,"['date', 'dawning', 'east', 'orient']","date, dawning, east, orient",1. Származékszavak ,1. Derivatives,,n,kɛlɛt
kompromittál,1806,1806,1806,kompromittál,,['to compromise'],compromise,1. Latin jövevényszavak általában ,1. Latin newcomers in general,,a,kompromittaːl
kórház,1806,1806,1806,kórház,,"['hospital', 'infirmary']","hospital, infirmary",b) Német mintára keletkezett összetett szavak ,b) Compound words formed in German,,n,koːrhaːz
korvett,1806,1806,1806,korvett,,corvette,corvette,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,korvɛtt
krizantém,1806,1806,1806,krizantém,,['chrysanthemum'],chrysanthemum,1. Latin jövevényszavak általában ,1. Latin newcomers in general,,n,krizɒnteːm
meteorológia,1806,1806,1806,meteorológia,,meteorology,meteorology,1. Latin jövevényszavak általában ,1. Latin newcomers in general,,n,mɛtɛoroloːɡiɒ
monoton,1806,1806,1806,monoton,,"['monotonic', 'monotonous', 'sing-song', 'singsong']","monotonic, monotonous, sing-song, singsong",E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,a,monoton
műszó,1806,1806,1806,műszó,,"['technical term', 'technicality']","technical_term, technicality",b) Német mintára keletkezett összetett szavak ,b) Compound words formed in German,,n,myːsoː
nyanya,1806,1806,1806,nyanya,,Nyanya,Nyanya,4. Játékos szóalkotással létrejött szavak ,4. Words formed by playful word formation,,n,ɲɒɲɒ
ön,1806,1806,1806,ön1,,you,you,1. Tudatos szóalkotással létrejött szavak általában ,1. Words created by conscious word formation in general,,r,øn
párbaj,1806,1806,1806,párbaj,,"['duel', 'encounter', 'fray', 'single combat']","duel, encounter, fray, single_combat",13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,n,paːrbɒj
proletár,1806,1806,1806,proletár,,['bronze wing'],bronze_wing,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,a,prolɛtaːr
radíroz,1806,1806,1806,radíroz,,Exfoliation,Exfoliation,1. Német jövevényszavak általában ,1. German newcomer words in general,,a,rɒdiːroz
szarkofág,1806,1806,1806,szarkofág,,['sarcophagus'],sarcophagus,1. Latin jövevényszavak általában ,1. Latin newcomers in general,,n,sɒrkofaːɡ
szaval,1806,1806,1806,szaval,,"['to declaim', 'to recite']","declaim, recite",1. Származékszavak ,1. Derivatives,,v,sɒvɒl
szentimentális,1806,1806,1806,szentimentális,,"['namby-pamby', 'sentimental', 'sickly', 'sloppy']","namby-pamby, sentimental, sickly, sloppy",E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,a,sɛntimɛntaːliʃ
terasz,1806,1806,1806,terasz,,"['bench', 'platform', 'terrace']","bench, platform, terrace",1. Olasz (többnyire északolasz) jövevényszavak ,1. Italian (mostly Northern Italian) newcomer words,,n,tɛrɒs
torna,1806,1806,1806,torna,,"['gym', 'gymnastics', 'physical exercises', 'physical training']","gym, gymnastics, physical_exercises, physical_training",1. Tudatos szóalkotással létrejött szavak általában ,1. Words created by conscious word formation in general,,n,tornɒ
túlpart,1806,1806,1806,túlpart,,túlpart,túlpart,13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,n,tuːlpɒrt
vijjog,1806,1806,1806,vijjog,,"['to scream', 'to squawk']","scream, squawk","1. Hangutánzó, hangfestő szavak ","1. Sound imitating, sound painting words",,v,vijjoɡ
villa,1806,1806,1806,villa2,,"['fork', 'villa']","fork, villa",1. Latin jövevényszavak általában ,1. Latin newcomers in general,,n,villɒ
zsarnok,1806,1806,1806,zsarnok,,"['bully', 'despot', 'oppressor', 'tyrant']","bully, despot, oppressor, tyrant",1. Tudatos szóalkotással létrejött szavak általában ,1. Words created by conscious word formation in general,,n,ʒɒrnok
gép,1807,1807 e.,before 1807 ,gép,,"['appliance', 'engine', 'machine']","appliance, engine, machine",1. Származékszavak ,1. Derivatives,,n,ɡeːp
látcső,1807,1807,1807,látcső,,telescope,telescope,b) Német mintára keletkezett összetett szavak ,b) Compound words formed in German,,n,laːtt͡ʃøː
asztrakán,1807,1807,1807,asztrakán,,asztrakán,asztrakán,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,ɒstrɒkaːn
császkál,1807,1807,1807,császkál,,"['to saunter along', 'to saunter']","saunter_along, saunter",10. Szóhasadással keletkezett szavak ,10. Words formed by cleavage,,v,t͡ʃaːskaːl
defekt,1807,1807,1807,defekt,,"['break-down', 'breakdown', 'puncture']","break-down, breakdown, puncture",1. Német jövevényszavak általában ,1. German newcomer words in general,,n,dɛfɛkt
égöv,1807,1807,1807,égöv,,['zone'],zone,1. Tudatos szóalkotással létrejött szavak általában ,1. Words created by conscious word formation in general,,n,eːɡøv
gitt,1807,1807,1807,gitt,,['putty'],putty,1. Német jövevényszavak általában ,1. German newcomer words in general,,n,ɡitt
gumó,1807,1807,1807,gumó,,"['bulb', 'root', 'tuber']","bulb, root, tuber",1. Származékszavak ,1. Derivatives,,n,ɡumoː
hasonmás,1807,1807,1807,hasonmás,,"['alter ego', 'counterpart', 'double', 'facsimile', 'image', 'like']","alter_ego, counterpart, double, facsimile, image, like",13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,a,hɒʃonmaːʃ
hőmérő,1807,1807,1807,hőmérő,,['thermometer'],thermometer,13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,n,høːmeːrøː
hurrá,1807,1807,1807,hurrá,,['cheer'],cheer,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,hurraː
intendáns,1807,1807,1807,intendáns,,intendant,intendant,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,intɛndaːnʃ
javadalom,1807,1807,1807,javadalom,,benefice,benefice,4. Tudatos szóalkotással létrejött származékszavak ,4. Derived words formed by conscious word formation,,n,jɒvɒdɒlom
kartell,1807,1807,1807,kartell,,"['combine', 'ring']","combine, ring",1. Német jövevényszavak általában ,1. German newcomer words in general,,n,kɒrtɛll
keshedt,1807,1807,1807,keshedt,,['seedy'],seedy,1. Származékszavak ,1. Derivatives,,a,kɛʃhɛdt
királydinnye,1807,1807,1807,királydinnye,,king melon,king_melon,13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,a,kiraːjdinɲɛ
kismama,1807,1807,1807,kismama,,mother,mother,13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,n,kiʃmɒmɒ
közöny,1807,1807,1807,közöny,,"['deadness', 'detachment', 'ennui', 'frigidity', 'indifference', 'insensitivity', 'languidity', 'lethargy', 'phlegm', 'stolidity', 'unconcern']","deadness, detachment, ennui, frigidity, indifference, insensitivity, languidity, lethargy, phlegm, stolidity, unconcern",1. Tudatos szóalkotással létrejött szavak általában ?,1. Words created by conscious word formation in general?,,n,køzøɲ
közvetve,1807,1807,1807,közvetve,,"['by implication', 'indirectly', 'mediately']","by_implication, indirectly, mediately",1. Tudatos szóalkotással létrejött szavak általában ,1. Words created by conscious word formation in general,,a,køzvɛtvɛ
leffentyű,1807,1807,1807,leffentyű,,['flap'],flap,1. Származékszavak ,1. Derivatives,,r,lɛffɛncyː
libatop,1807,1807,1807,libatop,,pigweed,pigweed,b) Latin mintára keletkezett összetétel ,(b) Composition on a Latin sample,,n,libɒtop
moholy,1807,1807,1807,moholy,,Moholy,Moholy,10. Szóhasadással keletkezett szavak ,10. Words formed by cleavage,,n,mohoj
müge,1807,1807,1807,müge,,woodruff,woodruff,1. Olasz (többnyire északolasz) jövevényszavak ,1. Italian (mostly Northern Italian) newcomer words,,n,myɡɛ
napló,1807,1807,1807,napló,,"['blotter', 'log']","blotter, log",6. Jelentéstapadással létrejött szavak ,6. Words created with adhesion,,n,nɒploː
nimbusz,1807,1807,1807,nimbusz,,['halo'],halo,1. Latin jövevényszavak általában ,1. Latin newcomers in general,,n,nimbus
növény,1807,1807,1807,növény,,['plant'],plant,1. Tudatos szóalkotással létrejött szavak általában ,1. Words created by conscious word formation in general,,n,nøveːɲ
óvatos,1807,1807,1807,óvatos,,"['alert', 'aware', 'cagey', 'cautious', 'chary', 'circumspect', 'conservative', 'discreet', 'guarded', 'heedful', 'stealthy', 'wary', 'watchful']","alert, aware, cagey, cautious, chary, circumspect, conservative, discreet, guarded, heedful, stealthy, wary, watchful",1. Tudatos szóalkotással létrejött szavak általában ,1. Words created by conscious word formation in general,,a,oːvɒtoʃ
papundekli,1807,1807,1807,papundekli,,pasteboard,pasteboard,1. Német jövevényszavak általában ,1. German newcomer words in general,,a,pɒpundɛkli
pirkad,1807,1807,1807,pirkad,,['to dawn'],dawn,1. Származékszavak ,1. Derivatives,,v,pirkɒd
roletta,1807,1807,1807,roletta,,['shade'],shade,4. Bajor jövevényszavak ,4. Bavarian newcomer words,,v,rolɛttɒ
rovat,1807,1807,1807,rovat,,"['head', 'heading']","head, heading",1. Tudatos szóalkotással létrejött szavak általában ,1. Words created by conscious word formation in general,,n,rovɒt
szerel,1807,1807,1807,szerel,,['to collar'],collar,1. Származékszavak ,1. Derivatives,,v,sɛrɛl
szexuális,1807,1807,1807,szexuális,,"['erotic', 'sexual']","erotic, sexual",1. Latin jövevényszavak általában ,1. Latin newcomers in general,,a,sɛksuaːliʃ
tinóru,1807,1807,1807,tinóru,,boletus,boletus,6. Jelentéstapadással létrejött szavak ,6. Words created with adhesion,,n,tinoːru
válfaj,1807,1807,1807,válfaj,,['kind'],kind,1. Tudatos szóalkotással létrejött szavak általában ,1. Words created by conscious word formation in general,,a,vaːlfɒj
zuzmó,1807,1807,1807,zuzmó,,['lichen'],lichen,1. Tudatos szóalkotással létrejött szavak általában ,1. Words created by conscious word formation in general,,n,zuzmoː
lebuj,1838,"1808 tn.,1838","1808 placename, 1838",lebuj,,"['dive', 'honky-tonk', 'hovel', 'jerry', 'jerry-shop', 'joint', 'jook-juke joint', 'shebang']","dive, honky-tonk, hovel, jerry, jerry-shop, joint, jook-juke_joint, shebang",13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,n,lɛbuj
am,1808,1808,1808,-am/-em,+,am,am,,,,r,ɒm
em,1808,1808,1808,-am/-em,+,em,em,,,,r,ɛm
bajadér,1808,1808,1808,bajadér,,bayadère,bayadère,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,bɒjɒdeːr
baptista,1808,1808,1808,baptista,,"['Baptist', 'baptist']","Baptist, baptist",E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,a,bɒptiʃtɒ
batár,1808,1808,1808,batár,,Batár,Batár,4. Bajor jövevényszavak ,4. Bavarian newcomer words,,n,bɒtaːr
brillíroz,1808,1808,1808,brillíroz,,carry the day,carry_the_day,1. Német jövevényszavak általában ,1. German newcomer words in general,,a,brilliːroz
csócsál,1808,1808,1808,csócsál,,tit,tit,"1. Hangutánzó, hangfestő szavak ","1. Sound imitating, sound painting words",,n,t͡ʃoːt͡ʃaːl
csökönyös,1808,1808,1808,csökönyös,,"['balky', 'bull-headed', 'fractious', 'obstinate', 'ornery', 'perverse', 'pigheaded', 'restive', 'rusty', 'stubborn', 'wayward']","balky, bull-headed, fractious, obstinate, ornery, perverse, pigheaded, restive, rusty, stubborn, wayward",1. Származékszavak ?,1. Derivatives?,,v,t͡ʃøkøɲøʃ
egyensúly,1808,1808,1808,egyensúly,,"['balance', 'equal poise', 'equilibrium', 'even poise', 'just poise', 'poise']","balance, equal_poise, equilibrium, even_poise, just_poise, poise",13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,n,ɛɟɛnʃuːj
elem,1808,1808,1808,elem,,"['battery', 'cell', 'element', 'elementary body', 'simple body']","battery, cell, element, elementary_body, simple_body",2. Tudatos szóelvonással keletkezett szavak ,2. Words formed by conscious word withdrawal,,n,ɛlɛm
fegyház,1808,1808,1808,fegyház,,"['big house', 'gaol', 'penitentiary', 'zoo']","big_house, gaol, penitentiary, zoo",b) Német mintára keletkezett összetett szavak ,b) Compound words formed in German,,a,fɛɟhaːz
fekhely,1808,1808,1808,fekhely,,"['bed', 'berth', 'doss']","bed, berth, doss",13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,n,fɛkhɛj
fuccs,1808,1808,1808,fuccs,,['phut'],phut,4. Bajor jövevényszavak ,4. Bavarian newcomer words,,v,fut͡st͡ʃ
hanyag,1808,1808,1808,hanyag,,"['derelict', 'forgetful', 'inattentive', 'indolent', 'insouciant', 'lax', 'neglectful', 'negligent', 'nonchalant', 'oblivious', 'perfunctory', 'reckless', 'slack', 'slipshod', 'sloppy', 'slothful', 'slow', 'slubberer', 'unheeding', 'unmindful']","derelict, forgetful, inattentive, indolent, insouciant, lax, neglectful, negligent, nonchalant, oblivious, perfunctory, reckless, slack, slipshod, sloppy, slothful, slow, slubberer, unheeding, unmindful",1. Származékszavak ?,1. Derivatives?,,a,hɒɲɒɡ
hetéra,1808,1808,1808,hetéra,,seventh,seventh,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,hɛteːrɒ
hűbelebalázs,1808,1808,1808,hűbelebalázs,,"['giddy pate', 'giddy-head']","giddy_pate, giddy-head",13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,n,hyːbɛlɛbɒlaːʒ
ikon,1808,1808,1808,ikon,,['icon'],icon,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,ikon
kobra,1808,1808,1808,kobra,,"['cobra', 'cobra de capello']","cobra, cobra_de_capello",E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,kobrɒ
kordé,1808,1808,1808,kordé,,"['cart', 'trap']","cart, trap",,,,n,kordeː
lángész,1808,1808,1808,lángész,,mastermind,mastermind,13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,n,laːnɡeːs
